first,system:index,Country,lon,Code,lat
1.1004042728624207E-5,0,Indonesia,138.625,IDN,-4.375
-1.2059264526527505E-6,1,Indonesia,103.875,IDN,-4.375
,2,Vietnam,104.625,VNM,22.625
1.2479933983397716E-5,3,Indonesia,99.625,IDN,0.875
,4,Indonesia,115.875,IDN,-0.125
1.817322663181962E-5,5,Indonesia,110.375,IDN,0.875
1.2472828990323856E-5,6,Myanmar,98.125,MMR,20.375
1.975114097154924E-5,7,Laos,105.625,LAO,17.625
1.4623663567210052E-5,8,Vietnam,107.625,VNM,12.625
-1.3252145428447418E-5,9,Indonesia,137.125,IDN,-3.625
4.22621061375933E-5,10,Thailand,101.375,THA,12.875
7.0188024006758E-6,11,Indonesia,120.125,IDN,-3.125
,12,Indonesia,115.625,IDN,-2.125
,13,Laos,101.375,LAO,21.125
9.10729614837932E-6,14,Myanmar,99.125,MMR,11.625
1.3294282856623534E-5,15,Thailand,102.375,THA,14.375
1.768199037150465E-5,16,Laos,100.625,LAO,19.875
2.9652346765442522E-5,17,Indonesia,109.875,IDN,-7.375
1.475800601806374E-5,18,Myanmar,95.875,MMR,19.375
,19,Myanmar,98.375,MMR,23.125
1.2254298455155E-5,20,Myanmar,96.625,MMR,19.875
,21,Indonesia,113.125,IDN,-7.875
1.457413291195009E-5,22,Myanmar,96.625,MMR,24.875
1.1918347479653925E-5,23,Thailand,102.875,THA,17.125
8.64646960625474E-6,24,Malaysia,109.625,MYS,1.875
1.6798327214949876E-5,25,Thailand,97.875,THA,17.625
1.7844341803798587E-5,26,Vietnam,108.875,VNM,15.125
,27,Indonesia,114.875,IDN,1.625
7.39964581067774E-6,28,Indonesia,137.375,IDN,-3.125
,29,Indonesia,140.875,IDN,-2.875
,30,Laos,105.625,LAO,16.875
-4.615326571292469E-6,31,Philippines,122.875,PHL,14.125
9.957473834243292E-6,32,Indonesia,112.875,IDN,1.375
,33,Vietnam,106.375,VNM,22.625
,34,Indonesia,119.875,IDN,-4.625
1.5874536705215336E-5,35,Thailand,100.375,THA,16.125
,36,Indonesia,109.375,IDN,0.125
1.0577205848701304E-6,37,Laos,101.875,LAO,19.375
6.041803389034608E-6,38,Indonesia,136.625,IDN,-2.875
,39,Cambodia,103.375,KHM,12.125
1.3275325402978047E-5,40,Thailand,102.125,THA,16.125
,41,Indonesia,131.625,IDN,-7.375
1.3167992659596836E-5,42,Thailand,101.125,THA,15.625
1.438571874292392E-5,43,Thailand,101.625,THA,13.625
1.6009636735282754E-5,44,Indonesia,108.875,IDN,-1.625
2.3788581958790514E-5,45,Thailand,103.875,THA,16.375
,46,Indonesia,96.875,IDN,5.125
1.5433774079472243E-5,47,Laos,105.625,LAO,16.625
2.8476523704128376E-6,48,Indonesia,130.375,IDN,-2.125
,49,Indonesia,139.625,IDN,-4.625
5.1614201954417285E-5,50,Philippines,123.875,PHL,10.375
1.0870017627530189E-5,51,Malaysia,112.125,MYS,2.625
1.159276952241745E-5,52,Vietnam,105.375,VNM,9.375
1.0971650881943908E-5,53,Cambodia,107.375,KHM,12.625
3.1112843545922488E-6,54,Indonesia,139.375,IDN,-2.375
,55,Myanmar,99.125,MMR,13.125
7.425290784587343E-6,56,Thailand,99.875,THA,12.125
6.70422124005572E-6,57,Laos,101.625,LAO,19.625
5.913247408457121E-6,58,Cambodia,106.875,KHM,12.375
6.845935064198429E-6,59,Indonesia,113.125,IDN,0.625
7.47046440009705E-6,60,Indonesia,139.375,IDN,-3.875
5.3469197005498145E-6,61,Indonesia,120.125,IDN,-2.875
1.5080027201057209E-5,62,Indonesia,102.875,IDN,0.625
3.3226659608253685E-6,63,Indonesia,117.125,IDN,2.625
9.585848079288808E-6,64,Laos,100.125,LAO,20.375
,65,Myanmar,96.625,MMR,23.125
1.2694866528135735E-5,66,Vietnam,105.625,VNM,9.375
7.157664149091125E-6,67,Cambodia,106.875,KHM,13.625
1.4249816559975263E-5,68,Laos,105.375,LAO,17.625
3.3428543754423574E-6,69,Thailand,100.875,THA,18.125
1.8362311211540267E-5,70,Indonesia,104.875,IDN,-3.125
1.434394227553375E-5,71,Thailand,100.625,THA,16.375
,72,Indonesia,103.625,IDN,-4.625
,73,Indonesia,115.375,IDN,-2.625
1.1277827059056602E-5,74,Thailand,101.125,THA,19.375
1.3254904928301727E-5,75,Indonesia,132.875,IDN,-3.875
9.984062947141412E-6,76,Indonesia,134.625,IDN,-6.125
,77,Indonesia,98.875,IDN,3.625
9.13127059164322E-6,78,Myanmar,95.375,MMR,24.875
1.6121184791269394E-5,79,Indonesia,116.125,IDN,-0.875
1.057246807106876E-5,80,Cambodia,105.125,KHM,13.125
8.568042162999014E-6,81,Indonesia,133.625,IDN,-0.875
5.4465013439497685E-6,82,Cambodia,105.875,KHM,11.875
1.694041331904756E-5,83,Myanmar,94.875,MMR,19.375
,84,Indonesia,127.125,IDN,-0.375
,85,Myanmar,92.375,MMR,20.875
4.536197191020134E-6,86,Indonesia,137.125,IDN,-3.375
,87,Philippines,121.875,PHL,16.625
,88,Philippines,123.625,PHL,12.125
,89,Indonesia,116.375,IDN,-2.625
,90,Indonesia,117.875,IDN,1.375
1.6951513855241697E-5,91,Indonesia,117.125,IDN,0.625
1.709886619544782E-5,92,Thailand,98.625,THA,18.625
1.8296375993793496E-5,93,Myanmar,94.125,MMR,20.875
1.4908585881941149E-5,94,Indonesia,109.375,IDN,0.625
,95,Laos,105.125,LAO,17.125
1.3860262427522285E-5,96,Cambodia,105.625,KHM,11.125
7.241629712567657E-6,97,Malaysia,118.125,MYS,5.625
5.317288076544793E-6,98,Indonesia,116.375,IDN,4.125
,99,Indonesia,119.375,IDN,-9.625
,100,Malaysia,104.125,MYS,1.375
9.122922416419875E-6,101,Indonesia,116.125,IDN,-3.625
-6.445205859092839E-7,102,Indonesia,136.875,IDN,-2.625
1.2201235172103373E-5,103,Indonesia,102.375,IDN,0.375
5.589796534014239E-5,104,Philippines,121.125,PHL,15.625
,105,Thailand,99.375,THA,16.125
1.657646596637479E-5,106,Indonesia,107.875,IDN,-6.375
1.17064655230578E-5,107,Laos,101.875,LAO,19.875
