first,system:index,Country,lon,Code,lat
1.3476589289766596E-5,0,Indonesia,138.625,IDN,-4.375
-9.943326387707235E-7,1,Indonesia,103.875,IDN,-4.375
,2,Vietnam,104.625,VNM,22.625
,3,Indonesia,99.625,IDN,0.875
,4,Indonesia,115.875,IDN,-0.125
1.29935541793815E-5,5,Indonesia,110.375,IDN,0.875
,6,Myanmar,98.125,MMR,20.375
2.0914862741235017E-5,7,Laos,105.625,LAO,17.625
2.1623648299583253E-5,8,Vietnam,107.625,VNM,12.625
7.616294144476281E-7,9,Indonesia,137.125,IDN,-3.625
5.5152482743800687E-5,10,Thailand,101.375,THA,12.875
1.7733752581330941E-6,11,Indonesia,120.125,IDN,-3.125
,12,Indonesia,115.625,IDN,-2.125
1.6180867533123444E-5,13,Laos,101.375,LAO,21.125
1.2044331015222104E-5,14,Myanmar,99.125,MMR,11.625
4.114078584879539E-5,15,Thailand,102.375,THA,14.375
2.060125273393507E-5,16,Laos,100.625,LAO,19.875
,17,Indonesia,109.875,IDN,-7.375
1.7272979719693315E-5,18,Myanmar,95.875,MMR,19.375
1.511365682779303E-5,19,Myanmar,98.375,MMR,23.125
1.4324091561390345E-5,20,Myanmar,96.625,MMR,19.875
,21,Indonesia,113.125,IDN,-7.875
1.570829495899476E-5,22,Myanmar,96.625,MMR,24.875
3.1030006282258364E-5,23,Thailand,102.875,THA,17.125
9.850882763232817E-6,24,Malaysia,109.625,MYS,1.875
1.9920314652203414E-5,25,Thailand,97.875,THA,17.625
1.0717757660726856E-5,26,Vietnam,108.875,VNM,15.125
5.801918182494682E-6,27,Indonesia,114.875,IDN,1.625
3.6433699873619306E-6,28,Indonesia,137.375,IDN,-3.125
-1.8190494893094621E-6,29,Indonesia,140.875,IDN,-2.875
2.3608058671692235E-5,30,Laos,105.625,LAO,16.875
2.4496978725169937E-6,31,Philippines,122.875,PHL,14.125
3.39590768232675E-6,32,Indonesia,112.875,IDN,1.375
,33,Vietnam,106.375,VNM,22.625
1.0724638410989564E-6,34,Indonesia,119.875,IDN,-4.625
3.1203737886645834E-5,35,Thailand,100.375,THA,16.125
1.5943901326653127E-5,36,Indonesia,109.375,IDN,0.125
2.3848998534754447E-5,37,Laos,101.875,LAO,19.375
-1.0196557850855135E-6,38,Indonesia,136.625,IDN,-2.875
2.1967471133429492E-5,39,Cambodia,103.375,KHM,12.125
3.0433157644604773E-5,40,Thailand,102.125,THA,16.125
,41,Indonesia,131.625,IDN,-7.375
3.293781998242457E-5,42,Thailand,101.125,THA,15.625
3.2678492443462094E-5,43,Thailand,101.625,THA,13.625
4.3431343370445585E-6,44,Indonesia,108.875,IDN,-1.625
2.5455436424058495E-5,45,Thailand,103.875,THA,16.375
1.6915622180137346E-5,46,Indonesia,96.875,IDN,5.125
2.486828478090707E-5,47,Laos,105.625,LAO,16.625
3.5618215218412803E-6,48,Indonesia,130.375,IDN,-2.125
1.3011029294892761E-5,49,Indonesia,139.625,IDN,-4.625
,50,Philippines,123.875,PHL,10.375
,51,Malaysia,112.125,MYS,2.625
,52,Vietnam,105.375,VNM,9.375
,53,Cambodia,107.375,KHM,12.625
6.012952090273356E-6,54,Indonesia,139.375,IDN,-2.375
1.674393647369653E-5,55,Myanmar,99.125,MMR,13.125
1.8293966136428102E-5,56,Thailand,99.875,THA,12.125
1.6651697326219476E-5,57,Laos,101.625,LAO,19.625
,58,Cambodia,106.875,KHM,12.375
6.115304516633849E-6,59,Indonesia,113.125,IDN,0.625
7.0748771988978925E-6,60,Indonesia,139.375,IDN,-3.875
7.402050320249329E-6,61,Indonesia,120.125,IDN,-2.875
,62,Indonesia,102.875,IDN,0.625
,63,Indonesia,117.125,IDN,2.625
2.392900556934236E-5,64,Laos,100.125,LAO,20.375
,65,Myanmar,96.625,MMR,23.125
,66,Vietnam,105.625,VNM,9.375
1.5155017745504633E-5,67,Cambodia,106.875,KHM,13.625
1.81472509244106E-5,68,Laos,105.375,LAO,17.625
2.8667762335924142E-5,69,Thailand,100.875,THA,18.125
,70,Indonesia,104.875,IDN,-3.125
3.387327146319678E-5,71,Thailand,100.625,THA,16.375
-1.672780742172577E-7,72,Indonesia,103.625,IDN,-4.625
,73,Indonesia,115.375,IDN,-2.625
1.7884975805354712E-5,74,Thailand,101.125,THA,19.375
1.3433671137179936E-6,75,Indonesia,132.875,IDN,-3.875
,76,Indonesia,134.625,IDN,-6.125
,77,Indonesia,98.875,IDN,3.625
2.0619741413259075E-5,78,Myanmar,95.375,MMR,24.875
