first,system:index,Country,lon,Code,lat
6.920249345102327E-6,0,Indonesia,138.625,IDN,-4.375
,1,Indonesia,103.875,IDN,-4.375
1.889308844061371E-5,2,Vietnam,104.625,VNM,22.625
,3,Indonesia,99.625,IDN,0.875
8.343679299165434E-6,4,Indonesia,115.875,IDN,-0.125
9.181352747581017E-6,5,Indonesia,110.375,IDN,0.875
1.9944678078256987E-5,6,Myanmar,98.125,MMR,20.375
1.9830656649157353E-5,7,Laos,105.625,LAO,17.625
2.2262558299449404E-5,8,Vietnam,107.625,VNM,12.625
-4.493524570308155E-8,9,Indonesia,137.125,IDN,-3.625
,10,Thailand,101.375,THA,12.875
7.466878017144069E-6,11,Indonesia,120.125,IDN,-3.125
2.160525599418263E-5,12,Indonesia,115.625,IDN,-2.125
,13,Laos,101.375,LAO,21.125
,14,Myanmar,99.125,MMR,11.625
2.0981989003555E-5,15,Thailand,102.375,THA,14.375
,16,Laos,100.625,LAO,19.875
,17,Indonesia,109.875,IDN,-7.375
2.2315698604222464E-5,18,Myanmar,95.875,MMR,19.375
2.5056003168379417E-5,19,Myanmar,98.375,MMR,23.125
2.4647111721612406E-5,20,Myanmar,96.625,MMR,19.875
2.8853275580331683E-5,21,Indonesia,113.125,IDN,-7.875
2.1276388843755752E-5,22,Myanmar,96.625,MMR,24.875
3.063462111272021E-5,23,Thailand,102.875,THA,17.125
1.0073827074924158E-5,24,Malaysia,109.625,MYS,1.875
2.346838104135662E-5,25,Thailand,97.875,THA,17.625
,26,Vietnam,108.875,VNM,15.125
5.5233528844162245E-6,27,Indonesia,114.875,IDN,1.625
,28,Indonesia,137.375,IDN,-3.125
1.3508799416069339E-6,29,Indonesia,140.875,IDN,-2.875
3.0495357951283162E-5,30,Laos,105.625,LAO,16.875
,31,Philippines,122.875,PHL,14.125
9.132156049828846E-6,32,Indonesia,112.875,IDN,1.375
2.6614784383289443E-5,33,Vietnam,106.375,VNM,22.625
,34,Indonesia,119.875,IDN,-4.625
,35,Thailand,100.375,THA,16.125
1.4310318669609804E-5,36,Indonesia,109.375,IDN,0.125
3.6844958826404065E-5,37,Laos,101.875,LAO,19.375
9.757867117785178E-6,38,Indonesia,136.625,IDN,-2.875
,39,Cambodia,103.375,KHM,12.125
2.5580616080831006E-5,40,Thailand,102.125,THA,16.125
,41,Indonesia,131.625,IDN,-7.375
4.227699756430181E-5,42,Thailand,101.125,THA,15.625
2.277298323255655E-5,43,Thailand,101.625,THA,13.625
9.111213970347057E-6,44,Indonesia,108.875,IDN,-1.625
3.184222647737244E-5,45,Thailand,103.875,THA,16.375
,46,Indonesia,96.875,IDN,5.125
2.541012290500813E-5,47,Laos,105.625,LAO,16.625
,48,Indonesia,130.375,IDN,-2.125
7.574438768642722E-6,49,Indonesia,139.625,IDN,-4.625
1.415238487012855E-5,50,Philippines,123.875,PHL,10.375
1.1150917873640468E-5,51,Malaysia,112.125,MYS,2.625
,52,Vietnam,105.375,VNM,9.375
,53,Cambodia,107.375,KHM,12.625
3.15363563775773E-6,54,Indonesia,139.375,IDN,-2.375
,55,Myanmar,99.125,MMR,13.125
,56,Thailand,99.875,THA,12.125
,57,Laos,101.625,LAO,19.625
,58,Cambodia,106.875,KHM,12.375
1.006840019308959E-5,59,Indonesia,113.125,IDN,0.625
5.635093003659415E-6,60,Indonesia,139.375,IDN,-3.875
9.814046550780703E-6,61,Indonesia,120.125,IDN,-2.875
1.7648808883333596E-5,62,Indonesia,102.875,IDN,0.625
2.0932554879597255E-6,63,Indonesia,117.125,IDN,2.625
3.321502080644737E-5,64,Laos,100.125,LAO,20.375
3.5822973152131344E-5,65,Myanmar,96.625,MMR,23.125
