system:index,lat,lon
357,-3.625,104.625
358,-3.625,104.875
359,-3.625,105.125
360,-3.625,105.375
361,-3.625,105.625
362,-3.625,105.875
363,-3.625,111.875
364,-3.375,100.375
365,-3.375,100.625
366,-3.375,101.625
367,-3.375,101.875
368,-3.375,102.125
369,-3.375,102.375
370,-3.375,102.625
371,-3.375,102.875
372,-3.375,103.125
373,-3.375,103.375
374,-3.375,103.625
375,-3.375,103.875
376,-3.375,104.125
377,-3.375,104.375
378,-3.375,104.625
379,-3.375,104.875
380,-3.375,105.125
381,-3.375,105.375
382,-3.375,105.625
383,-3.375,105.875
384,-3.375,106.125
385,-3.375,107.125
386,-3.375,107.625
387,-3.375,107.875
388,-3.375,108.125
389,-3.375,108.375
390,-3.375,111.875
391,-3.375,112.125
392,-3.375,112.375
393,-3.375,112.625
394,-3.375,112.875
395,-3.375,113.375
396,-3.375,113.625
397,-3.125,100.125
398,-3.125,100.375
399,-3.125,100.625
400,-3.125,101.375
401,-3.125,101.625
402,-3.125,101.875
403,-3.125,102.125
404,-3.125,102.375
405,-3.125,102.625
406,-3.125,102.875
407,-3.125,103.125
408,-3.125,103.375
409,-3.125,103.625
410,-3.125,103.875
411,-3.125,104.125
412,-3.125,104.375
413,-3.125,104.625
414,-3.125,104.875
415,-3.125,105.125
416,-3.125,105.375
417,-3.125,105.625
418,-3.125,105.875
419,-3.125,106.125
420,-3.125,106.375
421,-3.125,106.625
422,-3.125,106.875
423,-3.125,107.125
424,-3.125,107.375
425,-3.125,107.625
426,-3.125,107.875
427,-3.125,108.125
428,-3.125,108.375
429,-3.125,110.125
430,-3.125,110.625
431,-3.125,110.875
432,-3.125,111.125
433,-3.125,111.625
434,-3.125,111.875
435,-3.125,112.125
436,-3.125,112.375
437,-3.125,112.625
438,-3.125,112.875
439,-3.125,113.125
440,-3.125,113.375
441,-3.125,113.625
442,-2.875,99.875
443,-2.875,100.125
444,-2.875,100.375
445,-2.875,101.375
446,-2.875,101.625
447,-2.875,101.875
448,-2.875,102.125
449,-2.875,102.375
450,-2.875,102.625
451,-2.875,102.875
452,-2.875,103.125
453,-2.875,103.375
454,-2.875,103.625
455,-2.875,103.875
456,-2.875,104.125
457,-2.875,104.375
458,-2.875,104.625
459,-2.875,104.875
460,-2.875,105.125
461,-2.875,105.375
462,-2.875,105.625
463,-2.875,105.875
464,-2.875,106.125
465,-2.875,106.375
466,-2.875,106.625
467,-2.875,106.875
468,-2.875,107.125
469,-2.875,107.375
470,-2.875,107.625
471,-2.875,107.875
472,-2.875,108.125
473,-2.875,108.375
474,-2.875,110.125
475,-2.875,110.375
476,-2.875,110.625
477,-2.875,110.875
478,-2.875,111.125
479,-2.875,111.375
480,-2.875,111.625
481,-2.875,111.875
482,-2.875,112.125
483,-2.875,112.375
484,-2.875,112.625
485,-2.875,112.875
486,-2.875,113.125
487,-2.875,113.375
488,-2.875,113.625
489,-2.625,99.875
490,-2.625,100.125
491,-2.625,101.125
492,-2.625,101.375
493,-2.625,101.625
494,-2.625,101.875
495,-2.625,102.125
496,-2.625,102.375
497,-2.625,102.625
498,-2.625,102.875
499,-2.625,103.125
500,-2.625,103.375
501,-2.625,103.625
502,-2.625,103.875
503,-2.625,104.125
504,-2.625,104.375
505,-2.625,104.625
506,-2.625,104.875
507,-2.625,105.125
508,-2.625,105.375
509,-2.625,105.625
510,-2.625,105.875
511,-2.625,106.125
512,-2.625,106.375
513,-2.625,106.625
514,-2.625,106.875
515,-2.625,107.625
516,-2.625,107.875
517,-2.625,108.125
518,-2.625,108.375
519,-2.625,108.625
520,-2.625,108.875
521,-2.625,110.125
522,-2.625,110.375
523,-2.625,110.625
524,-2.625,110.875
525,-2.625,111.125
526,-2.625,111.375
527,-2.625,111.625
528,-2.625,111.875
529,-2.625,112.125
530,-2.625,112.375
531,-2.625,112.625
532,-2.625,112.875
533,-2.625,113.125
534,-2.625,113.375
535,-2.625,113.625
536,-2.375,99.625
537,-2.375,99.875
538,-2.375,100.875
539,-2.375,101.125
540,-2.375,101.375
541,-2.375,101.625
542,-2.375,101.875
543,-2.375,102.125
544,-2.375,102.375
545,-2.375,102.625
546,-2.375,102.875
547,-2.375,103.125
548,-2.375,103.375
549,-2.375,103.625
550,-2.375,103.875
551,-2.375,104.125
552,-2.375,104.375
553,-2.375,104.625
554,-2.375,104.875
555,-2.375,105.125
556,-2.375,105.375
557,-2.375,105.625
558,-2.375,105.875
559,-2.375,106.125
560,-2.375,106.375
561,-2.375,108.625
562,-2.375,108.875
563,-2.375,109.875
564,-2.375,110.125
565,-2.375,110.375
566,-2.375,110.625
567,-2.375,110.875
568,-2.375,111.125
569,-2.375,111.375
570,-2.375,111.625
571,-2.375,111.875
572,-2.375,112.125
573,-2.375,112.375
574,-2.375,112.625
575,-2.375,112.875
576,-2.375,113.125
577,-2.375,113.375
578,-2.375,113.625
579,-2.125,99.625
580,-2.125,99.875
581,-2.125,100.875
582,-2.125,101.125
583,-2.125,101.375
584,-2.125,101.625
585,-2.125,101.875
586,-2.125,102.125
587,-2.125,102.375
588,-2.125,102.625
589,-2.125,102.875
590,-2.125,103.125
591,-2.125,103.375
592,-2.125,103.625
593,-2.125,103.875
594,-2.125,104.125
595,-2.125,104.375
596,-2.125,104.625
597,-2.125,104.875
598,-2.125,105.125
599,-2.125,105.375
600,-2.125,105.625
601,-2.125,105.875
602,-2.125,106.125
603,-2.125,106.375
604,-2.125,110.125
605,-2.125,110.375
606,-2.125,110.625
607,-2.125,110.875
608,-2.125,111.125
609,-2.125,111.375
610,-2.125,111.625
611,-2.125,111.875
612,-2.125,112.125
613,-2.125,112.375
614,-2.125,112.625
615,-2.125,112.875
616,-2.125,113.125
617,-2.125,113.375
618,-2.125,113.625
619,-1.875,98.875
620,-1.875,99.125
621,-1.875,99.375
622,-1.875,99.625
623,-1.875,100.625
624,-1.875,100.875
625,-1.875,101.125
626,-1.875,101.375
627,-1.875,101.625
628,-1.875,101.875
629,-1.875,102.125
630,-1.875,102.375
631,-1.875,102.625
632,-1.875,102.875
633,-1.875,103.125
634,-1.875,103.375
635,-1.875,103.625
636,-1.875,103.875
637,-1.875,104.125
638,-1.875,104.375
639,-1.875,104.625
640,-1.875,104.875
641,-1.875,105.125
642,-1.875,105.375
643,-1.875,105.625
644,-1.875,105.875
645,-1.875,106.125
646,-1.875,109.875
647,-1.875,110.125
648,-1.875,110.375
649,-1.875,110.625
650,-1.875,110.875
651,-1.875,111.125
652,-1.875,111.375
653,-1.875,111.625
654,-1.875,111.875
655,-1.875,112.125
656,-1.875,112.375
657,-1.875,112.625
658,-1.875,112.875
659,-1.875,113.125
660,-1.875,113.375
661,-1.875,113.625
662,-1.625,98.875
663,-1.625,99.125
664,-1.625,99.375
665,-1.625,100.375
666,-1.625,100.625
667,-1.625,100.875
668,-1.625,101.125
669,-1.625,101.375
670,-1.625,101.625
671,-1.625,101.875
672,-1.625,102.125
673,-1.625,102.375
674,-1.625,102.625
675,-1.625,102.875
676,-1.625,103.125
677,-1.625,103.375
678,-1.625,103.625
679,-1.625,103.875
680,-1.625,104.125
681,-1.625,104.375
682,-1.625,104.625
683,-1.625,105.375
684,-1.625,105.625
685,-1.625,105.875
686,-1.625,106.125
687,-1.625,108.625
688,-1.625,108.875
689,-1.625,109.125
690,-1.625,109.375
691,-1.625,109.875
692,-1.625,110.125
693,-1.625,110.375
694,-1.625,110.625
695,-1.625,110.875
696,-1.625,111.125
697,-1.625,111.375
698,-1.625,111.625
699,-1.625,111.875
700,-1.625,112.125
701,-1.625,112.375
702,-1.625,112.625
703,-1.625,112.875
704,-1.625,113.125
705,-1.625,113.375
706,-1.625,113.625
707,-1.375,98.625
708,-1.375,98.875
709,-1.375,99.125
710,-1.375,100.375
711,-1.375,100.625
712,-1.375,100.875
713,-1.375,101.125
714,-1.375,101.375
715,-1.375,101.625
716,-1.375,101.875
717,-1.375,102.125
718,-1.375,102.375
719,-1.375,102.625
720,-1.375,102.875
721,-1.375,103.125
722,-1.375,103.375
723,-1.375,103.625
724,-1.375,103.875
725,-1.375,104.125
726,-1.375,104.375
727,-1.375,105.125
728,-1.375,105.375
729,-1.375,108.875
730,-1.375,109.125
731,-1.375,109.375
732,-1.375,109.625
733,-1.375,109.875
734,-1.375,110.125
735,-1.375,110.375
736,-1.375,110.625
737,-1.375,110.875
738,-1.375,111.125
739,-1.375,111.375
740,-1.375,111.625
741,-1.375,111.875
742,-1.375,112.125
743,-1.375,112.375
744,-1.375,112.625
745,-1.375,112.875
746,-1.375,113.125
747,-1.375,113.375
748,-1.375,113.625
749,-1.125,98.625
750,-1.125,98.875
751,-1.125,99.125
752,-1.125,100.125
753,-1.125,100.375
754,-1.125,100.625
755,-1.125,100.875
756,-1.125,101.125
757,-1.125,101.375
758,-1.125,101.625
759,-1.125,101.875
760,-1.125,102.125
761,-1.125,102.375
762,-1.125,102.625
763,-1.125,102.875
764,-1.125,103.125
765,-1.125,103.375
766,-1.125,103.625
767,-1.125,103.875
768,-1.125,104.125
769,-1.125,104.375
770,-1.125,105.375
771,-1.125,109.125
772,-1.125,109.375
773,-1.125,109.625
774,-1.125,109.875
775,-1.125,110.125
776,-1.125,110.375
777,-1.125,110.625
778,-1.125,110.875
779,-1.125,111.125
780,-1.125,111.375
781,-1.125,111.625
782,-1.125,111.875
783,-1.125,112.125
784,-1.125,112.375
785,-1.125,112.625
786,-1.125,112.875
787,-1.125,113.125
788,-1.125,113.375
789,-1.125,113.625
790,-0.875,98.625
791,-0.875,98.875
792,-0.875,100.125
793,-0.875,100.375
794,-0.875,100.625
795,-0.875,100.875
796,-0.875,101.125
797,-0.875,101.375
798,-0.875,101.625
799,-0.875,101.875
800,-0.875,102.125
801,-0.875,102.375
802,-0.875,102.625
803,-0.875,102.875
804,-0.875,103.125
805,-0.875,103.375
806,-0.875,103.625
807,-0.875,103.875
808,-0.875,104.125
809,-0.875,104.375
810,-0.875,104.875
811,-0.875,105.625
812,-0.875,105.875
813,-0.875,109.125
814,-0.875,109.375
815,-0.875,109.625
816,-0.875,109.875
817,-0.875,110.125
818,-0.875,110.375
819,-0.875,110.625
820,-0.875,110.875
821,-0.875,111.125
822,-0.875,111.375
823,-0.875,111.625
824,-0.875,111.875
825,-0.875,112.125
826,-0.875,112.375
827,-0.875,112.625
828,-0.875,112.875
829,-0.875,113.125
830,-0.875,113.375
831,-0.875,113.625
832,-0.625,98.375
833,-0.625,98.625
834,-0.625,100.125
835,-0.625,100.375
836,-0.625,100.625
837,-0.625,100.875
838,-0.625,101.125
839,-0.625,101.375
840,-0.625,101.625
841,-0.625,101.875
842,-0.625,102.125
843,-0.625,102.375
844,-0.625,102.625
845,-0.625,102.875
846,-0.625,103.125
847,-0.625,103.375
848,-0.625,103.625
849,-0.625,104.125
850,-0.625,104.375
851,-0.625,104.625
852,-0.625,109.125
853,-0.625,109.375
854,-0.625,109.625
855,-0.625,109.875
856,-0.625,110.125
857,-0.625,110.375
858,-0.625,110.625
859,-0.625,110.875
860,-0.625,111.125
861,-0.625,111.375
862,-0.625,111.625
863,-0.625,111.875
864,-0.625,112.125
865,-0.625,112.375
866,-0.625,112.625
867,-0.625,112.875
868,-0.625,113.125
869,-0.625,113.375
870,-0.625,113.625
871,-0.375,98.375
872,-0.375,98.625
873,-0.375,99.875
874,-0.375,100.125
875,-0.375,100.375
876,-0.375,100.625
877,-0.375,100.875
878,-0.375,101.125
879,-0.375,101.375
880,-0.375,101.625
881,-0.375,101.875
882,-0.375,102.125
883,-0.375,102.375
884,-0.375,102.625
885,-0.375,102.875
886,-0.375,103.125
887,-0.375,103.375
888,-0.375,103.625
889,-0.375,103.875
890,-0.375,104.125
891,-0.375,104.375
892,-0.375,104.625
893,-0.375,104.875
894,-0.375,105.125
895,-0.375,109.125
896,-0.375,109.375
897,-0.375,109.625
898,-0.375,109.875
899,-0.375,110.125
900,-0.375,110.375
901,-0.375,110.625
902,-0.375,110.875
903,-0.375,111.125
904,-0.375,111.375
905,-0.375,111.625
906,-0.375,111.875
907,-0.375,112.125
908,-0.375,112.375
909,-0.375,112.625
910,-0.375,112.875
911,-0.375,113.125
912,-0.375,113.375
913,-0.375,113.625
914,-0.125,97.875
915,-0.125,98.125
916,-0.125,98.375
917,-0.125,98.625
918,-0.125,99.625
919,-0.125,99.875
920,-0.125,100.125
921,-0.125,100.375
922,-0.125,100.625
923,-0.125,100.875
924,-0.125,101.125
925,-0.125,101.375
926,-0.125,101.625
927,-0.125,101.875
928,-0.125,102.125
929,-0.125,102.375
930,-0.125,102.625
931,-0.125,102.875
932,-0.125,103.125
933,-0.125,103.375
934,-0.125,103.625
935,-0.125,103.875
936,-0.125,104.375
937,-0.125,104.625
938,-0.125,104.875
939,-0.125,109.125
940,-0.125,109.375
941,-0.125,109.625
942,-0.125,109.875
943,-0.125,110.125
944,-0.125,110.375
945,-0.125,110.625
946,-0.125,110.875
947,-0.125,111.125
948,-0.125,111.375
949,-0.125,111.625
950,-0.125,111.875
951,-0.125,112.125
952,-0.125,112.375
953,-0.125,112.625
954,-0.125,112.875
955,-0.125,113.125
956,-0.125,113.375
957,-0.125,113.625
958,0.125,98.125
959,0.125,98.375
960,0.125,98.625
961,0.125,98.875
962,0.125,99.125
963,0.125,99.375
964,0.125,99.625
965,0.125,99.875
966,0.125,100.125
967,0.125,100.375
968,0.125,100.625
969,0.125,100.875
970,0.125,101.125
971,0.125,101.375
972,0.125,101.625
973,0.125,101.875
974,0.125,102.125
975,0.125,102.375
976,0.125,102.625
977,0.125,102.875
978,0.125,103.125
979,0.125,103.375
980,0.125,103.625
981,0.125,103.875
982,0.125,104.125
983,0.125,104.375
984,0.125,104.625
985,0.125,104.875
986,0.125,109.125
987,0.125,109.375
988,0.125,109.625
989,0.125,109.875
990,0.125,110.125
991,0.125,110.375
992,0.125,110.625
993,0.125,110.875
994,0.125,111.125
995,0.125,111.375
996,0.125,111.625
997,0.125,111.875
998,0.125,112.125
999,0.125,112.375
1000,0.125,112.625
1001,0.125,112.875
1002,0.125,113.125
1003,0.125,113.375
1004,0.125,113.625
1005,0.375,99.125
1006,0.375,99.375
1007,0.375,99.625
1008,0.375,99.875
1009,0.375,100.125
1010,0.375,100.375
1011,0.375,100.625
1012,0.375,100.875
1013,0.375,101.125
1014,0.375,101.375
1015,0.375,101.625
1016,0.375,101.875
1017,0.375,102.125
1018,0.375,102.375
1019,0.375,102.625
1020,0.375,102.875
1021,0.375,103.125
1022,0.375,103.375
1023,0.375,103.625
1024,0.375,104.375
1025,0.375,104.625
1026,0.375,108.875
1027,0.375,109.125
1028,0.375,109.375
1029,0.375,109.625
1030,0.375,109.875
1031,0.375,110.125
1032,0.375,110.375
1033,0.375,110.625
1034,0.375,110.875
1035,0.375,111.125
1036,0.375,111.375
1037,0.375,111.625
1038,0.375,111.875
1039,0.375,112.125
1040,0.375,112.375
1041,0.375,112.625
1042,0.375,112.875
1043,0.375,113.125
1044,0.375,113.375
1045,0.375,113.625
1046,0.625,97.625
1047,0.625,97.875
1048,0.625,99.125
1049,0.625,99.375
1050,0.625,99.625
1051,0.625,99.875
1052,0.625,100.125
1053,0.625,100.375
1054,0.625,100.625
1055,0.625,100.875
1056,0.625,101.125
1057,0.625,101.375
1058,0.625,101.625
1059,0.625,101.875
1060,0.625,102.125
1061,0.625,102.375
1062,0.625,102.625
1063,0.625,102.875
1064,0.625,103.125
1065,0.625,103.375
1066,0.625,103.625
1067,0.625,103.875
1068,0.625,104.125
1069,0.625,104.375
1070,0.625,104.625
1071,0.625,104.875
1072,0.625,106.875
1073,0.625,107.125
1074,0.625,107.375
1075,0.625,108.625
1076,0.625,108.875
1077,0.625,109.125
1078,0.625,109.375
1079,0.625,109.625
1080,0.625,109.875
1081,0.625,110.125
1082,0.625,110.375
1083,0.625,110.625
1084,0.625,110.875
1085,0.625,111.125
1086,0.625,111.375
1087,0.625,111.625
1088,0.625,111.875
1089,0.625,112.125
1090,0.625,112.375
1091,0.625,112.625
1092,0.625,112.875
1093,0.625,113.125
1094,0.625,113.375
1095,0.625,113.625
1096,0.875,97.375
1097,0.875,97.625
1098,0.875,97.875
1099,0.875,98.875
1100,0.875,99.125
1101,0.875,99.375
1102,0.875,99.625
1103,0.875,99.875
1104,0.875,100.125
1105,0.875,100.375
1106,0.875,100.625
1107,0.875,100.875
1108,0.875,101.125
1109,0.875,101.375
1110,0.875,101.625
1111,0.875,101.875
1112,0.875,102.125
1113,0.875,102.375
1114,0.875,102.625
1115,0.875,102.875
1116,0.875,103.125
1117,0.875,103.375
1118,0.875,103.625
1119,0.875,103.875
1120,0.875,104.125
1121,0.875,104.375
1122,0.875,104.625
1123,0.875,104.875
1124,0.875,106.625
1125,0.875,107.375
1126,0.875,107.625
1127,0.875,108.625
1128,0.875,108.875
1129,0.875,109.125
1130,0.875,109.375
1131,0.875,109.625
1132,0.875,109.875
1133,0.875,110.125
1134,0.875,110.375
1135,0.875,110.625
1136,0.875,110.875
1137,0.875,111.125
1138,0.875,111.375
1139,0.875,111.625
1140,0.875,111.875
1141,0.875,112.125
1142,0.875,112.375
1143,0.875,112.625
1144,0.875,112.875
1145,0.875,113.125
1146,0.875,113.375
1147,0.875,113.625
1148,1.125,97.125
1149,1.125,97.375
1150,1.125,97.625
1151,1.125,97.875
1152,1.125,98.875
1153,1.125,99.125
1154,1.125,99.375
1155,1.125,99.625
1156,1.125,99.875
1157,1.125,100.125
1158,1.125,100.375
1159,1.125,100.625
1160,1.125,100.875
1161,1.125,101.125
1162,1.125,101.375
1163,1.125,101.625
1164,1.125,101.875
1165,1.125,102.125
1166,1.125,102.375
1167,1.125,102.625
1168,1.125,102.875
1169,1.125,103.125
1170,1.125,103.375
1171,1.125,103.625
1172,1.125,103.875
1173,1.125,104.125
1174,1.125,104.375
1175,1.125,104.625
1176,1.125,104.875
1177,1.125,106.875
1178,1.125,107.375
1179,1.125,107.625
1180,1.125,108.875
1181,1.125,109.125
1182,1.125,109.375
1183,1.125,109.625
1184,1.125,109.875
1185,1.125,110.125
1186,1.125,110.375
1187,1.125,110.625
1188,1.125,110.875
1189,1.125,111.125
1190,1.125,111.375
1191,1.125,111.625
1192,1.125,111.875
1193,1.125,112.125
1194,1.125,112.375
1195,1.125,112.625
1196,1.125,112.875
1197,1.125,113.125
1198,1.125,113.375
1199,1.125,113.625
1200,1.375,97.125
1201,1.375,97.375
1202,1.375,97.625
1203,1.375,98.875
1204,1.375,99.125
1205,1.375,99.375
1206,1.375,99.625
1207,1.375,99.875
1208,1.375,100.125
1209,1.375,100.375
1210,1.375,100.625
1211,1.375,100.875
1212,1.375,101.125
1213,1.375,101.375
1214,1.375,101.625
1215,1.375,101.875
1216,1.375,102.125
1217,1.375,102.375
1218,1.375,102.625
1219,1.375,103.125
1220,1.375,103.375
1221,1.375,103.625
1222,1.375,103.875
1223,1.375,104.125
1224,1.375,104.375
1225,1.375,107.125
1226,1.375,108.875
1227,1.375,109.125
1228,1.375,109.375
1229,1.375,109.625
1230,1.375,109.875
1231,1.375,110.125
1232,1.375,110.375
1233,1.375,110.625
1234,1.375,110.875
1235,1.375,111.125
1236,1.375,111.375
1237,1.375,111.625
1238,1.375,111.875
1239,1.375,112.125
1240,1.375,112.375
1241,1.375,112.625
1242,1.375,112.875
1243,1.375,113.125
1244,1.375,113.375
1245,1.375,113.625
1246,1.625,97.375
1247,1.625,98.375
1248,1.625,98.625
1249,1.625,98.875
1250,1.625,99.125
1251,1.625,99.375
1252,1.625,99.625
1253,1.625,99.875
1254,1.625,100.125
1255,1.625,100.375
1256,1.625,100.625
1257,1.625,100.875
1258,1.625,101.125
1259,1.625,101.375
1260,1.625,101.625
1261,1.625,101.875
1262,1.625,102.125
1263,1.625,102.375
1264,1.625,102.875
1265,1.625,103.125
1266,1.625,103.375
1267,1.625,103.625
1268,1.625,103.875
1269,1.625,104.125
1270,1.625,104.375
1271,1.625,109.125
1272,1.625,109.375
