first,system:index,Country,lon,Code,lat
1.3279016449546707E-5,0,Indonesia,138.625,IDN,-4.375
,1,Indonesia,103.875,IDN,-4.375
2.5823036325415854E-5,2,Vietnam,104.625,VNM,22.625
2.244312411917906E-5,3,Indonesia,99.625,IDN,0.875
5.720520042777682E-6,4,Indonesia,115.875,IDN,-0.125
,5,Indonesia,110.375,IDN,0.875
1.5305395686421396E-5,6,Myanmar,98.125,MMR,20.375
8.532379740875681E-6,7,Laos,105.625,LAO,17.625
7.953088943334262E-6,8,Vietnam,107.625,VNM,12.625
3.5200397675347515E-6,9,Indonesia,137.125,IDN,-3.625
3.574821538336661E-5,10,Thailand,101.375,THA,12.875
1.0359652093282E-5,11,Indonesia,120.125,IDN,-3.125
1.5383694192495742E-5,12,Indonesia,115.625,IDN,-2.125
8.270462471705673E-6,13,Laos,101.375,LAO,21.125
,14,Myanmar,99.125,MMR,11.625
1.395979965897392E-5,15,Thailand,102.375,THA,14.375
,16,Laos,100.625,LAO,19.875
,17,Indonesia,109.875,IDN,-7.375
,18,Myanmar,95.875,MMR,19.375
,19,Myanmar,98.375,MMR,23.125
1.3527136232346523E-5,20,Myanmar,96.625,MMR,19.875
2.3241777745767762E-5,21,Indonesia,113.125,IDN,-7.875
2.4996616018105967E-5,22,Myanmar,96.625,MMR,24.875
1.968041351162989E-5,23,Thailand,102.875,THA,17.125
3.6781221096580415E-7,24,Malaysia,109.625,MYS,1.875
1.475356609144143E-5,25,Thailand,97.875,THA,17.625
,26,Vietnam,108.875,VNM,15.125
2.470401439148401E-6,27,Indonesia,114.875,IDN,1.625
9.203812387107743E-6,28,Indonesia,137.375,IDN,-3.125
1.8988542274655007E-6,29,Indonesia,140.875,IDN,-2.875
1.1563486301826735E-5,30,Laos,105.625,LAO,16.875
7.933886973583248E-6,31,Philippines,122.875,PHL,14.125
,32,Indonesia,112.875,IDN,1.375
1.7503359531019717E-5,33,Vietnam,106.375,VNM,22.625
7.244099496113155E-6,34,Indonesia,119.875,IDN,-4.625
3.118736278284353E-5,35,Thailand,100.375,THA,16.125
,36,Indonesia,109.375,IDN,0.125
,37,Laos,101.875,LAO,19.375
-2.831351840968535E-8,38,Indonesia,136.625,IDN,-2.875
8.842043047510329E-6,39,Cambodia,103.375,KHM,12.125
1.4783701546192108E-5,40,Thailand,102.125,THA,16.125
3.9776424105418095E-7,41,Indonesia,131.625,IDN,-7.375
1.3999769145143542E-5,42,Thailand,101.125,THA,15.625
