pearson,p,lon,lat,Country,pattern
-0.376440638,0.018,108.625,-6.875,Indonesia,persistent hot spot
0.244748334,0.139,108.625,-7.125,Indonesia,persistent hot spot
0.344275972,0.032,108.625,-7.375,Indonesia,persistent hot spot
-0.313073675,0.052,108.875,-6.875,Indonesia,persistent hot spot
0.169728664,0.308,108.875,-7.125,Indonesia,persistent hot spot
0.366687699,0.024,108.875,-7.375,Indonesia,persistent hot spot
0.332193488,0.039,108.875,-7.625,Indonesia,persistent hot spot
-0.08317277,0.62,109.125,-6.875,Indonesia,persistent hot spot
-0.00222386,0.989,109.125,-7.625,Indonesia,persistent hot spot
-0.060879816,0.713,112.875,-6.875,Indonesia,persistent hot spot
-0.439204698,0.005,112.875,-7.125,Indonesia,persistent hot spot
-0.096152606,0.56,113.125,-6.875,Indonesia,persistent hot spot
-0.288325868,0.075,113.125,-7.125,Indonesia,persistent hot spot
-0.212628585,0.194,113.375,-6.875,Indonesia,persistent hot spot
-0.354896855,0.027,113.375,-7.125,Indonesia,persistent hot spot
0.174348011,0.288,120.125,14.875,Philippines,persistent hot spot
-0.538400791,0,120.375,14.375,Philippines,persistent hot spot
-0.233511612,0.158,120.625,14.125,Philippines,persistent hot spot
-0.646176478,0,120.625,14.375,Philippines,persistent hot spot
0.131709046,0.444,120.875,14.125,Philippines,persistent hot spot
0.091021297,0.587,121.125,13.875,Philippines,persistent hot spot
0.372969671,0.021,121.125,14.125,Philippines,persistent hot spot
-0.282892366,0.085,100.125,19.125,Thailand,oscillating hot spot
-0.123021641,0.456,100.125,19.375,Thailand,oscillating hot spot
-0.096023569,0.566,100.375,17.625,Thailand,oscillating hot spot
-0.252423045,0.126,100.375,19.125,Thailand,oscillating hot spot
-0.230914918,0.169,100.625,16.625,Thailand,oscillating hot spot
-0.274716252,0.1,100.625,16.875,Thailand,oscillating hot spot
-0.086737862,0.615,100.625,17.125,Thailand,oscillating hot spot
0.033917977,0.84,100.625,17.375,Thailand,oscillating hot spot
-0.127685178,0.439,100.625,17.625,Thailand,oscillating hot spot
-0.114269549,0.501,100.625,17.875,Thailand,oscillating hot spot
0.101929119,0.543,100.625,18.875,Thailand,oscillating hot spot
0.609415273,0,100.625,5.875,Malaysia,oscillating hot spot
0.559355097,0,100.625,6.125,Malaysia,oscillating hot spot
-0.079427024,0.635,100.875,17.125,Thailand,oscillating hot spot
0.034440466,0.842,100.875,17.625,Laos,oscillating hot spot
-0.34961545,0.031,100.875,18.375,Thailand,oscillating hot spot
-0.316928457,0.049,100.875,18.625,Thailand,oscillating hot spot
0.554714888,0,100.875,5.625,Malaysia,oscillating hot spot
0.448379039,0.005,100.875,5.875,Malaysia,oscillating hot spot
0.033122668,0.848,101.125,16.875,Thailand,oscillating hot spot
0.099056416,0.565,101.125,17.125,Thailand,oscillating hot spot
-0.11682522,0.485,101.125,17.375,Laos,oscillating hot spot
0.019153378,0.91,101.125,17.625,Laos,oscillating hot spot
-0.225031635,0.174,101.125,18.375,Laos,oscillating hot spot
-0.090689509,0.588,101.125,18.625,Laos,oscillating hot spot
0.004745795,0.977,101.125,5.375,Malaysia,oscillating hot spot
-0.156020631,0.364,101.375,16.625,Thailand,oscillating hot spot
-0.22630402,0.178,101.375,16.875,Thailand,oscillating hot spot
-0.037985406,0.821,101.375,17.125,Thailand,oscillating hot spot
-0.149263354,0.378,101.375,17.375,Thailand,oscillating hot spot
-0.248594185,0.132,101.375,17.625,Laos,oscillating hot spot
-0.02909862,0.862,101.375,18.125,Laos,oscillating hot spot
-0.160829993,0.328,101.375,18.375,Laos,oscillating hot spot
-0.127944212,0.45,101.375,18.625,Laos,oscillating hot spot
-0.199230119,0.244,101.625,16.625,Thailand,oscillating hot spot
-0.167759295,0.328,101.625,16.875,Thailand,oscillating hot spot
-0.237120434,0.152,101.625,17.125,Thailand,oscillating hot spot
-0.407375521,0.011,101.625,17.375,Thailand,oscillating hot spot
-0.22817488,0.162,101.625,18.125,Laos,oscillating hot spot
-0.121616769,0.461,101.625,18.375,Laos,oscillating hot spot
-0.281845342,0.086,101.875,17.125,Thailand,oscillating hot spot
-0.361401304,0.028,101.875,17.375,Thailand,oscillating hot spot
-0.341033658,0.039,102.125,17.125,Thailand,oscillating hot spot
-0.377832663,0.019,102.125,17.375,Thailand,oscillating hot spot
-0.054349711,0.742,102.375,11.875,Thailand,oscillating hot spot
-0.110070822,0.505,102.375,12.125,Thailand,oscillating hot spot
-0.103402718,0.537,102.375,12.375,Thailand,oscillating hot spot
-0.37896751,0.019,102.375,17.125,Thailand,oscillating hot spot
-0.343981283,0.037,102.375,17.375,Thailand,oscillating hot spot
-0.390197359,0.015,102.375,17.625,Thailand,oscillating hot spot
-0.346823112,0.033,102.625,12.125,Cambodia,oscillating hot spot
-0.231532162,0.156,102.625,12.375,Cambodia,oscillating hot spot
-0.362628596,0.025,102.625,17.125,Thailand,oscillating hot spot
-0.401892675,0.012,102.625,17.375,Thailand,oscillating hot spot
-0.362414642,0.025,102.625,17.625,Thailand,oscillating hot spot
-0.287120183,0.076,102.875,0.125,Indonesia,oscillating hot spot
0.171277126,0.318,102.875,12.125,Cambodia,oscillating hot spot
0.116644001,0.486,102.875,12.375,Cambodia,oscillating hot spot
-0.401775494,0.012,102.875,17.125,Thailand,oscillating hot spot
-0.32148937,0.049,102.875,17.375,Thailand,oscillating hot spot
-0.327533682,0.045,102.875,17.625,Thailand,oscillating hot spot
-0.087159807,0.603,102.875,18.625,Laos,oscillating hot spot
-0.25288127,0.12,103.125,0.125,Indonesia,oscillating hot spot
0.56801783,0,103.125,10.625,Cambodia,oscillating hot spot
0.328912166,0.044,103.125,10.875,Cambodia,oscillating hot spot
0.025939721,0.881,103.125,12.125,Cambodia,oscillating hot spot
-0.307333299,0.068,103.125,12.375,Cambodia,oscillating hot spot
-0.422033999,0.008,103.125,17.125,Thailand,oscillating hot spot
-0.272921238,0.097,103.125,17.375,Thailand,oscillating hot spot
-0.277373708,0.092,103.125,17.625,Thailand,oscillating hot spot
-0.355472736,0.031,103.125,18.375,Laos,oscillating hot spot
-0.370703324,0.026,103.125,18.625,Laos,oscillating hot spot
-0.182242075,0.302,103.125,18.875,Laos,oscillating hot spot
-0.24661816,0.13,103.375,-0.125,Indonesia,oscillating hot spot
-0.382283678,0.016,103.375,0.125,Indonesia,oscillating hot spot
0.810792698,0,103.375,10.625,Cambodia,oscillating hot spot
-0.330476864,0.043,103.375,10.875,Cambodia,oscillating hot spot
-0.133012374,0.453,103.375,11.875,Cambodia,oscillating hot spot
-0.401237433,0.011,103.375,12.375,Cambodia,oscillating hot spot
-0.330200768,0.046,103.375,16.875,Thailand,oscillating hot spot
-0.314977937,0.058,103.375,17.125,Thailand,oscillating hot spot
-0.203472071,0.22,103.375,17.375,Thailand,oscillating hot spot
-0.250270063,0.13,103.375,17.625,Thailand,oscillating hot spot
-0.311248638,0.061,103.375,17.875,Thailand,oscillating hot spot
-0.170204655,0.314,103.375,18.125,Thailand,oscillating hot spot
-0.171822581,0.309,103.375,18.375,Laos,oscillating hot spot
-0.178501948,0.298,103.375,18.625,Laos,oscillating hot spot
-0.200667271,0.255,103.375,18.875,Laos,oscillating hot spot
-0.112127429,0.497,103.375,9.375,Vietnam,oscillating hot spot
-0.390053076,0.014,103.625,0.125,Indonesia,oscillating hot spot
-0.311305378,0.054,103.625,10.625,Cambodia,oscillating hot spot
-0.417876337,0.008,103.625,10.875,Cambodia,oscillating hot spot
-0.519756447,0.001,103.625,11.125,Cambodia,oscillating hot spot
-0.06140977,0.714,103.625,11.375,Cambodia,oscillating hot spot
0.24427562,0.145,103.625,11.625,Cambodia,oscillating hot spot
-0.087307113,0.635,103.625,11.875,Cambodia,oscillating hot spot
-0.218864926,0.207,103.625,12.125,Cambodia,oscillating hot spot
-0.430292726,0.006,103.625,12.375,Cambodia,oscillating hot spot
-0.168520416,0.312,103.625,16.875,Thailand,oscillating hot spot
-0.238400197,0.155,103.625,17.125,Thailand,oscillating hot spot
-0.25439828,0.123,103.625,17.375,Thailand,oscillating hot spot
-0.302871411,0.065,103.625,17.625,Thailand,oscillating hot spot
-0.241223496,0.15,103.625,17.875,Thailand,oscillating hot spot
-0.414971529,0.011,103.625,18.125,Thailand,oscillating hot spot
-0.457368474,0.005,103.625,18.375,Laos,oscillating hot spot
-0.278480458,0.1,103.625,18.625,Laos,oscillating hot spot
-0.348017466,0.038,103.625,18.875,Laos,oscillating hot spot
-0.36215188,0.025,103.875,10.375,Cambodia,oscillating hot spot
-0.664549738,0,103.875,10.625,Cambodia,oscillating hot spot
-0.406044907,0.013,103.875,10.875,Cambodia,oscillating hot spot
-0.505202538,0.001,103.875,11.125,Cambodia,oscillating hot spot
-0.496868014,0.002,103.875,11.375,Cambodia,oscillating hot spot
-0.403348907,0.013,103.875,11.625,Cambodia,oscillating hot spot
0.323885311,0.062,103.875,11.875,Cambodia,oscillating hot spot
-0.685112489,0,103.875,12.125,Cambodia,oscillating hot spot
-0.579594198,0,103.875,12.375,Cambodia,oscillating hot spot
-0.09820197,0.558,103.875,17.125,Thailand,oscillating hot spot
-0.28742857,0.08,103.875,17.375,Thailand,oscillating hot spot
-0.201650828,0.231,103.875,17.625,Thailand,oscillating hot spot
-0.330597115,0.046,103.875,17.875,Thailand,oscillating hot spot
-0.05287079,0.759,103.875,18.125,Thailand,oscillating hot spot
-0.38447959,0.021,103.875,18.375,Laos,oscillating hot spot
-0.244593864,0.145,103.875,18.625,Laos,oscillating hot spot
-0.30024562,0.08,103.875,18.875,Laos,oscillating hot spot
-0.693336239,0,104.125,10.125,Vietnam,oscillating hot spot
-0.737820263,0,104.125,10.375,Vietnam,oscillating hot spot
-0.495644555,0.002,104.125,10.625,Cambodia,oscillating hot spot
-0.061603501,0.717,104.125,10.875,Cambodia,oscillating hot spot
-0.430331744,0.011,104.125,11.125,Cambodia,oscillating hot spot
-0.286195265,0.086,104.125,11.375,Cambodia,oscillating hot spot
-0.510952952,0.001,104.125,11.625,Cambodia,oscillating hot spot
-0.602593315,0,104.125,11.875,Cambodia,oscillating hot spot
-0.136624222,0.407,104.125,12.125,Cambodia,oscillating hot spot
-0.589659166,0,104.125,12.375,Cambodia,oscillating hot spot
-0.235765706,0.154,104.125,17.125,Thailand,oscillating hot spot
-0.390706801,0.017,104.125,17.375,Thailand,oscillating hot spot
-0.179024697,0.289,104.125,17.625,Thailand,oscillating hot spot
-0.159038122,0.347,104.125,17.875,Laos,oscillating hot spot
-0.251008269,0.14,104.125,18.125,Laos,oscillating hot spot
-0.608721959,0,104.125,18.375,Laos,oscillating hot spot
0.06392699,0.711,104.125,18.625,Laos,oscillating hot spot
0.412927311,0.012,104.125,18.875,Laos,oscillating hot spot
-0.611613217,0,104.375,10.375,Cambodia,oscillating hot spot
-0.58330861,0,104.375,10.625,Cambodia,oscillating hot spot
-0.472125053,0.003,104.375,10.875,Cambodia,oscillating hot spot
-0.388249457,0.015,104.375,11.125,Cambodia,oscillating hot spot
-0.511086686,0.001,104.375,11.375,Cambodia,oscillating hot spot
-0.242780979,0.142,104.375,11.625,Cambodia,oscillating hot spot
-0.410796886,0.009,104.375,13.625,Cambodia,oscillating hot spot
-0.573448076,0,104.375,13.875,Cambodia,oscillating hot spot
-0.218534565,0.194,104.375,17.375,Thailand,oscillating hot spot
-0.303947403,0.067,104.375,17.625,Laos,oscillating hot spot
-0.330001897,0.046,104.375,17.875,Laos,oscillating hot spot
-0.508342246,0.001,104.375,18.125,Laos,oscillating hot spot
-0.005405888,0.975,104.375,18.375,Laos,oscillating hot spot
-0.3586279,0.027,104.375,18.625,Laos,oscillating hot spot
0.075207258,0.649,104.625,13.375,Cambodia,oscillating hot spot
-0.293102091,0.07,104.625,13.625,Cambodia,oscillating hot spot
-0.285940388,0.082,104.625,13.875,Cambodia,oscillating hot spot
-0.404008623,0.012,104.625,14.125,Cambodia,oscillating hot spot
-0.19566276,0.246,104.625,17.375,Laos,oscillating hot spot
-0.313215173,0.059,104.625,17.625,Laos,oscillating hot spot
-0.213808511,0.211,104.625,17.875,Laos,oscillating hot spot
-0.415350028,0.011,104.625,18.125,Laos,oscillating hot spot
-0.321789908,0.049,104.625,18.375,Laos,oscillating hot spot
-0.398711901,0.012,104.875,13.125,Cambodia,oscillating hot spot
-0.258523078,0.112,104.875,13.375,Cambodia,oscillating hot spot
-0.333144485,0.041,104.875,13.625,Cambodia,oscillating hot spot
-0.404461193,0.013,104.875,13.875,Cambodia,oscillating hot spot
-0.362654385,0.025,104.875,14.125,Cambodia,oscillating hot spot
-0.603656695,0,104.875,14.375,Cambodia,oscillating hot spot
-0.430689503,0.008,104.875,17.125,Laos,oscillating hot spot
-0.439399504,0.007,104.875,17.375,Laos,oscillating hot spot
-0.106534747,0.536,104.875,17.625,Laos,oscillating hot spot
0.274039595,0.106,104.875,17.875,Laos,oscillating hot spot
-0.450767376,0.006,104.875,18.125,Laos,oscillating hot spot
-0.539005806,0,104.875,9.375,Vietnam,oscillating hot spot
-0.445945511,0.004,105.125,13.125,Cambodia,oscillating hot spot
-0.295553005,0.068,105.125,13.375,Cambodia,oscillating hot spot
-0.412019397,0.009,105.125,13.625,Cambodia,oscillating hot spot
-0.101311987,0.539,105.125,13.875,Cambodia,oscillating hot spot
-0.420732039,0.009,105.125,14.125,Cambodia,oscillating hot spot
-0.014417385,0.931,105.125,14.375,Cambodia,oscillating hot spot
-0.391926578,0.015,105.125,16.875,Laos,oscillating hot spot
-0.336218087,0.042,105.125,17.125,Laos,oscillating hot spot
-0.414401323,0.011,105.125,17.375,Laos,oscillating hot spot
-0.395522386,0.017,105.125,17.625,Laos,oscillating hot spot
-0.173483045,0.312,105.125,17.875,Laos,oscillating hot spot
-0.322096196,0.059,105.125,18.125,Laos,oscillating hot spot
-0.383664981,0.016,105.375,13.125,Cambodia,oscillating hot spot
-0.445723675,0.004,105.375,13.375,Cambodia,oscillating hot spot
-0.530146086,0.001,105.375,13.625,Cambodia,oscillating hot spot
-0.519203493,0.001,105.375,13.875,Cambodia,oscillating hot spot
-0.409815747,0.01,105.375,14.125,Cambodia,oscillating hot spot
-0.349115851,0.032,105.375,14.375,Laos,oscillating hot spot
-0.181145128,0.276,105.375,16.875,Laos,oscillating hot spot
-0.407779492,0.012,105.375,17.125,Laos,oscillating hot spot
-0.184751404,0.281,105.375,17.375,Laos,oscillating hot spot
-0.2816044,0.091,105.375,17.625,Laos,oscillating hot spot
0.320284328,0.057,105.375,17.875,Laos,oscillating hot spot
-0.363509566,0.041,105.375,18.875,Vietnam,oscillating hot spot
-0.540623745,0.001,105.375,19.125,Vietnam,oscillating hot spot
0.039908677,0.825,105.375,21.875,Vietnam,oscillating hot spot
-0.166467309,0.311,105.625,13.125,Cambodia,oscillating hot spot
-0.187674128,0.253,105.625,13.375,Cambodia,oscillating hot spot
-0.063969853,0.699,105.625,13.625,Cambodia,oscillating hot spot
0.039823844,0.81,105.625,13.875,Cambodia,oscillating hot spot
0.04773907,0.773,105.625,14.125,Cambodia,oscillating hot spot
-0.506499916,0.001,105.625,14.375,Laos,oscillating hot spot
-0.371206069,0.02,105.625,14.625,Laos,oscillating hot spot
0.145988557,0.389,105.625,16.875,Laos,oscillating hot spot
-0.079164689,0.646,105.625,17.125,Laos,oscillating hot spot
-0.186684585,0.276,105.625,17.375,Laos,oscillating hot spot
-0.29702201,0.079,105.625,17.625,Laos,oscillating hot spot
-0.502508184,0.003,105.625,18.625,Vietnam,oscillating hot spot
0.454032288,0.007,105.625,21.875,Vietnam,oscillating hot spot
-0.504431691,0.001,105.875,12.875,Cambodia,oscillating hot spot
-0.05126759,0.757,105.875,13.125,Cambodia,oscillating hot spot
-0.460095361,0.003,105.875,13.375,Cambodia,oscillating hot spot
-0.22377879,0.171,105.875,13.625,Cambodia,oscillating hot spot
-0.611619537,0,105.875,13.875,Cambodia,oscillating hot spot
-0.565632044,0,105.875,14.125,Cambodia,oscillating hot spot
-0.460434572,0.004,105.875,14.375,Cambodia,oscillating hot spot
-0.599926086,0,105.875,14.625,Laos,oscillating hot spot
-0.61277619,0,105.875,14.875,Laos,oscillating hot spot
-0.157508749,0.345,105.875,15.125,Laos,oscillating hot spot
-0.555298372,0,105.875,15.375,Laos,oscillating hot spot
-0.610490225,0,105.875,15.625,Laos,oscillating hot spot
-0.343518458,0.035,105.875,16.625,Laos,oscillating hot spot
-0.337447555,0.044,105.875,16.875,Laos,oscillating hot spot
-0.085672456,0.619,105.875,17.125,Laos,oscillating hot spot
-0.187249209,0.274,105.875,17.375,Laos,oscillating hot spot
-0.165408316,0.328,105.875,17.625,Laos,oscillating hot spot
0.091467533,0.596,105.875,21.875,Vietnam,oscillating hot spot
-0.238095619,0.144,106.125,12.875,Cambodia,oscillating hot spot
-0.027183331,0.87,106.125,13.125,Cambodia,oscillating hot spot
-0.33057301,0.04,106.125,13.375,Cambodia,oscillating hot spot
-0.475688944,0.002,106.125,13.625,Cambodia,oscillating hot spot
-0.242375436,0.137,106.125,13.875,Cambodia,oscillating hot spot
-0.085804992,0.603,106.125,14.125,Cambodia,oscillating hot spot
-0.267574256,0.104,106.125,14.375,Cambodia,oscillating hot spot
-0.043394272,0.796,106.125,14.625,Laos,oscillating hot spot
0.031589618,0.851,106.125,14.875,Laos,oscillating hot spot
-0.44247871,0.01,106.125,15.125,Laos,oscillating hot spot
-0.08165611,0.631,106.125,15.375,Laos,oscillating hot spot
0.074345909,0.653,106.125,15.625,Laos,oscillating hot spot
-0.172989313,0.313,106.125,15.875,Laos,oscillating hot spot
-0.233346713,0.171,106.125,16.125,Laos,oscillating hot spot
-0.456543828,0.003,106.125,16.375,Laos,oscillating hot spot
-0.581813348,0,106.125,16.625,Laos,oscillating hot spot
0.09160039,0.595,106.125,16.875,Laos,oscillating hot spot
0.092406665,0.598,106.125,17.125,Laos,oscillating hot spot
-0.28891925,0.103,106.125,17.375,Laos,oscillating hot spot
-0.568386228,0,106.125,18.375,Vietnam,oscillating hot spot
-0.185351583,0.259,106.375,12.875,Cambodia,oscillating hot spot
0.411822541,0.009,106.375,13.125,Cambodia,oscillating hot spot
-0.41868299,0.008,106.375,13.375,Cambodia,oscillating hot spot
-0.489512132,0.002,106.375,13.625,Cambodia,oscillating hot spot
-0.245596221,0.132,106.375,13.875,Cambodia,oscillating hot spot
-0.565460783,0,106.375,14.125,Cambodia,oscillating hot spot
-0.405488686,0.012,106.375,14.375,Cambodia,oscillating hot spot
0.588702052,0,106.375,14.625,Cambodia,oscillating hot spot
0.513657039,0.001,106.375,14.875,Laos,oscillating hot spot
-0.314862529,0.07,106.375,15.125,Laos,oscillating hot spot
-0.416282931,0.012,106.375,15.375,Laos,oscillating hot spot
-0.4073042,0.011,106.375,15.625,Laos,oscillating hot spot
-0.482050784,0.003,106.375,15.875,Laos,oscillating hot spot
-0.183394732,0.292,106.375,16.125,Laos,oscillating hot spot
-0.018083282,0.915,106.375,16.375,Laos,oscillating hot spot
-0.159961463,0.351,106.375,16.625,Laos,oscillating hot spot
-0.063918456,0.719,106.375,16.875,Laos,oscillating hot spot
-0.205140498,0.268,106.375,17.125,Laos,oscillating hot spot
-0.490665135,0.004,106.375,18.125,Vietnam,oscillating hot spot
-0.101092837,0.54,106.625,12.625,Cambodia,oscillating hot spot
-0.14303925,0.385,106.625,12.875,Cambodia,oscillating hot spot
-0.06762878,0.687,106.625,13.125,Cambodia,oscillating hot spot
-0.586183271,0,106.625,13.375,Cambodia,oscillating hot spot
-0.468165587,0.003,106.625,13.625,Cambodia,oscillating hot spot
0.048150964,0.771,106.625,13.875,Cambodia,oscillating hot spot
0.262929389,0.111,106.625,14.375,Cambodia,oscillating hot spot
-0.647335137,0,106.625,14.625,Cambodia,oscillating hot spot
-0.051028993,0.761,106.625,14.875,Laos,oscillating hot spot
-0.481146776,0.003,106.625,15.125,Laos,oscillating hot spot
-0.186246565,0.277,106.625,15.375,Laos,oscillating hot spot
-0.19034387,0.259,106.625,15.625,Laos,oscillating hot spot
0.252101065,0.138,106.625,15.875,Laos,oscillating hot spot
-0.242439018,0.161,106.625,16.125,Laos,oscillating hot spot
-0.325265589,0.053,106.625,16.375,Laos,oscillating hot spot
-0.302821528,0.092,106.625,16.875,Laos,oscillating hot spot
-0.356957083,0.057,106.625,17.125,Laos,oscillating hot spot
-0.352366201,0.052,106.625,17.375,Vietnam,oscillating hot spot
-0.274286963,0.135,106.625,17.625,Vietnam,oscillating hot spot
-0.515702022,0.001,106.875,12.625,Cambodia,oscillating hot spot
-0.037134893,0.822,106.875,12.875,Cambodia,oscillating hot spot
-0.668412183,0,106.875,13.125,Cambodia,oscillating hot spot
-0.638647406,0,106.875,13.375,Cambodia,oscillating hot spot
-0.260072692,0.11,106.875,13.625,Cambodia,oscillating hot spot
-0.452842702,0.004,106.875,13.875,Cambodia,oscillating hot spot
-0.133632818,0.417,106.875,14.125,Cambodia,oscillating hot spot
-0.518154034,0.001,106.875,14.375,Cambodia,oscillating hot spot
-0.525812333,0.001,106.875,14.625,Laos,oscillating hot spot
-0.456635704,0.004,106.875,14.875,Laos,oscillating hot spot
-0.459492667,0.005,106.875,15.125,Laos,oscillating hot spot
-0.293565838,0.082,106.875,15.375,Laos,oscillating hot spot
-0.457660614,0.005,106.875,15.625,Laos,oscillating hot spot
-0.147753029,0.397,106.875,15.875,Laos,oscillating hot spot
0.069028288,0.694,106.875,16.125,Laos,oscillating hot spot
-0.097385464,0.602,106.875,16.375,Laos,oscillating hot spot
-0.108458575,0.548,106.875,16.625,Laos,oscillating hot spot
-0.1001267,0.599,106.875,16.875,Vietnam,oscillating hot spot
-0.447283284,0.012,106.875,17.125,Vietnam,oscillating hot spot
-0.531395942,0.002,106.875,17.375,Vietnam,oscillating hot spot
-0.020072654,0.903,107.125,12.375,Cambodia,oscillating hot spot
-0.360659504,0.024,107.125,12.625,Cambodia,oscillating hot spot
-0.417302736,0.008,107.125,12.875,Cambodia,oscillating hot spot
-0.371566936,0.022,107.125,13.125,Cambodia,oscillating hot spot
-0.280161647,0.084,107.125,13.375,Cambodia,oscillating hot spot
-0.439338815,0.005,107.125,13.625,Cambodia,oscillating hot spot
-0.077499307,0.644,107.125,13.875,Cambodia,oscillating hot spot
-0.036547256,0.825,107.125,14.125,Cambodia,oscillating hot spot
-0.164712617,0.33,107.125,14.625,Laos,oscillating hot spot
-0.494614919,0.002,107.125,14.875,Laos,oscillating hot spot
0.129115645,0.446,107.125,15.125,Laos,oscillating hot spot
-0.062984488,0.719,107.125,15.375,Laos,oscillating hot spot
0.063362746,0.735,107.125,16.625,Vietnam,oscillating hot spot
-0.069991865,0.694,107.125,16.875,Vietnam,oscillating hot spot
-0.091663171,0.618,107.125,17.125,Vietnam,oscillating hot spot
-0.298635245,0.065,107.375,12.125,Cambodia,oscillating hot spot
-0.222266594,0.18,107.375,12.375,Cambodia,oscillating hot spot
-0.310759333,0.058,107.375,12.625,Cambodia,oscillating hot spot
-0.47866622,0.002,107.375,13.375,Cambodia,oscillating hot spot
-0.401028684,0.013,107.375,13.625,Cambodia,oscillating hot spot
-0.214537302,0.196,107.375,13.875,Cambodia,oscillating hot spot
-0.27389879,0.092,107.375,14.125,Cambodia,oscillating hot spot
-0.143222923,0.405,107.375,14.375,Cambodia,oscillating hot spot
-0.205878947,0.222,107.375,14.625,Cambodia,oscillating hot spot
-0.163289696,0.341,107.375,14.875,Laos,oscillating hot spot
0.247750623,0.151,107.375,15.125,Laos,oscillating hot spot
-0.187431454,0.26,107.625,12.375,Cambodia,oscillating hot spot
-0.1437449,0.383,107.625,12.625,Cambodia,oscillating hot spot
-0.233870489,0.158,107.625,12.875,Cambodia,oscillating hot spot
-0.59270901,0,107.625,13.125,Cambodia,oscillating hot spot
-0.605068342,0,107.625,13.375,Cambodia,oscillating hot spot
-0.311043468,0.054,107.625,13.625,Cambodia,oscillating hot spot
-0.340404972,0.034,107.625,13.875,Cambodia,oscillating hot spot
-0.177275465,0.28,107.625,14.125,Vietnam,oscillating hot spot
-0.006266813,0.97,107.625,14.375,Cambodia,oscillating hot spot
-0.334159207,0.043,107.625,14.625,Cambodia,oscillating hot spot
-0.316239634,0.05,107.625,14.875,Laos,oscillating hot spot
-0.043150407,0.806,107.875,12.375,Vietnam,oscillating hot spot
-0.257391309,0.114,107.875,12.625,Vietnam,oscillating hot spot
-0.535536552,0.001,107.875,12.875,Vietnam,oscillating hot spot
-0.510991303,0.001,107.875,13.125,Vietnam,oscillating hot spot
-0.376444509,0.018,107.875,13.375,Vietnam,oscillating hot spot
-0.369087042,0.021,107.875,13.625,Vietnam,oscillating hot spot
-0.334174713,0.04,107.875,13.875,Vietnam,oscillating hot spot
-0.411246725,0.01,107.875,14.125,Vietnam,oscillating hot spot
-0.487829973,0.002,107.875,14.375,Vietnam,oscillating hot spot
-0.30427689,0.063,107.875,14.625,Vietnam,oscillating hot spot
0.016185552,0.924,108.125,12.625,Vietnam,oscillating hot spot
-0.398247539,0.016,108.125,12.875,Vietnam,oscillating hot spot
-0.378752824,0.021,108.125,13.125,Vietnam,oscillating hot spot
-0.6020698,0,108.125,13.375,Vietnam,oscillating hot spot
-0.32497996,0.044,108.125,13.625,Vietnam,oscillating hot spot
-0.516598806,0.001,108.125,13.875,Vietnam,oscillating hot spot
-0.470467426,0.003,108.125,14.125,Vietnam,oscillating hot spot
-0.465203918,0.003,108.125,14.375,Vietnam,oscillating hot spot
0.114919538,0.505,108.125,14.625,Vietnam,oscillating hot spot
-0.004681006,0.978,108.375,12.625,Vietnam,oscillating hot spot
-0.253487387,0.136,108.375,12.875,Vietnam,oscillating hot spot
-0.362551905,0.03,108.375,13.125,Vietnam,oscillating hot spot
-0.389988827,0.017,108.375,13.375,Vietnam,oscillating hot spot
-0.431559264,0.006,108.375,13.625,Vietnam,oscillating hot spot
-0.542880065,0,108.375,13.875,Vietnam,oscillating hot spot
-0.445221451,0.007,108.375,14.125,Vietnam,oscillating hot spot
-0.112728518,0.519,108.375,14.375,Vietnam,oscillating hot spot
-0.05752988,0.743,108.375,14.625,Vietnam,oscillating hot spot
-0.026759559,0.886,108.375,14.875,Vietnam,oscillating hot spot
-0.207602635,0.231,108.625,12.875,Vietnam,oscillating hot spot
-0.015381926,0.928,108.625,13.125,Vietnam,oscillating hot spot
-0.068445381,0.692,108.625,13.375,Vietnam,oscillating hot spot
-0.023979242,0.888,108.625,13.625,Vietnam,oscillating hot spot
-0.183733367,0.27,108.625,13.875,Vietnam,oscillating hot spot
0.047896002,0.772,108.625,14.125,Vietnam,oscillating hot spot
0.274199738,0.143,108.625,14.375,Vietnam,oscillating hot spot
0.184833353,0.311,108.625,14.625,Vietnam,oscillating hot spot
0.283470362,0.116,108.625,14.875,Vietnam,oscillating hot spot
-0.101263092,0.563,108.875,12.875,Vietnam,oscillating hot spot
0.023031442,0.892,108.875,13.125,Vietnam,oscillating hot spot
-0.094842174,0.582,108.875,13.375,Vietnam,oscillating hot spot
-0.283753326,0.129,108.875,13.625,Vietnam,oscillating hot spot
0.169097798,0.339,108.875,13.875,Vietnam,oscillating hot spot
-0.122011045,0.478,108.875,14.125,Vietnam,oscillating hot spot
-0.044182398,0.804,108.875,14.375,Vietnam,oscillating hot spot
0.223423147,0.219,108.875,14.625,Vietnam,oscillating hot spot
0.002357393,0.989,108.875,14.875,Vietnam,oscillating hot spot
-0.146228843,0.395,109.125,13.125,Vietnam,oscillating hot spot
-0.292185224,0.089,109.125,13.375,Vietnam,oscillating hot spot
-0.16536138,0.342,109.125,13.625,Vietnam,oscillating hot spot
-0.194938922,0.248,109.125,13.875,Vietnam,oscillating hot spot
-0.179686955,0.287,109.125,14.125,Vietnam,oscillating hot spot
-0.137358717,0.404,109.125,14.375,Vietnam,oscillating hot spot
