country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2021-04-01,89,96,18792.0,-5755.6,24547.6,9396.0,114.625,4.375
BN,2021-04-01,90,94,85923.0,-19933.599999999988,105856.6,42961.5,114.875,4.875
BN,2021-04-01,91,95,1144.0,-398.8,1542.8,572.0,115.125,4.625
BN,2021-04-02,89,95,6908.0,-1845.6,8753.599999999997,3454.0,114.625,4.625
BN,2021-04-02,89,96,18919.0,-5615.599999999999,24534.6,9459.5,114.625,4.375
BN,2021-04-02,90,94,87871.0,-19373.199999999983,107244.20000000011,43935.5,114.875,4.875
BN,2021-04-02,91,95,1172.0,-478.80000000000007,1650.7999999999995,586.0,115.125,4.625
BN,2021-04-03,89,95,6101.0,-2016.0000000000005,8116.999999999998,3050.5,114.625,4.625
BN,2021-04-03,89,96,16755.0,-6120.4,22875.4,8377.5,114.625,4.375
BN,2021-04-03,90,94,79354.0,-19958.4,99312.40000000002,39677.0,114.875,4.875
BN,2021-04-03,91,95,948.0,-523.6000000000001,1471.6,474.0,115.125,4.625
BN,2021-04-04,89,95,6756.0,-2068.0,8823.999999999998,3378.0,114.625,4.625
BN,2021-04-04,89,96,17324.0,-6266.800000000001,23590.8,8662.0,114.625,4.375
BN,2021-04-04,90,94,81854.0,-21258.40000000001,103112.39999999998,40927.0,114.875,4.875
BN,2021-04-04,91,95,998.0,-604.0000000000002,1601.9999999999998,499.0,115.125,4.625
BN,2021-04-05,89,95,5108.0,-2435.200000000001,7543.199999999998,2554.0,114.625,4.625
BN,2021-04-05,89,96,16174.0,-6592.4000000000015,22766.399999999998,8087.0,114.625,4.375
BN,2021-04-05,90,94,71812.0,-24633.2,96445.2,35906.0,114.875,4.875
BN,2021-04-05,91,95,756.0,-541.6,1297.6,378.0,115.125,4.625
BN,2021-04-06,89,95,6832.0,-2031.9999999999995,8864.000000000002,3416.0,114.625,4.625
BN,2021-04-06,89,96,19801.0,-5788.000000000001,25589.0,9900.5,114.625,4.375
BN,2021-04-06,90,94,88402.0,-22372.799999999992,110774.79999999996,44201.0,114.875,4.875
BN,2021-04-06,91,95,1319.0,-434.4000000000001,1753.4,659.5,115.125,4.625
BN,2021-04-07,89,95,6074.0,-2223.0,8297.0,3037.0,114.625,4.625
BN,2021-04-07,89,96,18562.0,-6144.5,24706.5,9281.0,114.625,4.375
BN,2021-04-07,90,94,82410.0,-22757.0,105167.0,41205.0,114.875,4.875
BN,2021-04-07,91,95,1124.0,-414.0,1538.0,562.0,115.125,4.625
BN,2021-04-08,89,95,4968.0,-1895.6,6863.6,2484.0,114.625,4.625
BN,2021-04-08,89,96,16282.0,-6009.999999999999,22292.000000000004,8141.0,114.625,4.375
BN,2021-04-08,90,94,71484.0,-21015.19999999999,92499.20000000008,35742.0,114.875,4.875
BN,2021-04-08,91,95,758.0,-487.5999999999999,1245.6,379.0,115.125,4.625
BN,2021-04-09,89,95,6780.0,-2026.4,8806.399999999998,3390.0,114.625,4.625
BN,2021-04-09,89,96,19086.0,-5705.599999999999,24791.6,9543.0,114.625,4.375
BN,2021-04-09,90,94,87337.0,-20311.199999999983,107648.20000000011,43668.5,114.875,4.875
BN,2021-04-09,91,95,1219.0,-490.4,1709.4,609.5,115.125,4.625
BN,2021-04-10,89,95,5641.0,-2087.2000000000007,7728.199999999999,2820.5,114.625,4.625
BN,2021-04-10,89,96,16656.0,-5910.799999999998,22566.800000000003,8328.0,114.625,4.375
BN,2021-04-10,90,94,76041.0,-20643.6,96684.60000000003,38020.5,114.875,4.875
BN,2021-04-10,91,95,994.0,-380.0000000000001,1374.0,497.0,115.125,4.625
BN,2021-04-11,89,95,7378.0,-2156.0,9533.999999999996,3689.0,114.625,4.625
BN,2021-04-11,89,96,18957.0,-6173.600000000001,25130.6,9478.5,114.625,4.375
BN,2021-04-11,90,94,89025.0,-21815.600000000013,110840.59999999992,44512.5,114.875,4.875
BN,2021-04-11,91,95,1340.0,-511.20000000000016,1851.2,670.0,115.125,4.625
BN,2021-04-12,89,95,5503.0,-2627.200000000001,8130.199999999998,2751.5,114.625,4.625
BN,2021-04-12,89,96,17104.0,-6767.200000000002,23871.2,8552.0,114.625,4.375
BN,2021-04-12,90,94,76726.0,-26148.399999999998,102874.40000000002,38363.0,114.875,4.875
BN,2021-04-12,91,95,1003.0,-434.00000000000006,1436.9999999999998,501.5,115.125,4.625
BN,2021-04-13,89,95,6002.0,-1894.4000000000003,7896.4,3001.0,114.625,4.625
BN,2021-04-13,89,96,18235.0,-5486.800000000001,23721.8,9117.5,114.625,4.375
BN,2021-04-13,90,94,81489.0,-20141.60000000001,101630.59999999998,40744.5,114.875,4.875
BN,2021-04-13,91,95,982.0,-456.0,1438.0,491.0,115.125,4.625
BN,2021-04-14,89,95,7739.0,-454.0,8193.0,3869.5,114.625,4.625
BN,2021-04-14,89,96,19468.0,-2819.0,22287.0,9734.0,114.625,4.375
BN,2021-04-14,90,94,89687.0,-4426.5,94113.5,44843.5,114.875,4.875
BN,2021-04-14,91,95,1144.0,-372.5,1516.5,572.0,115.125,4.625
BN,2021-04-15,89,95,6109.0,-1454.0000000000002,7562.999999999998,3054.5,114.625,4.625
BN,2021-04-15,89,96,17476.0,-5343.200000000001,22819.200000000008,8738.0,114.625,4.375
BN,2021-04-15,90,94,79089.0,-16399.599999999984,95488.60000000003,39544.5,114.875,4.875
BN,2021-04-15,91,95,1038.0,-410.0,1448.0,519.0,115.125,4.625
BN,2021-04-16,89,95,7782.0,-1410.3999999999996,9192.4,3891.0,114.625,4.625
BN,2021-04-16,89,96,20198.0,-4946.799999999999,25144.800000000003,10099.0,114.625,4.375
BN,2021-04-16,90,94,94385.0,-15291.2,109676.2000000001,47192.5,114.875,4.875
BN,2021-04-16,91,95,1329.0,-398.3999999999999,1727.4,664.5,115.125,4.625
BN,2021-04-17,89,95,7178.0,-1428.4000000000003,8606.399999999996,3589.0,114.625,4.625
BN,2021-04-17,89,96,18503.0,-4990.4,23493.4,9251.5,114.625,4.375
BN,2021-04-17,90,94,87601.0,-15601.6,103202.6,43800.5,114.875,4.875
BN,2021-04-17,91,95,1316.0,-380.8,1696.8,658.0,115.125,4.625
BN,2021-04-18,89,95,7750.0,-1203.6000000000004,8953.599999999999,3875.0,114.625,4.625
BN,2021-04-18,89,96,18506.0,-4833.599999999999,23339.6,9253.0,114.625,4.375
BN,2021-04-18,90,94,86063.0,-14790.80000000001,100853.79999999994,43031.5,114.875,4.875
BN,2021-04-18,91,95,1303.0,-521.6000000000001,1824.6,651.5,115.125,4.625
BN,2021-04-19,89,95,7176.0,-2038.4000000000003,9214.4,3588.0,114.625,4.625
BN,2021-04-19,89,96,20075.0,-5694.800000000001,25769.8,10037.5,114.625,4.375
BN,2021-04-19,90,94,91291.0,-21393.20000000001,112684.19999999995,45645.5,114.875,4.875
BN,2021-04-19,91,95,1376.0,-470.0000000000001,1846.0,688.0,115.125,4.625
BN,2021-04-20,89,95,7455.0,-1620.8,9075.800000000005,3727.5,114.625,4.625
BN,2021-04-20,89,96,20024.0,-5363.600000000001,25387.599999999995,10012.0,114.625,4.375
BN,2021-04-20,90,94,92674.0,-17801.59999999999,110475.59999999996,46337.0,114.875,4.875
BN,2021-04-20,91,95,1335.0,-451.60000000000014,1786.6,667.5,115.125,4.625
BN,2021-04-21,89,95,7384.0,-1612.0,8996.0,3692.0,114.625,4.625
BN,2021-04-21,89,96,20030.0,-5571.0,25601.0,10015.0,114.625,4.375
BN,2021-04-21,90,94,92876.0,-18067.5,110943.5,46438.0,114.875,4.875
BN,2021-04-21,91,95,1364.0,-364.5,1728.5,682.0,115.125,4.625
BN,2021-04-22,89,95,7116.0,-1607.6000000000004,8723.600000000002,3558.0,114.625,4.625
BN,2021-04-22,89,96,19767.0,-5288.799999999998,25055.800000000007,9883.5,114.625,4.375
BN,2021-04-22,90,94,91820.0,-16648.799999999985,108468.80000000005,45910.0,114.875,4.875
BN,2021-04-22,91,95,1277.0,-446.3999999999999,1723.4,638.5,115.125,4.625
BN,2021-04-23,89,95,7756.0,-1431.2,9187.2,3878.0,114.625,4.625
BN,2021-04-23,89,96,20076.0,-4896.799999999997,24972.800000000003,10038.0,114.625,4.375
BN,2021-04-23,90,94,94296.0,-15703.199999999992,109999.20000000014,47148.0,114.875,4.875
BN,2021-04-23,91,95,1340.0,-446.3999999999999,1786.4,670.0,115.125,4.625
BN,2021-04-24,89,95,7496.0,-1470.0000000000005,8965.999999999998,3748.0,114.625,4.625
BN,2021-04-24,89,96,18939.0,-5413.599999999999,24352.6,9469.5,114.625,4.375
BN,2021-04-24,90,94,92186.0,-16614.399999999994,108800.4,46093.0,114.875,4.875
BN,2021-04-24,91,95,1515.0,-418.0000000000001,1933.0,757.5,115.125,4.625
BN,2021-04-25,89,95,8251.0,-1390.4000000000003,9641.399999999996,4125.5,114.625,4.625
BN,2021-04-25,89,96,19828.0,-4795.600000000001,24623.6,9914.0,114.625,4.375
BN,2021-04-25,90,94,94080.0,-15066.800000000005,109146.79999999996,47040.0,114.875,4.875
BN,2021-04-25,91,95,1521.0,-466.80000000000007,1987.8,760.5,115.125,4.625
BN,2021-04-26,89,95,7301.0,-2142.8000000000006,9443.799999999996,3650.5,114.625,4.625
BN,2021-04-26,89,96,19604.0,-6102.000000000003,25706.0,9802.0,114.625,4.375
BN,2021-04-26,90,94,90386.0,-22776.800000000003,113162.8,45193.0,114.875,4.875
BN,2021-04-26,91,95,1327.0,-425.6000000000001,1752.6,663.5,115.125,4.625
BN,2021-04-27,89,95,7036.0,-1788.8,8824.8,3518.0,114.625,4.625
BN,2021-04-27,89,96,20093.0,-5077.200000000002,25170.2,10046.5,114.625,4.375
BN,2021-04-27,90,94,91855.0,-19233.199999999997,111088.19999999995,45927.5,114.875,4.875
BN,2021-04-27,91,95,1424.0,-389.2000000000001,1813.2,712.0,115.125,4.625
BN,2021-04-28,89,95,7165.0,-1975.5,9140.5,3582.5,114.625,4.625
BN,2021-04-28,89,96,19707.0,-5664.0,25371.0,9853.5,114.625,4.375
BN,2021-04-28,90,94,91282.0,-19418.0,110700.0,45641.0,114.875,4.875
BN,2021-04-28,91,95,1306.0,-464.0,1770.0,653.0,115.125,4.625
BN,2021-04-29,89,95,7038.0,-1759.2000000000005,8797.199999999997,3519.0,114.625,4.625
BN,2021-04-29,89,96,19253.0,-5685.999999999998,24939.000000000007,9626.5,114.625,4.375
BN,2021-04-29,90,94,90794.0,-18372.79999999999,109166.8,45397.0,114.875,4.875
BN,2021-04-29,91,95,1355.0,-373.6,1728.6,677.5,115.125,4.625
BN,2021-04-30,89,95,7993.0,-1224.0000000000002,9216.999999999998,3996.5,114.625,4.625
BN,2021-04-30,89,96,19502.0,-4313.599999999999,23815.6,9751.0,114.625,4.375
BN,2021-04-30,90,94,93426.0,-14344.4,107770.40000000013,46713.0,114.875,4.875
BN,2021-04-30,91,95,1459.0,-423.5999999999999,1882.6,729.5,115.125,4.625
ID,2021-04-01,12,92,9952.0,-4388.0,14340.0,4976.0,95.375,5.375
ID,2021-04-01,12,93,2844.0,-570.0,3414.0,1422.0,95.375,5.125
ID,2021-04-01,13,91,1752.0,-384.75,2136.75,876.0,95.625,5.625
ID,2021-04-01,13,92,3360.0,-100.5,3460.5,1680.0,95.625,5.375
ID,2021-04-01,13,94,1085.0,4.5,1080.5,542.5,95.625,4.875
ID,2021-04-01,14,92,29306.0,-8739.75,38045.75,14653.0,95.875,5.375
ID,2021-04-01,14,93,7985.0,-1540.5,9525.5,3992.5,95.875,5.125
ID,2021-04-01,14,95,2527.0,-664.5,3191.5,1263.5,95.875,4.625
ID,2021-04-01,14,103,295.0,38.0,257.0,147.5,95.875,2.625
ID,2021-04-01,15,93,7142.0,-1121.25,8263.25,3571.0,96.125,5.125
ID,2021-04-01,15,94,1379.0,-275.0,1654.0,689.5,96.125,4.875
ID,2021-04-01,15,96,8213.0,-1890.25,10103.25,4106.5,96.125,4.375
ID,2021-04-01,15,97,14531.0,-2754.25,17285.25,7265.5,96.125,4.125
ID,2021-04-01,15,103,279.0,55.0,224.0,139.5,96.125,2.625
ID,2021-04-01,16,93,29103.0,-4250.75,33353.75,14551.5,96.375,5.125
ID,2021-04-01,16,94,151.0,42.5,108.5,75.5,96.375,4.875
ID,2021-04-01,16,97,1580.0,-143.0,1723.0,790.0,96.375,4.125
ID,2021-04-01,16,104,1912.0,-249.0,2161.0,956.0,96.375,2.375
ID,2021-04-01,17,93,51870.0,-10847.75,62717.75,25935.0,96.625,5.125
ID,2021-04-01,17,94,6655.0,-121.5,6776.5,3327.5,96.625,4.875
ID,2021-04-01,17,96,2919.0,12.5,2906.5,1459.5,96.625,4.375
ID,2021-04-01,17,98,7676.0,-689.75,8365.75,3838.0,96.625,3.875
ID,2021-04-01,18,93,26308.0,-4050.75,30358.75,13154.0,96.875,5.125
ID,2021-04-01,18,94,14584.0,-2317.75,16901.75,7292.0,96.875,4.875
ID,2021-04-01,18,95,36106.0,-8186.75,44292.75,18053.0,96.875,4.625
ID,2021-04-01,18,97,898.0,396.5,501.5,449.0,96.875,4.125
ID,2021-04-01,18,98,10835.0,-1892.75,12727.75,5417.5,96.875,3.875
ID,2021-04-01,18,99,7014.0,-422.25,7436.25,3507.0,96.875,3.625
ID,2021-04-01,19,93,51506.0,-12584.75,64090.75,25753.0,97.125,5.125
ID,2021-04-01,19,94,3822.0,36.25,3785.75,1911.0,97.125,4.875
ID,2021-04-01,19,95,347.0,-30.0,377.0,173.5,97.125,4.625
ID,2021-04-01,19,96,3186.0,-221.75,3407.75,1593.0,97.125,4.375
ID,2021-04-01,19,97,580.0,-288.25,868.25,290.0,97.125,4.125
ID,2021-04-01,19,98,10.0,0.0,10.0,5.0,97.125,3.875
ID,2021-04-01,19,99,4082.0,-281.75,4363.75,2041.0,97.125,3.625
ID,2021-04-01,19,105,264.0,70.0,194.0,132.0,97.125,2.125
ID,2021-04-01,19,108,1843.0,-243.0,2086.0,921.5,97.125,1.375
ID,2021-04-01,20,93,34159.0,-7445.5,41604.5,17079.5,97.375,5.125
ID,2021-04-01,20,94,240.0,-54.25,294.25,120.0,97.375,4.875
ID,2021-04-01,20,98,11055.0,-1672.25,12727.25,5527.5,97.375,3.875
ID,2021-04-01,20,100,1786.0,-240.0,2026.0,893.0,97.375,3.375
ID,2021-04-01,20,101,30.0,0.0,30.0,15.0,97.375,3.125
