country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2020-07-01,89,96,24575.0,-1609.5,26184.5,12287.5,114.625,4.375
BN,2020-07-01,90,94,106924.0,-6481.0,113405.0,53462.0,114.875,4.875
BN,2020-07-01,91,95,1767.0,-260.5,2027.5,883.5,115.125,4.625
BN,2020-07-02,89,95,8438.0,-729.2,9167.2,4219.0,114.625,4.625
BN,2020-07-02,89,96,24388.0,-1380.0000000000005,25768.0,12194.0,114.625,4.375
BN,2020-07-02,90,94,106668.0,-4261.600000000002,110929.60000000006,53334.0,114.875,4.875
BN,2020-07-02,91,95,1852.0,-241.2,2093.2,926.0,115.125,4.625
BN,2020-07-03,89,95,8832.0,-840.0000000000003,9672.000000000002,4416.0,114.625,4.625
BN,2020-07-03,89,96,24392.0,-1434.8000000000004,25826.800000000003,12196.0,114.625,4.375
BN,2020-07-03,90,94,108610.0,-4458.000000000001,113068.00000000012,54305.0,114.875,4.875
BN,2020-07-03,91,95,1916.0,-120.39999999999996,2036.4,958.0,115.125,4.625
BN,2020-07-04,89,95,8746.0,-739.1999999999997,9485.199999999995,4373.0,114.625,4.625
BN,2020-07-04,89,96,23316.0,-1535.1999999999998,24851.2,11658.0,114.625,4.375
BN,2020-07-04,90,94,106737.0,-4506.400000000001,111243.39999999997,53368.5,114.875,4.875
BN,2020-07-04,91,95,1909.0,-246.8,2155.8,954.5,115.125,4.625
BN,2020-07-05,89,95,9303.0,-784.3999999999997,10087.399999999998,4651.5,114.625,4.625
BN,2020-07-05,89,96,23528.0,-1663.1999999999998,25191.2,11764.0,114.625,4.375
BN,2020-07-05,90,94,105786.0,-5877.199999999997,111663.19999999994,52893.0,114.875,4.875
BN,2020-07-05,91,95,2009.0,-281.20000000000005,2290.2,1004.5,115.125,4.625
BN,2020-07-06,89,95,8484.0,-1406.0000000000005,9889.999999999996,4242.0,114.625,4.625
BN,2020-07-06,89,96,24116.0,-2422.0,26538.0,12058.0,114.625,4.375
BN,2020-07-06,90,94,104957.0,-10799.200000000006,115756.19999999995,52478.5,114.875,4.875
BN,2020-07-06,91,95,1725.0,-290.0,2015.0,862.5,115.125,4.625
BN,2020-07-07,89,95,8450.0,-948.4,9398.4,4225.0,114.625,4.625
BN,2020-07-07,89,96,24530.0,-1531.6,26061.6,12265.0,114.625,4.375
BN,2020-07-07,90,94,106405.0,-6391.600000000002,112796.6,53202.5,114.875,4.875
BN,2020-07-07,91,95,1759.0,-228.8,1987.8,879.5,115.125,4.625
BN,2020-07-08,89,95,8429.0,-1194.5,9623.5,4214.5,114.625,4.625
BN,2020-07-08,89,96,24327.0,-1762.0,26089.0,12163.5,114.625,4.375
BN,2020-07-08,90,94,105665.0,-7582.5,113247.5,52832.5,114.875,4.875
BN,2020-07-08,91,95,1727.0,-317.5,2044.5,863.5,115.125,4.625
BN,2020-07-09,89,95,8430.0,-692.3999999999999,9122.399999999998,4215.0,114.625,4.625
BN,2020-07-09,89,96,24251.0,-1535.9999999999995,25787.000000000007,12125.5,114.625,4.375
BN,2020-07-09,90,94,105870.0,-4966.000000000005,110836.00000000004,52935.0,114.875,4.875
BN,2020-07-09,91,95,1689.0,-193.19999999999996,1882.2000000000005,844.5,115.125,4.625
BN,2020-07-10,89,95,8961.0,-717.6,9678.6,4480.5,114.625,4.625
BN,2020-07-10,89,96,24639.0,-1225.1999999999998,25864.200000000004,12319.5,114.625,4.375
BN,2020-07-10,90,94,107310.0,-5246.400000000008,112556.40000000013,53655.0,114.875,4.875
BN,2020-07-10,91,95,1814.0,-208.0,2022.0,907.0,115.125,4.625
BN,2020-07-11,89,95,8806.0,-670.3999999999996,9476.399999999996,4403.0,114.625,4.625
BN,2020-07-11,89,96,23750.0,-1166.4,24916.4,11875.0,114.625,4.375
BN,2020-07-11,90,94,105633.0,-5452.8,111085.80000000002,52816.5,114.875,4.875
BN,2020-07-11,91,95,1909.0,-266.8,2175.8,954.5,115.125,4.625
BN,2020-07-12,89,95,9233.0,-916.3999999999996,10149.399999999998,4616.5,114.625,4.625
BN,2020-07-12,89,96,23724.0,-1539.2000000000007,25263.2,11862.0,114.625,4.375
BN,2020-07-12,90,94,105122.0,-5976.399999999998,111098.39999999998,52561.0,114.875,4.875
BN,2020-07-12,91,95,2021.0,-241.99999999999997,2262.9999999999995,1010.5,115.125,4.625
BN,2020-07-13,89,95,8423.0,-1471.6000000000004,9894.599999999997,4211.5,114.625,4.625
BN,2020-07-13,89,96,24321.0,-2039.1999999999996,26360.199999999997,12160.5,114.625,4.375
