country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2020-06-08,89,96,24847.0,-1426.4000000000003,26273.4,12423.5,114.625,4.375
BN,2020-06-08,90,94,106526.0,-8234.8,114760.80000000002,53263.0,114.875,4.875
BN,2020-06-08,91,95,2013.0,-156.8,2169.8,1006.5,115.125,4.625
BN,2020-06-09,89,95,8572.0,-799.2,9371.199999999995,4286.0,114.625,4.625
BN,2020-06-09,89,96,25289.0,-702.8000000000002,25991.800000000007,12644.5,114.625,4.375
BN,2020-06-09,90,94,108277.0,-4404.400000000005,112681.39999999997,54138.5,114.875,4.875
BN,2020-06-09,91,95,1952.0,-108.00000000000004,2060.0,976.0,115.125,4.625
BN,2020-06-10,89,95,8847.0,-732.0,9579.0,4423.5,114.625,4.625
BN,2020-06-10,89,96,25290.0,-980.5,26270.5,12645.0,114.625,4.375
BN,2020-06-10,90,94,107761.0,-5037.0,112798.0,53880.5,114.875,4.875
BN,2020-06-10,91,95,1820.0,-173.5,1993.5,910.0,115.125,4.625
BN,2020-06-11,89,95,8749.0,-394.80000000000007,9143.800000000005,4374.5,114.625,4.625
BN,2020-06-11,89,96,24812.0,-858.3999999999999,25670.4,12406.0,114.625,4.375
BN,2020-06-11,90,94,107406.0,-3213.6000000000017,110619.6,53703.0,114.875,4.875
BN,2020-06-11,91,95,1913.0,-153.6,2066.6,956.5,115.125,4.625
BN,2020-06-12,89,95,9263.0,-357.1999999999998,9620.199999999995,4631.5,114.625,4.625
BN,2020-06-12,89,96,25358.0,-530.7999999999997,25888.800000000007,12679.0,114.625,4.375
BN,2020-06-12,90,94,109592.0,-2384.0,111976.0,54796.0,114.875,4.875
BN,2020-06-12,91,95,1897.0,-205.99999999999991,2103.0,948.5,115.125,4.625
BN,2020-06-13,89,95,9039.0,-559.2,9598.2,4519.5,114.625,4.625
BN,2020-06-13,89,96,24276.0,-503.1999999999998,24779.2,12138.0,114.625,4.375
BN,2020-06-13,90,94,107920.0,-3057.999999999999,110977.99999999996,53960.0,114.875,4.875
BN,2020-06-13,91,95,1871.0,-255.2,2126.2000000000003,935.5,115.125,4.625
BN,2020-06-14,89,95,9579.0,-480.7999999999999,10059.800000000005,4789.5,114.625,4.625
BN,2020-06-14,89,96,24651.0,-709.5999999999999,25360.6,12325.5,114.625,4.375
BN,2020-06-14,90,94,107951.0,-3286.400000000002,111237.40000000002,53975.5,114.875,4.875
