country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2020-11-01,89,96,21625.0,-3236.7999999999997,24861.800000000003,10812.5,114.625,4.375
BN,2020-11-01,90,94,98670.0,-12419.200000000006,111089.19999999988,49335.0,114.875,4.875
BN,2020-11-01,91,95,1699.0,-464.4,2163.4,849.5,115.125,4.625
BN,2020-11-02,89,95,7864.0,-1846.8000000000004,9710.799999999996,3932.0,114.625,4.625
BN,2020-11-02,89,96,21946.0,-4316.0,26261.999999999996,10973.0,114.625,4.375
BN,2020-11-02,90,94,97364.0,-17456.400000000005,114820.40000000004,48682.0,114.875,4.875
BN,2020-11-02,91,95,1570.0,-378.80000000000007,1948.8,785.0,115.125,4.625
BN,2020-11-03,89,95,7728.0,-1433.2000000000005,9161.2,3864.0,114.625,4.625
BN,2020-11-03,89,96,22270.0,-3606.4,25876.4,11135.0,114.625,4.375
BN,2020-11-03,90,94,98303.0,-13903.59999999998,112206.59999999996,49151.5,114.875,4.875
BN,2020-11-03,91,95,1507.0,-333.2,1840.2,753.5,115.125,4.625
BN,2020-11-04,89,95,8150.0,-1357.0,9507.0,4075.0,114.625,4.625
BN,2020-11-04,89,96,22308.0,-3703.0,26011.0,11154.0,114.625,4.375
BN,2020-11-04,90,94,97515.0,-14377.5,111892.5,48757.5,114.875,4.875
BN,2020-11-04,91,95,1471.0,-330.0,1801.0,735.5,115.125,4.625
BN,2020-11-05,89,95,7868.0,-1164.4,9032.399999999998,3934.0,114.625,4.625
BN,2020-11-05,89,96,22789.0,-2961.2000000000007,25750.200000000008,11394.5,114.625,4.375
BN,2020-11-05,90,94,97276.0,-12793.59999999999,110069.60000000008,48638.0,114.875,4.875
BN,2020-11-05,91,95,1571.0,-307.99999999999994,1879.0,785.5,115.125,4.625
BN,2020-11-06,89,95,8053.0,-1319.9999999999995,9373.000000000002,4026.5,114.625,4.625
BN,2020-11-06,89,96,22190.0,-3353.2,25543.200000000004,11095.0,114.625,4.375
BN,2020-11-06,90,94,99074.0,-12435.20000000001,111509.20000000008,49537.0,114.875,4.875
BN,2020-11-06,91,95,1687.0,-332.8,2019.8,843.5,115.125,4.625
BN,2020-11-07,89,95,7758.0,-1430.8000000000004,9188.799999999996,3879.0,114.625,4.625
BN,2020-11-07,89,96,21221.0,-3572.8000000000006,24793.8,10610.5,114.625,4.375
BN,2020-11-07,90,94,98287.0,-12653.2,110940.2,49143.5,114.875,4.875
BN,2020-11-07,91,95,1634.0,-307.99999999999994,1942.0,817.0,115.125,4.625
BN,2020-11-08,89,95,8421.0,-1309.1999999999998,9730.2,4210.5,114.625,4.625
BN,2020-11-08,89,96,21380.0,-3562.8,24942.8,10690.0,114.625,4.375
BN,2020-11-08,90,94,97372.0,-13385.200000000008,110757.19999999994,48686.0,114.875,4.875
BN,2020-11-08,91,95,1735.0,-350.80000000000007,2085.8,867.5,115.125,4.625
BN,2020-11-09,89,95,7793.0,-1756.8000000000004,9549.8,3896.5,114.625,4.625
BN,2020-11-09,89,96,21717.0,-4277.6,25994.599999999995,10858.5,114.625,4.375
BN,2020-11-09,90,94,96688.0,-18086.80000000001,114774.80000000006,48344.0,114.875,4.875
BN,2020-11-09,91,95,1634.0,-321.99999999999994,1956.0,817.0,115.125,4.625
BN,2020-11-10,89,95,7764.0,-1312.0000000000005,9076.0,3882.0,114.625,4.625
BN,2020-11-10,89,96,22207.0,-3602.8000000000006,25809.799999999992,11103.5,114.625,4.375
BN,2020-11-10,90,94,97739.0,-14409.199999999986,112148.2,48869.5,114.875,4.875
BN,2020-11-10,91,95,1596.0,-242.00000000000003,1838.0,798.0,115.125,4.625
BN,2020-11-11,89,95,7799.0,-1558.0,9357.0,3899.5,114.625,4.625
BN,2020-11-11,89,96,22057.0,-3841.5,25898.5,11028.5,114.625,4.375
BN,2020-11-11,90,94,96810.0,-15336.0,112146.0,48405.0,114.875,4.875
BN,2020-11-11,91,95,1514.0,-384.0,1898.0,757.0,115.125,4.625
BN,2020-11-12,89,95,7478.0,-1402.4,8880.4,3739.0,114.625,4.625
BN,2020-11-12,89,96,21976.0,-3622.0,25598.000000000004,10988.0,114.625,4.375
BN,2020-11-12,90,94,96317.0,-13312.799999999988,109629.80000000005,48158.5,114.875,4.875
BN,2020-11-12,91,95,1469.0,-380.8,1849.8,734.5,115.125,4.625
BN,2020-11-13,89,95,8109.0,-1375.1999999999998,9484.2,4054.5,114.625,4.625
BN,2020-11-13,89,96,22050.0,-3681.600000000001,25731.6,11025.0,114.625,4.375
BN,2020-11-13,90,94,98265.0,-13203.600000000008,111468.60000000012,49132.5,114.875,4.875
BN,2020-11-13,91,95,1482.0,-428.7999999999999,1910.8,741.0,115.125,4.625
BN,2020-11-14,89,95,7771.0,-1309.2000000000005,9080.2,3885.5,114.625,4.625
BN,2020-11-14,89,96,21016.0,-3531.2000000000003,24547.2,10508.0,114.625,4.375
BN,2020-11-14,90,94,96098.0,-13938.799999999996,110036.7999999999,48049.0,114.875,4.875
BN,2020-11-14,91,95,1761.0,-354.0,2115.0,880.5,115.125,4.625
BN,2020-11-15,89,95,8554.0,-1266.0,9819.999999999996,4277.0,114.625,4.625
BN,2020-11-15,89,96,21008.0,-3774.4,24782.4,10504.0,114.625,4.375
BN,2020-11-15,90,94,96024.0,-14705.600000000008,110729.6,48012.0,114.875,4.875
BN,2020-11-15,91,95,1652.0,-405.20000000000016,2057.2,826.0,115.125,4.625
BN,2020-11-16,89,95,7596.0,-1793.6000000000004,9389.6,3798.0,114.625,4.625
BN,2020-11-16,89,96,21631.0,-4423.200000000001,26054.199999999997,10815.5,114.625,4.375
