country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
ID,2020-05-01,12,92,15360.0,1099.8000000000004,14260.2,7680.0,95.375,5.375
ID,2020-05-01,12,93,4122.0,673.1999999999999,3448.8,2061.0,95.375,5.125
ID,2020-05-01,13,91,2491.0,376.4,2114.5999999999995,1245.5,95.625,5.625
ID,2020-05-01,13,92,3676.0,445.80000000000007,3230.2,1838.0,95.625,5.375
ID,2020-05-01,13,94,1546.0,392.8,1153.2,773.0,95.625,4.875
ID,2020-05-01,14,92,42278.0,4247.400000000001,38030.600000000006,21139.0,95.875,5.375
ID,2020-05-01,14,93,11858.0,2269.2,9588.8,5929.0,95.875,5.125
ID,2020-05-01,14,95,4206.0,850.0,3356.0,2103.0,95.875,4.625
ID,2020-05-01,14,103,318.0,46.0,272.0,159.0,95.875,2.625
ID,2020-05-01,15,93,10474.0,2073.2000000000007,8400.8,5237.0,96.125,5.125
ID,2020-05-01,15,94,1891.0,264.4,1626.6,945.5,96.125,4.875
ID,2020-05-01,15,96,11904.0,1647.5999999999997,10256.4,5952.0,96.125,4.375
ID,2020-05-01,15,97,18283.0,1116.1999999999998,17166.799999999996,9141.5,96.125,4.125
ID,2020-05-01,15,103,294.0,56.400000000000006,237.6,147.0,96.125,2.625
ID,2020-05-01,16,93,36791.0,3428.5999999999995,33362.40000000001,18395.5,96.375,5.125
ID,2020-05-01,16,94,62.0,1.6000000000000014,60.4,31.0,96.375,4.875
ID,2020-05-01,16,97,1873.0,171.39999999999998,1701.6,936.5,96.375,4.125
ID,2020-05-01,16,104,3342.0,1214.4,2127.6,1671.0,96.375,2.375
ID,2020-05-01,17,93,67523.0,4267.999999999998,63255.0,33761.5,96.625,5.125
ID,2020-05-01,17,94,8425.0,1660.2,6764.8,4212.5,96.625,4.875
ID,2020-05-01,17,96,3956.0,983.6,2972.4,1978.0,96.625,4.375
ID,2020-05-01,17,98,10539.0,2101.2,8437.8,5269.5,96.625,3.875
ID,2020-05-01,18,93,34710.0,4312.000000000002,30398.0,17355.0,96.875,5.125
ID,2020-05-01,18,94,20747.0,4029.4,16717.6,10373.5,96.875,4.875
ID,2020-05-01,18,95,48677.0,4455.2,44221.8,24338.5,96.875,4.625
ID,2020-05-01,18,97,653.0,202.4,450.6,326.5,96.875,4.125
ID,2020-05-01,18,98,14104.0,1370.4,12733.6,7052.0,96.875,3.875
ID,2020-05-01,18,99,9846.0,2470.4,7375.6,4923.0,96.875,3.625
ID,2020-05-01,19,93,61094.0,-2146.8000000000006,63240.8,30547.0,97.125,5.125
ID,2020-05-01,19,94,4871.0,1104.8,3766.2,2435.5,97.125,4.875
ID,2020-05-01,19,95,362.0,11.600000000000009,350.4,181.0,97.125,4.625
ID,2020-05-01,19,96,4961.0,1463.2000000000005,3497.8,2480.5,97.125,4.375
ID,2020-05-01,19,97,1018.0,174.8,843.2,509.0,97.125,4.125
ID,2020-05-01,19,98,61.0,13.6,47.4,30.5,97.125,3.875
ID,2020-05-01,19,99,6129.0,1686.4,4442.599999999999,3064.5,97.125,3.625
ID,2020-05-01,19,105,202.0,-9.599999999999994,211.6,101.0,97.125,2.125
ID,2020-05-01,19,108,1738.0,-326.0,2064.0,869.0,97.125,1.375
ID,2020-05-01,20,93,48227.0,6468.0,41759.00000000001,24113.5,97.375,5.125
ID,2020-05-01,20,94,386.0,101.0,285.0,193.0,97.375,4.875
ID,2020-05-01,20,98,14837.0,2242.2,12594.799999999996,7418.5,97.375,3.875
ID,2020-05-01,20,100,2820.0,735.6,2084.4,1410.0,97.375,3.375
ID,2020-05-01,20,101,35.0,0.0,35.0,17.5,97.375,3.125
ID,2020-05-01,20,108,3965.0,276.2000000000001,3688.8,1982.5,97.375,1.375
ID,2020-05-01,20,109,1610.0,-582.0,2192.0,805.0,97.375,1.125
ID,2020-05-01,20,110,4517.0,-206.2,4723.200000000001,2258.5,97.375,0.875
ID,2020-05-01,21,94,24610.0,4375.199999999999,20234.8,12305.0,97.625,4.875
ID,2020-05-01,21,96,1817.0,406.0,1411.0,908.5,97.625,4.375
ID,2020-05-01,21,97,343.0,71.0,272.0,171.5,97.625,4.125
ID,2020-05-01,21,99,6590.0,974.8,5615.2,3295.0,97.625,3.625
ID,2020-05-01,21,101,938.0,296.40000000000003,641.5999999999999,469.0,97.625,3.125
ID,2020-05-01,21,102,2292.0,486.4,1805.6,1146.0,97.625,2.875
ID,2020-05-01,21,103,1557.0,298.40000000000003,1258.6,778.5,97.625,2.625
ID,2020-05-01,21,109,7543.0,865.2,6677.8,3771.5,97.625,1.125
ID,2020-05-01,21,110,4537.0,408.80000000000007,4128.2,2268.5,97.625,0.875
ID,2020-05-01,22,94,16650.0,2076.4,14573.6,8325.0,97.875,4.875
ID,2020-05-01,22,95,3067.0,675.4,2391.6,1533.5,97.875,4.625
ID,2020-05-01,22,96,83498.0,7454.200000000003,76043.79999999999,41749.0,97.875,4.375
ID,2020-05-01,22,97,7155.0,1711.6,5443.400000000001,3577.5,97.875,4.125
ID,2020-05-01,22,100,28698.0,5092.2,23605.8,14349.0,97.875,3.375
ID,2020-05-01,22,103,17379.0,2225.4000000000005,15153.600000000002,8689.5,97.875,2.625
ID,2020-05-01,22,104,2356.0,668.6000000000001,1687.4,1178.0,97.875,2.375
ID,2020-05-01,22,110,3313.0,469.2000000000001,2843.8,1656.5,97.875,0.875
ID,2020-05-01,22,111,18241.0,2272.4000000000005,15968.6,9120.5,97.875,0.625
ID,2020-05-01,23,96,18138.0,3630.8,14507.2,9069.0,98.125,4.375
ID,2020-05-01,23,97,20188.0,3537.8,16650.199999999997,10094.0,98.125,4.125
ID,2020-05-01,23,98,5571.0,1448.2,4122.8,2785.5,98.125,3.875
ID,2020-05-01,23,99,4701.0,772.0000000000001,3929.0,2350.5,98.125,3.625
ID,2020-05-01,23,100,8504.0,1578.8000000000002,6925.199999999999,4252.0,98.125,3.375
ID,2020-05-01,23,101,21044.0,3060.2,17983.800000000003,10522.0,98.125,3.125
ID,2020-05-01,23,102,10825.0,1475.5999999999997,9349.4,5412.5,98.125,2.875
ID,2020-05-01,23,103,8721.0,2054.9999999999995,6666.000000000001,4360.5,98.125,2.625
ID,2020-05-01,23,104,11995.0,1900.1999999999996,10094.8,5997.5,98.125,2.375
ID,2020-05-01,23,105,1870.0,429.2000000000001,1440.8,935.0,98.125,2.125
ID,2020-05-01,24,98,61751.0,9896.799999999996,51854.19999999999,30875.5,98.375,3.875
ID,2020-05-01,24,99,333104.0,36497.0,296607.0,166552.0,98.375,3.625
ID,2020-05-01,24,100,10022.0,2167.6000000000004,7854.399999999999,5011.0,98.375,3.375
ID,2020-05-01,24,101,15267.0,3179.7999999999997,12087.199999999995,7633.5,98.375,3.125
ID,2020-05-01,24,102,6297.0,1015.8,5281.200000000001,3148.5,98.375,2.875
ID,2020-05-01,24,103,31594.0,2823.0000000000014,28771.0,15797.0,98.375,2.625
ID,2020-05-01,24,104,8099.0,1055.2000000000005,7043.799999999999,4049.5,98.375,2.375
ID,2020-05-01,24,105,1612.0,516.0,1096.0,806.0,98.375,2.125
ID,2020-05-01,25,98,187724.0,23923.6,163800.40000000002,93862.0,98.625,3.875
ID,2020-05-01,25,99,1150322.0,-107838.4,1258160.4000000004,575161.0,98.625,3.625
ID,2020-05-01,25,100,69975.0,2866.6000000000017,67108.4,34987.5,98.625,3.375
ID,2020-05-01,25,101,183134.0,33252.000000000015,149882.00000000003,91567.0,98.625,3.125
ID,2020-05-01,25,102,11268.0,327.0000000000002,10940.999999999996,5634.0,98.625,2.875
ID,2020-05-01,25,103,1264.0,328.0,936.0,632.0,98.625,2.625
ID,2020-05-01,25,105,17914.0,2304.399999999999,15609.6,8957.0,98.625,2.125
ID,2020-05-01,25,106,6209.0,1578.8,4630.2,3104.5,98.625,1.875
