country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2021-03-01,89,96,18482.0,-6285.600000000001,24767.599999999995,9241.0,114.625,4.375
BN,2021-03-01,90,94,82923.0,-24394.4,107317.4,41461.5,114.875,4.875
BN,2021-03-01,91,95,1122.0,-510.4000000000001,1632.4,561.0,115.125,4.625
BN,2021-03-02,89,95,5962.0,-1850.4,7812.4000000000015,2981.0,114.625,4.625
BN,2021-03-02,89,96,18269.0,-5430.000000000003,23698.999999999996,9134.5,114.625,4.375
BN,2021-03-02,90,94,79509.0,-21139.2,100648.2,39754.5,114.875,4.875
BN,2021-03-02,91,95,958.0,-526.8000000000001,1484.8000000000002,479.0,115.125,4.625
BN,2021-03-03,89,95,6124.0,-2106.5,8230.5,3062.0,114.625,4.625
BN,2021-03-03,89,96,18588.0,-5465.0,24053.0,9294.0,114.625,4.375
BN,2021-03-03,90,94,80932.0,-21007.0,101939.0,40466.0,114.875,4.875
BN,2021-03-03,91,95,994.0,-431.0,1425.0,497.0,115.125,4.625
BN,2021-03-04,89,95,5452.0,-1668.4,7120.399999999999,2726.0,114.625,4.625
BN,2021-03-04,89,96,17066.0,-5328.8,22394.8,8533.0,114.625,4.375
BN,2021-03-04,90,94,73884.0,-18720.8,92604.80000000005,36942.0,114.875,4.875
BN,2021-03-04,91,95,816.0,-470.8,1286.8,408.0,115.125,4.625
BN,2021-03-05,89,95,7347.0,-1687.1999999999998,9034.2,3673.5,114.625,4.625
BN,2021-03-05,89,96,19147.0,-5085.999999999998,24233.000000000004,9573.5,114.625,4.375
BN,2021-03-05,90,94,87085.0,-19284.399999999983,106369.4000000001,43542.5,114.875,4.875
BN,2021-03-05,91,95,1161.0,-436.4,1597.3999999999996,580.5,115.125,4.625
BN,2021-03-06,89,95,6206.0,-1778.0000000000005,7983.999999999997,3103.0,114.625,4.625
BN,2021-03-06,89,96,17671.0,-5182.4,22853.400000000005,8835.5,114.625,4.375
BN,2021-03-06,90,94,80109.0,-18963.60000000001,99072.6,40054.5,114.875,4.875
BN,2021-03-06,91,95,1058.0,-448.8,1506.7999999999995,529.0,115.125,4.625
BN,2021-03-07,89,95,7330.0,-1737.6000000000004,9067.599999999997,3665.0,114.625,4.625
BN,2021-03-07,89,96,18990.0,-5007.6,23997.6,9495.0,114.625,4.375
BN,2021-03-07,90,94,85543.0,-19629.600000000017,105172.59999999992,42771.5,114.875,4.875
BN,2021-03-07,91,95,1331.0,-578.4000000000002,1909.4,665.5,115.125,4.625
BN,2021-03-08,89,95,5792.0,-2315.2000000000003,8107.199999999999,2896.0,114.625,4.625
BN,2021-03-08,89,96,17630.0,-5724.400000000002,23354.4,8815.0,114.625,4.375
BN,2021-03-08,90,94,76056.0,-23916.800000000003,99972.8,38028.0,114.875,4.875
BN,2021-03-08,91,95,962.0,-522.8000000000001,1484.8,481.0,115.125,4.625
BN,2021-03-09,89,95,6676.0,-2547.599999999999,9223.600000000004,3338.0,114.625,4.625
BN,2021-03-09,89,96,22354.0,-7265.600000000001,29619.599999999988,11177.0,114.625,4.375
BN,2021-03-09,90,94,95380.0,-27701.2,123081.2,47690.0,114.875,4.875
BN,2021-03-09,91,95,1134.0,-560.8,1694.8,567.0,115.125,4.625
BN,2021-03-10,89,95,5789.0,-2040.0,7829.0,2894.5,114.625,4.625
BN,2021-03-10,89,96,17523.0,-5765.0,23288.0,8761.5,114.625,4.375
BN,2021-03-10,90,94,75884.0,-21664.0,97548.0,37942.0,114.875,4.875
BN,2021-03-10,91,95,1112.0,-397.5,1509.5,556.0,115.125,4.625
BN,2021-03-11,89,95,7005.0,-780.8,7785.799999999999,3502.5,114.625,4.625
