country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2020-09-01,89,96,23168.0,-2767.6000000000013,25935.59999999999,11584.0,114.625,4.375
BN,2020-09-01,90,94,102095.0,-10622.399999999989,112717.39999999998,51047.5,114.875,4.875
BN,2020-09-01,91,95,1728.0,-238.4,1966.4,864.0,115.125,4.625
BN,2020-09-02,89,95,7920.0,-1428.0,9348.0,3960.0,114.625,4.625
BN,2020-09-02,89,96,23083.0,-3029.5,26112.5,11541.5,114.625,4.375
BN,2020-09-02,90,94,101638.0,-11165.0,112803.0,50819.0,114.875,4.875
BN,2020-09-02,91,95,1691.0,-238.5,1929.5,845.5,115.125,4.625
BN,2020-09-03,89,95,8102.0,-1046.0000000000002,9147.999999999998,4051.0,114.625,4.625
BN,2020-09-03,89,96,23268.0,-2620.0000000000005,25888.000000000004,11634.0,114.625,4.375
BN,2020-09-03,90,94,101500.0,-9169.599999999991,110669.6,50750.0,114.875,4.875
BN,2020-09-03,91,95,1584.0,-294.80000000000007,1878.8,792.0,115.125,4.625
BN,2020-09-04,89,95,8409.0,-1038.4,9447.399999999998,4204.5,114.625,4.625
BN,2020-09-04,89,96,23092.0,-2783.2,25875.200000000004,11546.0,114.625,4.375
BN,2020-09-04,90,94,103388.0,-8628.400000000007,112016.40000000013,51694.0,114.875,4.875
BN,2020-09-04,91,95,1555.0,-319.6,1874.6,777.5,115.125,4.625
BN,2020-09-05,89,95,8374.0,-980.4,9354.399999999994,4187.0,114.625,4.625
BN,2020-09-05,89,96,22258.0,-2685.2000000000007,24943.2,11129.0,114.625,4.375
BN,2020-09-05,90,94,101369.0,-9241.999999999998,110611.0,50684.5,114.875,4.875
BN,2020-09-05,91,95,1687.0,-318.0,2005.0,843.5,115.125,4.625
BN,2020-09-06,89,95,8689.0,-1243.2000000000005,9932.199999999995,4344.5,114.625,4.625
BN,2020-09-06,89,96,22459.0,-2871.2,25330.2,11229.5,114.625,4.375
BN,2020-09-06,90,94,100871.0,-10586.00000000001,111456.99999999996,50435.5,114.875,4.875
BN,2020-09-06,91,95,1825.0,-398.4000000000001,2223.4,912.5,115.125,4.625
BN,2020-09-07,89,95,7837.0,-1881.200000000001,9718.2,3918.5,114.625,4.625
BN,2020-09-07,89,96,23053.0,-3213.2000000000007,26266.2,11526.5,114.625,4.375
BN,2020-09-07,90,94,100518.0,-14313.200000000006,114831.2,50259.0,114.875,4.875
BN,2020-09-07,91,95,1704.0,-326.0000000000001,2030.0,852.0,115.125,4.625
BN,2020-09-08,89,95,7879.0,-1290.4000000000003,9169.400000000003,3939.5,114.625,4.625
