country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2021-02-01,89,96,18605.0,-5996.000000000001,24600.999999999996,9302.5,114.625,4.375
BN,2021-02-01,90,94,82683.0,-23767.60000000001,106450.59999999996,41341.5,114.875,4.875
BN,2021-02-01,91,95,1087.0,-442.8,1529.8,543.5,115.125,4.625
BN,2021-02-02,89,95,6582.0,-1714.4000000000003,8296.400000000001,3291.0,114.625,4.625
BN,2021-02-02,89,96,19518.0,-5514.000000000001,25032.0,9759.0,114.625,4.375
BN,2021-02-02,90,94,87727.0,-20273.599999999995,108000.59999999998,43863.5,114.875,4.875
BN,2021-02-02,91,95,1175.0,-420.0,1594.9999999999998,587.5,115.125,4.625
BN,2021-02-03,89,95,6439.0,-1940.5,8379.5,3219.5,114.625,4.625
BN,2021-02-03,89,96,18848.0,-5485.5,24333.5,9424.0,114.625,4.375
BN,2021-02-03,90,94,83763.0,-20463.5,104226.5,41881.5,114.875,4.875
BN,2021-02-03,91,95,1130.0,-519.5,1649.5,565.0,115.125,4.625
BN,2021-02-04,89,95,6015.0,-1825.2000000000005,7840.199999999999,3007.5,114.625,4.625
BN,2021-02-04,89,96,18400.0,-5239.599999999999,23639.60000000001,9200.0,114.625,4.375
BN,2021-02-04,90,94,81591.0,-18724.8,100315.80000000006,40795.5,114.875,4.875
BN,2021-02-04,91,95,936.0,-449.5999999999999,1385.6,468.0,115.125,4.625
BN,2021-02-05,89,95,6381.0,-1869.6,8250.6,3190.5,114.625,4.625
BN,2021-02-05,89,96,17992.0,-5186.799999999997,23178.80000000001,8996.0,114.625,4.375
BN,2021-02-05,90,94,81517.0,-18657.99999999998,100175.0000000001,40758.5,114.875,4.875
BN,2021-02-05,91,95,1160.0,-503.19999999999993,1663.1999999999998,580.0,115.125,4.625
BN,2021-02-06,89,95,6466.0,-1974.4000000000003,8440.399999999998,3233.0,114.625,4.625
BN,2021-02-06,89,96,18429.0,-5108.399999999998,23537.400000000005,9214.5,114.625,4.375
BN,2021-02-06,90,94,83944.0,-18813.599999999988,102757.6,41972.0,114.875,4.875
BN,2021-02-06,91,95,1169.0,-452.4,1621.4,584.5,115.125,4.625
BN,2021-02-07,89,95,7036.0,-1927.6,8963.6,3518.0,114.625,4.625
BN,2021-02-07,89,96,18189.0,-5123.600000000001,23312.6,9094.5,114.625,4.375
BN,2021-02-07,90,94,82200.0,-19465.6,101665.59999999996,41100.0,114.875,4.875
BN,2021-02-07,91,95,1219.0,-557.6,1776.6,609.5,115.125,4.625
BN,2021-02-08,89,95,6079.0,-2447.6000000000013,8526.599999999999,3039.5,114.625,4.625
BN,2021-02-08,89,96,17930.0,-5852.000000000003,23782.0,8965.0,114.625,4.375
BN,2021-02-08,90,94,79062.0,-23798.4,102860.39999999998,39531.0,114.875,4.875
BN,2021-02-08,91,95,983.0,-497.2000000000001,1480.2,491.5,115.125,4.625
BN,2021-02-09,89,95,6132.0,-1978.4,8110.400000000001,3066.0,114.625,4.625
BN,2021-02-09,89,96,18679.0,-5774.000000000004,24452.999999999996,9339.5,114.625,4.375
BN,2021-02-09,90,94,82359.0,-21697.2,104056.19999999998,41179.5,114.875,4.875
BN,2021-02-09,91,95,1098.0,-436.4,1534.4,549.0,115.125,4.625
BN,2021-02-10,89,95,5465.0,-2097.5,7562.5,2732.5,114.625,4.625
BN,2021-02-10,89,96,17877.0,-5640.5,23517.5,8938.5,114.625,4.375
BN,2021-02-10,90,94,75842.0,-21842.0,97684.0,37921.0,114.875,4.875
BN,2021-02-10,91,95,992.0,-456.0,1448.0,496.0,115.125,4.625
BN,2021-02-11,89,95,5558.0,-1827.6,7385.6,2779.0,114.625,4.625
BN,2021-02-11,89,96,17894.0,-4890.0,22784.0,8947.0,114.625,4.375
BN,2021-02-11,90,94,76892.0,-18747.599999999995,95639.60000000006,38446.0,114.875,4.875
BN,2021-02-11,91,95,926.0,-470.7999999999999,1396.8000000000002,463.0,115.125,4.625
BN,2021-02-12,89,95,7316.0,-1218.8000000000002,8534.800000000001,3658.0,114.625,4.625
BN,2021-02-12,89,96,18817.0,-3566.7999999999997,22383.799999999992,9408.5,114.625,4.375
BN,2021-02-12,90,94,85293.0,-12846.000000000004,98139.00000000007,42646.5,114.875,4.875
BN,2021-02-12,91,95,1432.0,-268.4,1700.3999999999996,716.0,115.125,4.625
BN,2021-02-13,89,95,6630.0,-1113.1999999999996,7743.199999999999,3315.0,114.625,4.625
BN,2021-02-13,89,96,17466.0,-3995.6,21461.599999999995,8733.0,114.625,4.375
