lon,lat,Code,Country
105.625,15.625,THA,Thailand
97.875,20.125,MMR,Myanmar
101.625,20.125,LAO,Laos
108.375,14.125,VNM,Vietnam
94.375,16.125,MMR,Myanmar
98.625,13.375,MMR,Myanmar
104.125,21.625,VNM,Vietnam
114.375,-0.625,IDN,Indonesia
114.625,-2.625,IDN,Indonesia
102.875,18.125,LAO,Laos
96.625,18.875,MMR,Myanmar
98.875,23.375,MMR,Myanmar
113.625,3.625,MYS,Malaysia
93.625,20.375,MMR,Myanmar
120.875,15.125,PHL,Philippines
111.875,-2.875,IDN,Indonesia
104.125,-4.875,IDN,Indonesia
102.625,-1.625,IDN,Indonesia
97.875,27.125,MMR,Myanmar
102.875,12.125,KHM,Cambodia
98.375,12.375,MMR,Myanmar
111.875,0.625,IDN,Indonesia
96.625,27.125,MMR,Myanmar
124.375,6.375,PHL,Philippines
125.375,6.125,PHL,Philippines
102.875,-2.375,IDN,Indonesia
100.875,20.875,LAO,Laos
105.375,22.125,VNM,Vietnam
106.625,17.375,VNM,Vietnam
103.375,16.125,THA,Thailand
101.625,-2.375,IDN,Indonesia
119.875,-1.125,IDN,Indonesia
113.625,3.125,MYS,Malaysia
106.625,14.875,LAO,Laos
101.625,-2.125,IDN,Indonesia
97.875,16.375,MMR,Myanmar
103.625,17.375,THA,Thailand
108.875,12.625,VNM,Vietnam
101.375,18.125,LAO,Laos
105.125,10.875,VNM,Vietnam
101.125,0.625,IDN,Indonesia
105.625,10.125,VNM,Vietnam
137.125,-2.875,IDN,Indonesia
102.375,-2.625,IDN,Indonesia
117.375,4.875,MYS,Malaysia
108.375,11.875,VNM,Vietnam
128.125,1.125,IDN,Indonesia
103.625,13.125,KHM,Cambodia
140.125,-3.125,IDN,Indonesia
105.125,21.875,VNM,Vietnam
104.625,14.375,KHM,Cambodia
98.875,3.375,IDN,Indonesia
137.125,-4.625,IDN,Indonesia
100.375,13.875,THA,Thailand
103.375,19.375,LAO,Laos
109.375,-0.125,IDN,Indonesia
124.125,0.625,IDN,Indonesia
137.625,-1.875,IDN,Indonesia
100.625,-0.125,IDN,Indonesia
98.875,9.625,THA,Thailand
106.375,12.625,KHM,Cambodia
121.875,16.125,PHL,Philippines
103.375,17.125,THA,Thailand
120.125,-8.625,IDN,Indonesia
95.375,19.875,MMR,Myanmar
102.625,3.125,MYS,Malaysia
134.375,-3.875,IDN,Indonesia
121.875,-2.625,IDN,Indonesia
100.875,16.375,THA,Thailand
130.875,-0.125,IDN,Indonesia
132.625,-0.625,IDN,Indonesia
121.375,15.375,PHL,Philippines
112.125,-2.875,IDN,Indonesia
108.625,-7.625,IDN,Indonesia
114.125,-1.625,IDN,Indonesia
101.875,21.875,LAO,Laos
98.625,27.375,MMR,Myanmar
103.875,21.625,VNM,Vietnam
105.125,-5.625,IDN,Indonesia
115.875,-1.625,IDN,Indonesia
95.375,16.625,MMR,Myanmar
111.375,1.625,MYS,Malaysia
116.375,-1.875,IDN,Indonesia
104.375,14.875,THA,Thailand
124.625,12.375,PHL,Philippines
101.875,-2.875,IDN,Indonesia
111.625,2.125,MYS,Malaysia
109.625,1.375,IDN,Indonesia
102.625,2.875,MYS,Malaysia
102.125,-3.125,IDN,Indonesia
97.875,27.375,MMR,Myanmar
115.875,-3.375,IDN,Indonesia
140.625,-2.875,IDN,Indonesia
101.375,-1.375,IDN,Indonesia
104.375,-5.125,IDN,Indonesia
102.875,11.875,KHM,Cambodia
140.875,-6.125,IDN,Indonesia
98.125,2.625,IDN,Indonesia
99.875,-0.125,IDN,Indonesia
97.375,16.625,MMR,Myanmar
97.875,22.375,MMR,Myanmar
111.875,-0.375,IDN,Indonesia
125.125,1.625,IDN,Indonesia
100.125,2.625,IDN,Indonesia
135.875,-3.625,IDN,Indonesia
123.125,13.625,PHL,Philippines
114.625,1.125,IDN,Indonesia
105.875,22.125,VNM,Vietnam
99.125,20.875,MMR,Myanmar
104.125,-3.375,IDN,Indonesia
124.625,-8.375,IDN,Indonesia
112.125,2.375,MYS,Malaysia
97.875,26.875,MMR,Myanmar
101.125,-0.375,IDN,Indonesia
98.875,12.125,MMR,Myanmar
112.375,-6.875,IDN,Indonesia
124.375,12.375,PHL,Philippines
105.375,11.625,KHM,Cambodia
100.875,-0.125,IDN,Indonesia
105.375,14.875,THA,Thailand
103.125,-3.125,IDN,Indonesia
94.875,16.625,MMR,Myanmar
99.125,21.875,MMR,Myanmar
110.625,-7.375,IDN,Indonesia
97.375,17.875,MMR,Myanmar
102.125,4.875,MYS,Malaysia
114.375,-7.875,IDN,Indonesia
106.625,22.625,VNM,Vietnam
106.125,14.375,LAO,Laos
131.625,-0.875,IDN,Indonesia
122.125,12.625,PHL,Philippines
117.125,5.875,MYS,Malaysia
117.625,-8.875,IDN,Indonesia
105.125,-3.125,IDN,Indonesia
140.875,-5.875,IDN,Indonesia
103.625,-4.375,IDN,Indonesia
100.375,17.375,THA,Thailand
112.375,-1.625,IDN,Indonesia
103.125,3.625,MYS,Malaysia
101.125,0.375,IDN,Indonesia
120.875,-1.875,IDN,Indonesia
138.125,-5.125,IDN,Indonesia
138.125,-1.625,IDN,Indonesia
94.875,17.625,MMR,Myanmar
117.625,4.875,MYS,Malaysia
110.625,1.375,MYS,Malaysia
97.125,18.625,MMR,Myanmar
121.125,16.875,PHL,Philippines
114.125,0.625,IDN,Indonesia
95.625,22.875,MMR,Myanmar
125.125,10.625,PHL,Philippines
139.625,-3.375,IDN,Indonesia
108.125,12.375,VNM,Vietnam
115.125,1.875,IDN,Indonesia
123.125,11.375,PHL,Philippines
103.375,-4.375,IDN,Indonesia
103.625,2.375,MYS,Malaysia
102.125,-1.375,IDN,Indonesia
139.125,-5.125,IDN,Indonesia
133.875,-3.375,IDN,Indonesia
116.875,6.375,MYS,Malaysia
96.125,24.125,MMR,Myanmar
98.375,15.375,MMR,Myanmar
113.875,3.375,MYS,Malaysia
102.375,-0.125,IDN,Indonesia
103.625,2.625,MYS,Malaysia
101.625,14.875,THA,Thailand
107.125,16.625,VNM,Vietnam
120.875,16.125,PHL,Philippines
120.125,-1.125,IDN,Indonesia
102.625,4.625,MYS,Malaysia
103.625,15.625,THA,Thailand
116.375,2.125,IDN,Indonesia
134.625,-5.875,IDN,Indonesia
115.375,-0.375,IDN,Indonesia
97.875,14.875,MMR,Myanmar
110.625,-7.125,IDN,Indonesia
122.625,14.125,PHL,Philippines
120.125,0.375,IDN,Indonesia
98.625,17.875,THA,Thailand
115.625,1.375,IDN,Indonesia
138.125,-7.625,IDN,Indonesia
109.875,0.125,IDN,Indonesia
106.625,11.625,VNM,Vietnam
102.125,-0.625,IDN,Indonesia
116.125,0.125,IDN,Indonesia
134.125,-3.375,IDN,Indonesia
105.125,19.375,VNM,Vietnam
140.125,-6.875,IDN,Indonesia
105.625,19.875,VNM,Vietnam
117.625,2.125,IDN,Indonesia
106.375,9.875,VNM,Vietnam
96.875,4.375,IDN,Indonesia
105.875,22.625,VNM,Vietnam
118.125,1.125,IDN,Indonesia
103.625,17.625,THA,Thailand
104.875,-2.375,IDN,Indonesia
98.875,9.875,THA,Thailand
140.375,-8.375,IDN,Indonesia
95.875,25.375,MMR,Myanmar
110.125,-7.375,IDN,Indonesia
121.625,0.625,IDN,Indonesia
131.625,-7.625,IDN,Indonesia
116.875,-0.625,IDN,Indonesia
136.125,-1.125,IDN,Indonesia
100.875,21.125,LAO,Laos
104.125,17.125,THA,Thailand
106.125,10.875,KHM,Cambodia
106.625,14.625,LAO,Laos
107.875,21.625,VNM,Vietnam
132.625,-1.875,IDN,Indonesia
140.875,-3.625,IDN,Indonesia
128.125,-1.625,IDN,Indonesia
140.375,-6.625,IDN,Indonesia
104.875,14.625,THA,Thailand
124.375,7.625,PHL,Philippines
119.875,-0.875,IDN,Indonesia
100.875,20.125,LAO,Laos
105.625,21.375,VNM,Vietnam
103.875,20.625,LAO,Laos
113.625,2.125,MYS,Malaysia
117.375,4.125,IDN,Indonesia
97.375,4.125,IDN,Indonesia
107.625,12.375,VNM,Vietnam
93.625,21.375,MMR,Myanmar
98.125,16.875,MMR,Myanmar
94.625,21.625,MMR,Myanmar
127.625,1.375,IDN,Indonesia
139.125,-4.625,IDN,Indonesia
140.875,-4.125,IDN,Indonesia
103.125,0.875,IDN,Indonesia
120.375,15.125,PHL,Philippines
100.875,-1.875,IDN,Indonesia
108.375,15.625,VNM,Vietnam
103.875,19.625,LAO,Laos
99.375,19.875,THA,Thailand
103.125,14.875,THA,Thailand
98.375,3.375,IDN,Indonesia
122.125,0.625,IDN,Indonesia
102.625,17.125,THA,Thailand
95.875,24.875,MMR,Myanmar
115.625,-1.125,IDN,Indonesia
102.125,-1.125,IDN,Indonesia
106.125,11.625,VNM,Vietnam
140.375,-6.375,IDN,Indonesia
136.125,-3.625,IDN,Indonesia
122.625,-5.625,IDN,Indonesia
112.625,-3.375,IDN,Indonesia
99.125,13.625,MMR,Myanmar
116.125,3.375,IDN,Indonesia
107.875,-6.875,IDN,Indonesia
120.875,15.625,PHL,Philippines
102.375,21.375,LAO,Laos
117.125,4.375,MYS,Malaysia
103.375,-1.125,IDN,Indonesia
102.625,16.875,THA,Thailand
119.625,-2.625,IDN,Indonesia
99.375,8.875,THA,Thailand
99.125,8.625,THA,Thailand
106.625,-6.625,IDN,Indonesia
137.875,-3.625,IDN,Indonesia
102.125,20.375,LAO,Laos
95.125,19.625,MMR,Myanmar
112.875,-8.125,IDN,Indonesia
107.625,-6.875,IDN,Indonesia
122.125,-1.375,IDN,Indonesia
106.625,16.375,LAO,Laos
106.375,-2.875,IDN,Indonesia
100.875,0.875,IDN,Indonesia
98.625,18.375,THA,Thailand
97.625,26.625,MMR,Myanmar
138.875,-5.875,IDN,Indonesia
106.125,22.375,VNM,Vietnam
96.125,24.625,MMR,Myanmar
101.125,16.375,THA,Thailand
105.625,17.875,VNM,Vietnam
103.625,18.875,LAO,Laos
97.125,21.375,MMR,Myanmar
112.625,-2.625,IDN,Indonesia
116.875,5.375,MYS,Malaysia
101.875,-2.125,IDN,Indonesia
102.375,20.375,LAO,Laos
118.625,0.875,IDN,Indonesia
115.875,0.625,IDN,Indonesia
110.625,-0.875,IDN,Indonesia
96.125,5.125,IDN,Indonesia
117.625,8.875,PHL,Philippines
118.125,-8.875,IDN,Indonesia
132.875,-1.125,IDN,Indonesia
94.125,20.125,MMR,Myanmar
106.375,11.375,VNM,Vietnam
101.625,17.125,THA,Thailand
103.125,2.625,MYS,Malaysia
111.125,0.375,IDN,Indonesia
100.375,7.125,THA,Thailand
105.125,20.625,VNM,Vietnam
98.625,3.875,IDN,Indonesia
106.625,20.875,VNM,Vietnam
98.375,18.125,THA,Thailand
101.625,15.375,THA,Thailand
115.625,-3.125,IDN,Indonesia
122.375,-1.125,IDN,Indonesia
139.125,-2.125,IDN,Indonesia
97.125,17.125,MMR,Myanmar
133.625,-2.625,IDN,Indonesia
107.125,13.625,KHM,Cambodia
114.625,2.375,MYS,Malaysia
123.125,10.125,PHL,Philippines
98.125,26.875,MMR,Myanmar
101.625,-1.375,IDN,Indonesia
99.625,14.875,THA,Thailand
99.875,1.875,IDN,Indonesia
94.875,24.375,MMR,Myanmar
111.625,-2.125,IDN,Indonesia
115.375,1.875,IDN,Indonesia
100.375,20.875,MMR,Myanmar
103.875,-1.125,IDN,Indonesia
100.375,6.875,THA,Thailand
119.625,-5.375,IDN,Indonesia
112.375,1.875,MYS,Malaysia
112.125,-1.875,IDN,Indonesia
121.375,14.125,PHL,Philippines
121.375,17.625,PHL,Philippines
112.125,-2.375,IDN,Indonesia
98.625,9.875,THA,Thailand
107.625,-7.125,IDN,Indonesia
122.875,7.625,PHL,Philippines
105.625,-1.875,IDN,Indonesia
140.875,-8.125,IDN,Indonesia
98.125,26.625,MMR,Myanmar
100.625,21.125,MMR,Myanmar
105.625,18.875,VNM,Vietnam
121.375,15.125,PHL,Philippines
105.375,22.875,VNM,Vietnam
107.125,21.625,VNM,Vietnam
107.875,12.625,VNM,Vietnam
115.875,4.875,MYS,Malaysia
108.125,14.375,VNM,Vietnam
100.875,15.875,THA,Thailand
110.875,1.125,MYS,Malaysia
116.875,6.125,MYS,Malaysia
106.625,-6.375,IDN,Indonesia
97.375,27.125,MMR,Myanmar
119.625,-2.125,IDN,Indonesia
104.875,16.625,LAO,Laos
96.625,16.875,MMR,Myanmar
114.875,4.625,MYS,Malaysia
138.875,-4.375,IDN,Indonesia
103.625,12.875,KHM,Cambodia
107.625,-3.125,IDN,Indonesia
112.625,-7.625,IDN,Indonesia
112.625,1.875,MYS,Malaysia
106.125,16.875,LAO,Laos
101.375,3.625,MYS,Malaysia
101.875,2.875,MYS,Malaysia
106.125,-6.125,IDN,Indonesia
94.875,21.125,MMR,Myanmar
97.875,16.625,MMR,Myanmar
113.125,-1.125,IDN,Indonesia
102.625,-4.125,IDN,Indonesia
118.875,-8.625,IDN,Indonesia
96.875,4.875,IDN,Indonesia
102.125,2.375,MYS,Malaysia
97.625,25.375,MMR,Myanmar
104.625,-5.375,IDN,Indonesia
113.125,-1.375,IDN,Indonesia
120.625,15.375,PHL,Philippines
119.875,-9.875,IDN,Indonesia
99.875,21.375,MMR,Myanmar
108.125,-6.625,IDN,Indonesia
130.625,-3.625,IDN,Indonesia
107.375,16.375,VNM,Vietnam
94.375,21.125,MMR,Myanmar
137.875,-2.375,IDN,Indonesia
106.375,14.375,KHM,Cambodia
140.375,-2.625,IDN,Indonesia
99.125,17.375,THA,Thailand
138.875,-3.625,IDN,Indonesia
99.375,15.625,THA,Thailand
96.625,19.125,MMR,Myanmar
103.125,22.375,VNM,Vietnam
140.625,-5.125,IDN,Indonesia
140.625,-8.625,IDN,Indonesia
105.875,13.875,KHM,Cambodia
103.125,-4.125,IDN,Indonesia
125.375,11.875,PHL,Philippines
103.625,-1.375,IDN,Indonesia
102.875,16.625,THA,Thailand
103.375,-0.875,IDN,Indonesia
101.375,-2.625,IDN,Indonesia
102.125,16.875,THA,Thailand
107.875,-7.625,IDN,Indonesia
97.125,25.875,MMR,Myanmar
140.125,-6.375,IDN,Indonesia
119.625,-9.625,IDN,Indonesia
139.875,-7.875,IDN,Indonesia
97.375,23.125,MMR,Myanmar
105.125,10.625,VNM,Vietnam
103.375,15.625,THA,Thailand
125.125,11.625,PHL,Philippines
125.375,5.625,PHL,Philippines
118.375,1.375,IDN,Indonesia
121.125,-8.625,IDN,Indonesia
104.875,8.875,VNM,Vietnam
113.625,3.875,MYS,Malaysia
102.625,15.625,THA,Thailand
121.625,-1.625,IDN,Indonesia
100.875,19.875,LAO,Laos
107.375,14.875,LAO,Laos
95.375,24.625,MMR,Myanmar
115.125,-8.625,IDN,Indonesia
122.125,-2.875,IDN,Indonesia
115.375,-1.375,IDN,Indonesia
100.375,-0.625,IDN,Indonesia
105.125,15.125,THA,Thailand
102.125,16.375,THA,Thailand
121.125,15.875,PHL,Philippines
133.625,-2.125,IDN,Indonesia
96.375,23.625,MMR,Myanmar
101.875,13.875,THA,Thailand
104.625,13.625,KHM,Cambodia
99.375,17.125,THA,Thailand
124.125,0.875,IDN,Indonesia
96.875,19.125,MMR,Myanmar
108.625,14.375,VNM,Vietnam
109.375,-7.375,IDN,Indonesia
116.125,3.625,IDN,Indonesia
104.125,16.375,THA,Thailand
97.125,27.375,MMR,Myanmar
96.125,18.375,MMR,Myanmar
121.875,-1.125,IDN,Indonesia
100.125,8.375,THA,Thailand
116.625,-1.375,IDN,Indonesia
114.125,-1.125,IDN,Indonesia
102.125,5.875,MYS,Malaysia
109.375,1.875,IDN,Indonesia
104.625,13.375,KHM,Cambodia
101.375,13.375,THA,Thailand
106.375,10.375,VNM,Vietnam
113.375,-1.375,IDN,Indonesia
108.125,14.875,VNM,Vietnam
104.625,12.375,KHM,Cambodia
99.125,10.125,THA,Thailand
115.375,3.625,MYS,Malaysia
100.875,6.375,THA,Thailand
104.125,12.125,KHM,Cambodia
101.625,6.125,THA,Thailand
126.375,7.125,PHL,Philippines
137.875,-4.625,IDN,Indonesia
94.625,17.125,MMR,Myanmar
111.875,-0.625,IDN,Indonesia
102.875,18.875,LAO,Laos
122.625,10.875,PHL,Philippines
111.375,-0.625,IDN,Indonesia
115.375,5.375,MYS,Malaysia
98.875,2.125,IDN,Indonesia
121.875,0.625,IDN,Indonesia
102.875,3.375,MYS,Malaysia
124.625,12.125,PHL,Philippines
136.875,-4.625,IDN,Indonesia
104.375,13.625,KHM,Cambodia
97.125,20.375,MMR,Myanmar
102.375,0.125,IDN,Indonesia
101.375,-0.625,IDN,Indonesia
117.875,2.125,IDN,Indonesia
95.875,20.375,MMR,Myanmar
101.625,1.625,IDN,Indonesia
136.375,-1.875,IDN,Indonesia
98.375,16.125,MMR,Myanmar
137.875,-3.875,IDN,Indonesia
133.375,-3.625,IDN,Indonesia
105.875,-1.875,IDN,Indonesia
105.625,20.125,VNM,Vietnam
114.375,1.625,MYS,Malaysia
111.375,1.125,MYS,Malaysia
99.125,15.625,THA,Thailand
125.125,6.125,PHL,Philippines
138.625,-3.625,IDN,Indonesia
94.125,22.375,MMR,Myanmar
120.375,-2.625,IDN,Indonesia
105.625,13.625,KHM,Cambodia
124.625,-9.375,IDN,Indonesia
104.625,16.125,THA,Thailand
98.625,17.625,THA,Thailand
95.625,24.125,MMR,Myanmar
124.125,13.625,PHL,Philippines
97.875,25.875,MMR,Myanmar
124.375,8.125,PHL,Philippines
98.375,18.375,THA,Thailand
129.375,-3.125,IDN,Indonesia
108.375,12.625,VNM,Vietnam
115.625,-0.875,IDN,Indonesia
101.625,-2.625,IDN,Indonesia
99.625,13.625,THA,Thailand
106.125,16.375,LAO,Laos
101.375,15.375,THA,Thailand
115.375,3.375,MYS,Malaysia
119.125,5.375,MYS,Malaysia
115.625,2.375,IDN,Indonesia
104.875,11.875,KHM,Cambodia
101.125,0.875,IDN,Indonesia
93.875,20.625,MMR,Myanmar
114.625,-0.875,IDN,Indonesia
102.875,21.625,LAO,Laos
137.625,-5.125,IDN,Indonesia
121.125,-1.875,IDN,Indonesia
119.375,-1.375,IDN,Indonesia
102.625,4.375,MYS,Malaysia
125.125,7.625,PHL,Philippines
139.875,-6.125,IDN,Indonesia
120.875,15.375,PHL,Philippines
104.125,-3.875,IDN,Indonesia
102.375,5.625,MYS,Malaysia
94.375,22.375,MMR,Myanmar
115.375,0.375,IDN,Indonesia
102.375,4.625,MYS,Malaysia
102.125,14.125,THA,Thailand
104.875,-5.125,IDN,Indonesia
109.125,13.125,VNM,Vietnam
99.375,17.375,THA,Thailand
120.875,-8.375,IDN,Indonesia
103.625,20.125,LAO,Laos
101.875,22.125,LAO,Laos
136.375,-4.375,IDN,Indonesia
98.375,27.375,MMR,Myanmar
133.625,-1.625,IDN,Indonesia
102.125,14.875,THA,Thailand
139.625,-5.625,IDN,Indonesia
97.625,0.875,IDN,Indonesia
125.625,9.625,PHL,Philippines
101.375,3.125,MYS,Malaysia
131.375,-1.125,IDN,Indonesia
126.375,7.625,PHL,Philippines
96.625,4.875,IDN,Indonesia
117.375,0.625,IDN,Indonesia
115.375,2.875,IDN,Indonesia
95.375,20.875,MMR,Myanmar
117.125,2.125,IDN,Indonesia
105.625,10.875,VNM,Vietnam
133.125,-2.125,IDN,Indonesia
102.375,15.625,THA,Thailand
106.875,16.625,VNM,Vietnam
95.125,18.375,MMR,Myanmar
112.625,2.875,MYS,Malaysia
126.125,7.875,PHL,Philippines
108.625,15.375,VNM,Vietnam
120.125,-1.875,IDN,Indonesia
107.625,10.875,VNM,Vietnam
95.875,23.375,MMR,Myanmar
111.625,-2.875,IDN,Indonesia
105.875,9.375,VNM,Vietnam
118.125,-8.375,IDN,Indonesia
102.875,-3.875,IDN,Indonesia
120.875,-2.125,IDN,Indonesia
104.625,-4.625,IDN,Indonesia
100.125,21.125,MMR,Myanmar
134.375,-5.875,IDN,Indonesia
105.625,18.125,VNM,Vietnam
96.375,22.125,MMR,Myanmar
101.875,20.875,LAO,Laos
119.875,5.125,PHL,Philippines
102.375,19.125,LAO,Laos
136.875,-3.125,IDN,Indonesia
108.875,-7.125,IDN,Indonesia
111.625,-1.125,IDN,Indonesia
107.875,-2.625,IDN,Indonesia
104.125,17.875,THA,Thailand
114.375,-2.375,IDN,Indonesia
95.375,16.125,MMR,Myanmar
107.375,14.125,VNM,Vietnam
96.625,5.125,IDN,Indonesia
105.625,15.125,LAO,Laos
104.875,10.375,VNM,Vietnam
98.125,21.375,MMR,Myanmar
103.625,18.375,THA,Thailand
117.125,-0.625,IDN,Indonesia
126.125,-7.875,IDN,Indonesia
116.125,2.125,IDN,Indonesia
124.375,-9.875,IDN,Indonesia
96.375,18.625,MMR,Myanmar
110.125,-7.125,IDN,Indonesia
129.625,-7.875,IDN,Indonesia
112.375,0.875,IDN,Indonesia
125.625,10.375,PHL,Philippines
117.625,3.625,IDN,Indonesia
103.375,13.375,KHM,Cambodia
98.125,17.625,THA,Thailand
106.125,22.125,VNM,Vietnam
101.625,19.375,LAO,Laos
139.875,-3.625,IDN,Indonesia
119.625,-3.125,IDN,Indonesia
95.625,26.125,MMR,Myanmar
96.375,5.125,IDN,Indonesia
102.875,17.375,THA,Thailand
105.375,9.125,VNM,Vietnam
109.875,1.125,IDN,Indonesia
129.375,-2.875,IDN,Indonesia
100.875,15.375,THA,Thailand
122.875,9.625,PHL,Philippines
103.875,13.625,KHM,Cambodia
103.375,4.125,MYS,Malaysia
105.375,9.875,VNM,Vietnam
109.125,1.375,IDN,Indonesia
100.125,15.875,THA,Thailand
96.125,21.375,MMR,Myanmar
101.625,5.875,MYS,Malaysia
106.375,20.875,VNM,Vietnam
117.375,-0.875,IDN,Indonesia
107.125,21.375,VNM,Vietnam
103.875,2.125,MYS,Malaysia
104.875,-2.125,IDN,Indonesia
133.875,-1.875,IDN,Indonesia
121.875,-3.875,IDN,Indonesia
134.375,-2.125,IDN,Indonesia
101.875,17.625,THA,Thailand
103.125,18.375,LAO,Laos
94.375,19.875,MMR,Myanmar
99.125,16.375,THA,Thailand
115.125,0.875,IDN,Indonesia
103.375,15.125,THA,Thailand
102.875,-3.375,IDN,Indonesia
104.875,-3.875,IDN,Indonesia
95.125,23.625,MMR,Myanmar
125.625,9.375,PHL,Philippines
99.875,19.125,THA,Thailand
106.625,11.375,VNM,Vietnam
112.875,-3.125,IDN,Indonesia
101.875,21.125,LAO,Laos
104.875,19.625,VNM,Vietnam
99.875,20.875,MMR,Myanmar
103.125,-2.375,IDN,Indonesia
102.625,0.375,IDN,Indonesia
124.375,6.125,PHL,Philippines
140.875,-8.375,IDN,Indonesia
121.125,17.875,PHL,Philippines
104.125,20.125,LAO,Laos
120.125,-3.875,IDN,Indonesia
132.125,-1.875,IDN,Indonesia
107.625,14.625,VNM,Vietnam
108.125,13.875,VNM,Vietnam
120.125,-4.125,IDN,Indonesia
140.625,-4.125,IDN,Indonesia
139.625,-6.875,IDN,Indonesia
110.375,-0.125,IDN,Indonesia
107.375,-6.375,IDN,Indonesia
114.375,4.375,BRN,Brunei
96.375,19.125,MMR,Myanmar
140.375,-7.625,IDN,Indonesia
105.375,14.375,LAO,Laos
120.375,-9.875,IDN,Indonesia
115.125,0.125,IDN,Indonesia
95.125,18.625,MMR,Myanmar
102.625,12.375,THA,Thailand
98.125,14.875,MMR,Myanmar
110.625,-7.875,IDN,Indonesia
99.125,16.875,THA,Thailand
96.375,18.375,MMR,Myanmar
128.125,-3.625,IDN,Indonesia
97.625,22.375,MMR,Myanmar
97.375,27.375,MMR,Myanmar
103.875,22.375,VNM,Vietnam
95.875,23.125,MMR,Myanmar
123.125,-4.625,IDN,Indonesia
96.375,4.875,IDN,Indonesia
114.625,-0.125,IDN,Indonesia
103.375,2.875,MYS,Malaysia
116.375,0.125,IDN,Indonesia
101.875,0.125,IDN,Indonesia
103.875,12.125,KHM,Cambodia
114.875,3.125,MYS,Malaysia
110.875,-7.875,IDN,Indonesia
112.625,-8.375,IDN,Indonesia
105.125,14.625,THA,Thailand
117.375,-0.375,IDN,Indonesia
113.125,2.125,MYS,Malaysia
140.625,-7.375,IDN,Indonesia
98.125,2.875,IDN,Indonesia
102.125,0.125,IDN,Indonesia
115.375,-1.625,IDN,Indonesia
125.125,10.375,PHL,Philippines
122.125,-3.875,IDN,Indonesia
96.875,21.125,MMR,Myanmar
108.375,-7.375,IDN,Indonesia
134.375,-2.875,IDN,Indonesia
96.625,22.375,MMR,Myanmar
97.375,17.375,MMR,Myanmar
134.125,-1.375,IDN,Indonesia
95.625,20.375,MMR,Myanmar
118.875,5.125,MYS,Malaysia
114.375,-1.875,IDN,Indonesia
116.875,0.375,IDN,Indonesia
119.625,-1.875,IDN,Indonesia
113.375,-1.625,IDN,Indonesia
101.875,22.375,LAO,Laos
99.125,11.125,MMR,Myanmar
110.125,0.375,IDN,Indonesia
119.875,12.125,PHL,Philippines
94.625,16.125,MMR,Myanmar
102.875,16.125,THA,Thailand
98.875,2.625,IDN,Indonesia
111.875,-7.625,IDN,Indonesia
104.875,21.375,VNM,Vietnam
93.875,23.875,MMR,Myanmar
115.625,-2.375,IDN,Indonesia
116.125,4.125,IDN,Indonesia
105.125,22.625,VNM,Vietnam
123.125,9.375,PHL,Philippines
132.625,-3.125,IDN,Indonesia
99.875,17.875,THA,Thailand
95.375,17.875,MMR,Myanmar
110.125,-0.375,IDN,Indonesia
133.125,-2.875,IDN,Indonesia
100.375,1.625,IDN,Indonesia
102.375,18.375,LAO,Laos
106.375,14.875,LAO,Laos
101.875,17.125,THA,Thailand
105.625,11.875,KHM,Cambodia
106.375,20.375,VNM,Vietnam
105.125,12.375,KHM,Cambodia
101.375,14.125,THA,Thailand
105.125,14.875,THA,Thailand
97.125,20.875,MMR,Myanmar
120.375,-3.375,IDN,Indonesia
99.875,13.125,THA,Thailand
102.625,-0.125,IDN,Indonesia
140.125,-7.875,IDN,Indonesia
132.375,-0.625,IDN,Indonesia
121.375,-8.625,IDN,Indonesia
138.875,-7.875,IDN,Indonesia
125.875,7.625,PHL,Philippines
101.375,6.375,THA,Thailand
134.375,-6.375,IDN,Indonesia
106.875,11.875,VNM,Vietnam
116.625,6.375,MYS,Malaysia
107.625,14.125,VNM,Vietnam
105.875,-2.375,IDN,Indonesia
115.125,4.125,MYS,Malaysia
97.625,21.875,MMR,Myanmar
131.375,-1.375,IDN,Indonesia
100.125,17.125,THA,Thailand
126.125,7.625,PHL,Philippines
97.625,28.125,MMR,Myanmar
98.625,22.625,MMR,Myanmar
116.875,3.875,IDN,Indonesia
117.125,4.625,MYS,Malaysia
104.125,11.375,KHM,Cambodia
114.875,3.625,MYS,Malaysia
112.125,-2.125,IDN,Indonesia
99.875,19.375,THA,Thailand
115.875,4.125,IDN,Indonesia
97.625,4.625,IDN,Indonesia
115.375,0.625,IDN,Indonesia
105.375,17.125,LAO,Laos
131.875,-0.875,IDN,Indonesia
118.625,5.125,MYS,Malaysia
139.375,-6.625,IDN,Indonesia
113.375,-2.125,IDN,Indonesia
117.625,5.625,MYS,Malaysia
97.625,25.875,MMR,Myanmar
120.625,18.125,PHL,Philippines
118.125,4.375,MYS,Malaysia
114.875,1.375,IDN,Indonesia
104.875,11.375,KHM,Cambodia
116.125,-3.125,IDN,Indonesia
98.125,9.875,MMR,Myanmar
105.125,9.625,VNM,Vietnam
96.375,25.875,MMR,Myanmar
99.875,18.375,THA,Thailand
102.375,15.125,THA,Thailand
119.375,-2.125,IDN,Indonesia
105.875,-2.125,IDN,Indonesia
104.625,20.375,LAO,Laos
104.375,-3.375,IDN,Indonesia
94.625,16.875,MMR,Myanmar
122.375,-8.625,IDN,Indonesia
109.625,1.625,IDN,Indonesia
103.875,20.125,LAO,Laos
123.375,13.625,PHL,Philippines
105.625,22.375,VNM,Vietnam
