,date,country,driving,walking
3925,2021/9/22,Thailand,60.23,45.19
3926,2021/9/23,Thailand,68.91,47.41
3927,2021/9/24,Thailand,75.36,50.09
3928,2021/9/25,Thailand,76.79,51.13
3929,2021/9/26,Thailand,68.74,44.54
3930,2021/9/27,Thailand,61.06,40.95
3931,2021/9/28,Thailand,59.85,40.89
3932,2021/9/29,Thailand,60.07,41.92
3933,2021/9/30,Thailand,62.38,41.78
3934,2021/10/1,Thailand,78.97,51.64
3935,2021/10/2,Thailand,85.21,54.86
3936,2021/10/3,Thailand,72.17,47.44
3937,2021/10/4,Thailand,62.45,43.27
3938,2021/10/5,Thailand,62.26,42.45
3939,2021/10/6,Thailand,63.1,42.57
3940,2021/10/7,Thailand,65.53,43.89
3941,2021/10/8,Thailand,84.66,53.86
3942,2021/10/9,Thailand,87.13,57.8
3943,2021/10/10,Thailand,74.21,50.06
3944,2021/10/11,Thailand,67.1,44.81
3945,2021/10/12,Thailand,79.46,52.44
3946,2021/10/13,Thailand,71.89,48.24
3947,2021/10/14,Thailand,74.73,46.81
3948,2021/10/15,Thailand,84.73,54.37
3949,2021/10/16,Thailand,84.85,58.03
3950,2021/10/17,Thailand,76.48,49.44
3951,2021/10/18,Thailand,70.52,46.43
3952,2021/10/19,Thailand,73.43,48.86
3953,2021/10/20,Thailand,79.23,49.74
3954,2021/10/21,Thailand,90.85,55.11
3955,2021/10/22,Thailand,105.16,61.0
3956,2021/10/23,Thailand,103.54,63.95
3957,2021/10/24,Thailand,90.91,53.49
3958,2021/10/25,Thailand,75.96,49.93
3959,2021/10/26,Thailand,73.11,48.22
3960,2021/10/27,Thailand,71.62,48.69
3961,2021/10/28,Thailand,74.97,48.91
3962,2021/10/29,Thailand,96.09,59.4
3963,2021/10/30,Thailand,100.43,62.99
3964,2021/10/31,Thailand,82.18,52.66
3965,2021/11/1,Thailand,71.45,48.15
3966,2021/11/2,Thailand,71.54,48.26
3967,2021/11/3,Thailand,72.92,49.37
3968,2021/11/4,Thailand,78.46,52.2
3969,2021/11/5,Thailand,104.78,64.44
3970,2021/11/6,Thailand,107.39,68.88
3971,2021/11/7,Thailand,90.5,56.84
3972,2021/11/8,Thailand,75.08,50.43
3973,2021/11/9,Thailand,74.4,51.17
3974,2021/11/10,Thailand,75.35,49.89
3975,2021/11/11,Thailand,78.96,53.09
3976,2021/11/12,Thailand,105.06,66.34
3977,2021/11/13,Thailand,110.99,70.74
3978,2021/11/14,Thailand,89.74,57.96
3979,2021/11/15,Thailand,73.83,51.42
3980,2021/11/16,Thailand,76.86,51.86
3981,2021/11/17,Thailand,78.46,52.51
3982,2021/11/18,Thailand,82.86,56.09
3983,2021/11/19,Thailand,118.6,79.11
3984,2021/11/20,Thailand,107.49,73.61
3985,2021/11/21,Thailand,89.33,57.3
3986,2021/11/22,Thailand,76.11,52.8
3987,2021/11/23,Thailand,75.36,52.25
3988,2021/11/24,Thailand,77.88,53.32
3989,2021/11/25,Thailand,84.96,56.06
3990,2021/11/26,Thailand,123.2,72.07
3991,2021/11/27,Thailand,120.93,71.95
3992,2021/11/28,Thailand,106.12,58.89
3993,2021/11/29,Thailand,83.02,53.42
3994,2021/11/30,Thailand,77.17,54.15
3995,2021/12/1,Thailand,76.82,53.31
3996,2021/12/2,Thailand,84.34,56.29
3997,2021/12/3,Thailand,125.92,74.85
3998,2021/12/4,Thailand,133.99,83.0
3999,2021/12/5,Thailand,119.86,77.01
4000,2021/12/6,Thailand,98.22,60.6
4001,2021/12/7,Thailand,83.42,57.74
4002,2021/12/8,Thailand,87.85,59.05
4003,2021/12/9,Thailand,115.02,71.13
4004,2021/12/10,Thailand,133.24,86.93
4005,2021/12/11,Thailand,136.78,94.16
4006,2021/12/12,Thailand,111.69,68.71
4007,2021/12/13,Thailand,84.65,59.66
4008,2021/12/14,Thailand,84.07,59.14
4009,2021/12/15,Thailand,83.73,58.99
4010,2021/12/16,Thailand,91.02,60.63
4011,2021/12/17,Thailand,121.52,79.82
4012,2021/12/18,Thailand,119.64,81.93
4013,2021/12/19,Thailand,97.14,65.4
4014,2021/12/20,Thailand,86.53,63.08
4015,2021/12/21,Thailand,85.99,62.04
4016,2021/12/22,Thailand,88.65,63.15
4017,2021/12/23,Thailand,94.31,65.63
4018,2021/12/24,Thailand,131.04,84.08
4019,2021/12/25,Thailand,138.98,89.22
4020,2021/12/26,Thailand,111.92,71.19
4021,2021/12/27,Thailand,109.18,72.04
4022,2021/12/28,Thailand,128.27,74.04
4023,2021/12/29,Thailand,141.25,78.74
4024,2021/12/30,Thailand,169.58,93.36
4025,2021/12/31,Thailand,158.98,102.3
4026,2020/3/1,Vietnam,106.65,104.05
4027,2020/3/2,Vietnam,95.18,97.97
4028,2020/3/3,Vietnam,93.59,94.05
4029,2020/3/4,Vietnam,95.46,96.56
4030,2020/3/5,Vietnam,97.22,99.0
4031,2020/3/6,Vietnam,106.24,105.0
4032,2020/3/7,Vietnam,100.88,99.66
4033,2020/3/8,Vietnam,91.71,91.76
4034,2020/3/9,Vietnam,81.57,83.21
4035,2020/3/10,Vietnam,81.99,85.85
4036,2020/3/11,Vietnam,80.38,82.58
4037,2020/3/12,Vietnam,76.95,82.65
4038,2020/3/13,Vietnam,81.5,83.18
4039,2020/3/14,Vietnam,84.18,86.35
4040,2020/3/15,Vietnam,78.15,77.62
4041,2020/3/16,Vietnam,76.46,76.35
4042,2020/3/17,Vietnam,71.83,70.34
4043,2020/3/18,Vietnam,69.91,68.5
4044,2020/3/19,Vietnam,69.79,68.85
4045,2020/3/20,Vietnam,72.95,71.51
4046,2020/3/21,Vietnam,74.29,72.24
4047,2020/3/22,Vietnam,69.43,67.33
4048,2020/3/23,Vietnam,65.78,65.01
4049,2020/3/24,Vietnam,65.91,64.19
4050,2020/3/25,Vietnam,63.38,60.87
4051,2020/3/26,Vietnam,63.02,61.18
4052,2020/3/27,Vietnam,62.06,59.87
4053,2020/3/28,Vietnam,56.53,56.36
4054,2020/3/29,Vietnam,54.43,53.06
4055,2020/3/30,Vietnam,53.34,51.81
4056,2020/3/31,Vietnam,50.55,48.66
4057,2020/4/1,Vietnam,43.66,45.43
4058,2020/4/2,Vietnam,43.27,46.67
4059,2020/4/3,Vietnam,41.82,43.79
4060,2020/4/4,Vietnam,41.01,43.99
4061,2020/4/5,Vietnam,42.45,44.22
4062,2020/4/6,Vietnam,44.08,45.12
4063,2020/4/7,Vietnam,44.9,45.84
4064,2020/4/8,Vietnam,44.87,45.94
4065,2020/4/9,Vietnam,45.84,46.74
4066,2020/4/10,Vietnam,47.82,48.89
4067,2020/4/11,Vietnam,46.42,48.27
4068,2020/4/12,Vietnam,45.59,46.31
4069,2020/4/13,Vietnam,46.78,47.65
4070,2020/4/14,Vietnam,48.57,48.82
4071,2020/4/15,Vietnam,54.63,53.42
4072,2020/4/16,Vietnam,56.93,56.38
4073,2020/4/17,Vietnam,57.54,57.43
4074,2020/4/18,Vietnam,58.19,58.28
4075,2020/4/19,Vietnam,58.25,58.35
4076,2020/4/20,Vietnam,58.33,59.5
4077,2020/4/21,Vietnam,57.64,57.05
4078,2020/4/22,Vietnam,60.04,59.06
4079,2020/4/23,Vietnam,64.88,61.25
4080,2020/4/24,Vietnam,70.48,66.31
4081,2020/4/25,Vietnam,75.17,72.32
4082,2020/4/26,Vietnam,74.14,70.59
4083,2020/4/27,Vietnam,78.11,73.09
4084,2020/4/28,Vietnam,85.93,78.36
4085,2020/4/29,Vietnam,125.94,98.16
4086,2020/4/30,Vietnam,115.6,95.04
4087,2020/5/1,Vietnam,108.03,90.82
4088,2020/5/2,Vietnam,107.64,91.44
4089,2020/5/3,Vietnam,100.71,88.96
4090,2020/5/4,Vietnam,91.07,86.78
4091,2020/5/5,Vietnam,89.48,87.52
4092,2020/5/6,Vietnam,90.36,88.51
4093,2020/5/7,Vietnam,92.41,89.33
4094,2020/5/8,Vietnam,103.68,98.88
4095,2020/5/9,Vietnam,114.84,109.92
4096,2020/5/10,Vietnam,103.08,97.73
4099,2020/5/13,Vietnam,89.86,87.72
4100,2020/5/14,Vietnam,95.64,96.73
4101,2020/5/15,Vietnam,109.9,107.53
4102,2020/5/16,Vietnam,120.71,122.15
4103,2020/5/17,Vietnam,102.39,101.21
4104,2020/5/18,Vietnam,92.55,94.33
4105,2020/5/19,Vietnam,90.04,90.18
4106,2020/5/20,Vietnam,90.5,91.51
4107,2020/5/21,Vietnam,93.62,94.32
4108,2020/5/22,Vietnam,107.46,108.15
4109,2020/5/23,Vietnam,117.66,121.62
4110,2020/5/24,Vietnam,98.95,99.9
4111,2020/5/25,Vietnam,88.63,90.26
4112,2020/5/26,Vietnam,90.88,92.22
4113,2020/5/27,Vietnam,90.99,93.54
4114,2020/5/28,Vietnam,95.06,96.86
4115,2020/5/29,Vietnam,111.45,111.23
4116,2020/5/30,Vietnam,122.7,125.5
4117,2020/5/31,Vietnam,104.93,103.1
4118,2020/6/1,Vietnam,91.29,91.92
4119,2020/6/2,Vietnam,93.6,95.16
4120,2020/6/3,Vietnam,91.53,93.35
4121,2020/6/4,Vietnam,94.94,97.12
4122,2020/6/5,Vietnam,113.68,115.35
4123,2020/6/6,Vietnam,124.98,129.73
4124,2020/6/7,Vietnam,105.49,105.76
4125,2020/6/8,Vietnam,94.82,96.84
4126,2020/6/9,Vietnam,93.83,95.61
4127,2020/6/10,Vietnam,93.89,95.57
4128,2020/6/11,Vietnam,100.92,102.64
4129,2020/6/12,Vietnam,116.72,120.33
4130,2020/6/13,Vietnam,120.81,126.84
4131,2020/6/14,Vietnam,100.62,101.56
4132,2020/6/15,Vietnam,98.0,101.45
4133,2020/6/16,Vietnam,95.35,101.31
4134,2020/6/17,Vietnam,96.95,100.99
4135,2020/6/18,Vietnam,100.2,104.05
4136,2020/6/19,Vietnam,115.49,117.62
4137,2020/6/20,Vietnam,123.06,131.52
4138,2020/6/21,Vietnam,104.91,108.07
4139,2020/6/22,Vietnam,96.79,100.98
4140,2020/6/23,Vietnam,96.34,100.17
4141,2020/6/24,Vietnam,95.89,99.62
4142,2020/6/25,Vietnam,101.85,104.75
4143,2020/6/26,Vietnam,119.95,122.7
4144,2020/6/27,Vietnam,129.92,135.33
4145,2020/6/28,Vietnam,108.38,111.39
4146,2020/6/29,Vietnam,99.81,104.61
4147,2020/6/30,Vietnam,100.33,104.93
4148,2020/7/1,Vietnam,102.09,107.43
4149,2020/7/2,Vietnam,103.56,107.36
4150,2020/7/3,Vietnam,119.65,124.6
4151,2020/7/4,Vietnam,126.91,136.03
4152,2020/7/5,Vietnam,111.58,115.23
4153,2020/7/6,Vietnam,104.6,110.85
4154,2020/7/7,Vietnam,103.92,110.22
4155,2020/7/8,Vietnam,106.3,113.41
4156,2020/7/9,Vietnam,111.49,115.84
4157,2020/7/10,Vietnam,131.09,133.81
4158,2020/7/11,Vietnam,142.37,149.04
4159,2020/7/12,Vietnam,121.57,126.31
4160,2020/7/13,Vietnam,112.08,118.19
4161,2020/7/14,Vietnam,116.71,121.0
4162,2020/7/15,Vietnam,120.04,128.01
4163,2020/7/16,Vietnam,119.65,127.23
4164,2020/7/17,Vietnam,135.72,140.34
4165,2020/7/18,Vietnam,145.56,153.69
4166,2020/7/19,Vietnam,127.57,129.4
4167,2020/7/20,Vietnam,113.6,119.87
4168,2020/7/21,Vietnam,115.75,122.85
4169,2020/7/22,Vietnam,115.3,120.49
4170,2020/7/23,Vietnam,118.14,121.58
4171,2020/7/24,Vietnam,132.91,135.58
4172,2020/7/25,Vietnam,141.34,146.15
4173,2020/7/26,Vietnam,119.54,119.47
4174,2020/7/27,Vietnam,107.92,110.78
4175,2020/7/28,Vietnam,104.56,107.24
4176,2020/7/29,Vietnam,95.59,99.32
4177,2020/7/30,Vietnam,92.62,94.7
4178,2020/7/31,Vietnam,90.96,95.64
4179,2020/8/1,Vietnam,82.67,89.03
4180,2020/8/2,Vietnam,74.2,79.01
4181,2020/8/3,Vietnam,78.84,84.62
4182,2020/8/4,Vietnam,79.63,85.61
4183,2020/8/5,Vietnam,75.13,78.89
4184,2020/8/6,Vietnam,77.99,85.06
4185,2020/8/7,Vietnam,86.26,93.5
4186,2020/8/8,Vietnam,85.06,93.21
4187,2020/8/9,Vietnam,79.61,86.56
4188,2020/8/10,Vietnam,83.78,91.29
4189,2020/8/11,Vietnam,85.57,92.66
4190,2020/8/12,Vietnam,83.92,92.01
4191,2020/8/13,Vietnam,83.9,90.67
4192,2020/8/14,Vietnam,94.51,103.39
4193,2020/8/15,Vietnam,98.36,113.68
4194,2020/8/16,Vietnam,90.76,100.05
4195,2020/8/17,Vietnam,85.95,94.71
4196,2020/8/18,Vietnam,83.91,91.76
4197,2020/8/19,Vietnam,84.22,93.22
4198,2020/8/20,Vietnam,86.39,96.76
4199,2020/8/21,Vietnam,92.4,101.5
4200,2020/8/22,Vietnam,96.15,108.35
4201,2020/8/23,Vietnam,91.7,101.74
4202,2020/8/24,Vietnam,87.29,93.42
4203,2020/8/25,Vietnam,90.25,99.28
4204,2020/8/26,Vietnam,90.57,96.86
4205,2020/8/27,Vietnam,92.58,100.88
4206,2020/8/28,Vietnam,103.01,108.4
4207,2020/8/29,Vietnam,107.92,116.29
4208,2020/8/30,Vietnam,100.51,106.47
4209,2020/8/31,Vietnam,96.49,102.17
4210,2020/9/1,Vietnam,113.23,115.43
4211,2020/9/2,Vietnam,106.63,112.96
4212,2020/9/3,Vietnam,100.34,107.13
4213,2020/9/4,Vietnam,104.92,112.61
4214,2020/9/5,Vietnam,109.68,121.49
4215,2020/9/6,Vietnam,98.06,106.17
4216,2020/9/7,Vietnam,97.47,108.24
4217,2020/9/8,Vietnam,95.44,106.93
4218,2020/9/9,Vietnam,96.69,108.19
4219,2020/9/10,Vietnam,98.6,110.21
4220,2020/9/11,Vietnam,110.05,122.31
4221,2020/9/12,Vietnam,116.42,131.42
4222,2020/9/13,Vietnam,105.36,119.02
4223,2020/9/14,Vietnam,95.12,106.18
4224,2020/9/15,Vietnam,98.24,112.56
4225,2020/9/16,Vietnam,97.87,111.26
4226,2020/9/17,Vietnam,98.18,114.4
4227,2020/9/18,Vietnam,103.86,119.09
4228,2020/9/19,Vietnam,114.07,135.67
4229,2020/9/20,Vietnam,109.36,130.03
4230,2020/9/21,Vietnam,99.44,115.95
4231,2020/9/22,Vietnam,95.48,109.97
4232,2020/9/23,Vietnam,100.92,115.92
4233,2020/9/24,Vietnam,104.31,119.73
4234,2020/9/25,Vietnam,121.96,140.32
4235,2020/9/26,Vietnam,134.48,157.28
4236,2020/9/27,Vietnam,110.54,127.54
4237,2020/9/28,Vietnam,100.91,119.7
4238,2020/9/29,Vietnam,98.07,118.45
4239,2020/9/30,Vietnam,104.39,126.27
4240,2020/10/1,Vietnam,114.7,140.42
4241,2020/10/2,Vietnam,116.86,134.71
4242,2020/10/3,Vietnam,127.67,152.32
4243,2020/10/4,Vietnam,120.08,134.53
4244,2020/10/5,Vietnam,112.83,127.48
4245,2020/10/6,Vietnam,111.01,128.98
4246,2020/10/7,Vietnam,110.12,129.89
4247,2020/10/8,Vietnam,109.11,129.45
4248,2020/10/9,Vietnam,127.26,152.34
4249,2020/10/10,Vietnam,134.33,162.03
4250,2020/10/11,Vietnam,115.43,138.56
4251,2020/10/12,Vietnam,106.23,131.04
4252,2020/10/13,Vietnam,97.28,116.19
4253,2020/10/14,Vietnam,95.44,117.58
4254,2020/10/15,Vietnam,96.69,118.55
4255,2020/10/16,Vietnam,116.41,142.75
4256,2020/10/17,Vietnam,124.43,156.33
4257,2020/10/18,Vietnam,108.41,133.63
4258,2020/10/19,Vietnam,105.35,132.35
4259,2020/10/20,Vietnam,104.67,134.24
4260,2020/10/21,Vietnam,100.97,122.79
4261,2020/10/22,Vietnam,103.96,128.54
4262,2020/10/23,Vietnam,120.42,140.38
4263,2020/10/24,Vietnam,136.08,162.46
4264,2020/10/25,Vietnam,110.55,129.31
4265,2020/10/26,Vietnam,100.06,119.19
4266,2020/10/27,Vietnam,96.74,115.7
4267,2020/10/28,Vietnam,88.75,105.9
4268,2020/10/29,Vietnam,95.23,113.24
4269,2020/10/30,Vietnam,112.88,133.99
4270,2020/10/31,Vietnam,131.04,160.47
4271,2020/11/1,Vietnam,109.88,132.05
4272,2020/11/2,Vietnam,96.31,119.06
4273,2020/11/3,Vietnam,98.98,121.07
4274,2020/11/4,Vietnam,96.46,120.75
4275,2020/11/5,Vietnam,100.0,125.68
4276,2020/11/6,Vietnam,114.88,143.15
4277,2020/11/7,Vietnam,127.96,162.1
4278,2020/11/8,Vietnam,107.56,131.24
4279,2020/11/9,Vietnam,93.94,117.89
4280,2020/11/10,Vietnam,95.69,119.38
4281,2020/11/11,Vietnam,96.58,121.54
4282,2020/11/12,Vietnam,97.73,122.98
4283,2020/11/13,Vietnam,115.97,145.81
4284,2020/11/14,Vietnam,122.64,157.63
4285,2020/11/15,Vietnam,102.19,125.25
4286,2020/11/16,Vietnam,92.2,115.03
4287,2020/11/17,Vietnam,99.06,125.21
4288,2020/11/18,Vietnam,100.94,127.66
4289,2020/11/19,Vietnam,113.14,143.94
4290,2020/11/20,Vietnam,125.34,154.79
4291,2020/11/21,Vietnam,140.5,170.03
4292,2020/11/22,Vietnam,116.34,138.78
4293,2020/11/23,Vietnam,104.05,127.99
4294,2020/11/24,Vietnam,100.77,126.03
4295,2020/11/25,Vietnam,99.16,126.21
4296,2020/11/26,Vietnam,102.22,128.41
4297,2020/11/27,Vietnam,119.09,149.86
4298,2020/11/28,Vietnam,131.61,168.45
4299,2020/11/29,Vietnam,106.17,132.75
4300,2020/11/30,Vietnam,92.8,117.78
4301,2020/12/1,Vietnam,91.64,114.78
4302,2020/12/2,Vietnam,92.9,117.79
4303,2020/12/3,Vietnam,93.88,117.17
4304,2020/12/4,Vietnam,110.82,136.9
4305,2020/12/5,Vietnam,120.92,157.56
4306,2020/12/6,Vietnam,99.21,126.56
4307,2020/12/7,Vietnam,88.32,114.03
4308,2020/12/8,Vietnam,90.49,117.02
4309,2020/12/9,Vietnam,90.58,117.36
4310,2020/12/10,Vietnam,94.46,122.83
4311,2020/12/11,Vietnam,112.72,144.86
4312,2020/12/12,Vietnam,125.66,166.76
4313,2020/12/13,Vietnam,103.18,134.44
4314,2020/12/14,Vietnam,92.55,119.37
4315,2020/12/15,Vietnam,88.18,117.07
4316,2020/12/16,Vietnam,88.1,117.29
4317,2020/12/17,Vietnam,91.31,120.02
4318,2020/12/18,Vietnam,108.18,138.2
4319,2020/12/19,Vietnam,117.78,157.85
4320,2020/12/20,Vietnam,97.26,131.28
4321,2020/12/21,Vietnam,91.44,121.55
4322,2020/12/22,Vietnam,94.3,122.45
4323,2020/12/23,Vietnam,97.31,125.67
4324,2020/12/24,Vietnam,117.59,167.5
4325,2020/12/25,Vietnam,109.57,145.69
4326,2020/12/26,Vietnam,116.09,157.43
4327,2020/12/27,Vietnam,97.93,129.77
4328,2020/12/28,Vietnam,93.94,121.47
4329,2020/12/29,Vietnam,92.47,122.4
4330,2020/12/30,Vietnam,100.86,129.61
4331,2020/12/31,Vietnam,163.7,203.4
4332,2021/1/1,Vietnam,122.42,155.1
4333,2021/1/2,Vietnam,118.01,146.19
4334,2021/1/3,Vietnam,103.25,122.56
4335,2021/1/4,Vietnam,87.43,113.8
4336,2021/1/5,Vietnam,88.36,118.01
4337,2021/1/6,Vietnam,88.94,118.49
4338,2021/1/7,Vietnam,89.23,118.84
4339,2021/1/8,Vietnam,100.33,134.58
4340,2021/1/9,Vietnam,113.25,154.51
4341,2021/1/10,Vietnam,94.17,129.29
4342,2021/1/11,Vietnam,85.24,116.07
4343,2021/1/12,Vietnam,85.97,116.46
4344,2021/1/13,Vietnam,89.33,120.67
4345,2021/1/14,Vietnam,93.08,123.05
4346,2021/1/15,Vietnam,112.49,149.62
4347,2021/1/16,Vietnam,121.86,166.94
4348,2021/1/17,Vietnam,99.37,133.17
4349,2021/1/18,Vietnam,88.86,119.0
4350,2021/1/19,Vietnam,89.84,120.13
4351,2021/1/20,Vietnam,93.29,124.09
4352,2021/1/21,Vietnam,94.23,127.39
4353,2021/1/22,Vietnam,109.57,144.35
4354,2021/1/23,Vietnam,127.78,171.58
4355,2021/1/24,Vietnam,98.49,134.18
4356,2021/1/25,Vietnam,88.67,119.45
4357,2021/1/26,Vietnam,90.25,121.01
4358,2021/1/27,Vietnam,92.43,123.39
4359,2021/1/28,Vietnam,89.48,119.81
4360,2021/1/29,Vietnam,97.61,128.93
4361,2021/1/30,Vietnam,102.81,138.86
4362,2021/1/31,Vietnam,87.52,117.38
4363,2021/2/1,Vietnam,84.21,112.72
4364,2021/2/2,Vietnam,82.7,111.85
4365,2021/2/3,Vietnam,79.4,107.06
4366,2021/2/4,Vietnam,82.43,112.53
4367,2021/2/5,Vietnam,93.98,124.88
4368,2021/2/6,Vietnam,102.54,129.99
4369,2021/2/7,Vietnam,95.09,124.14
4370,2021/2/8,Vietnam,84.32,107.48
4371,2021/2/9,Vietnam,81.6,103.2
4372,2021/2/10,Vietnam,59.66,83.02
4373,2021/2/11,Vietnam,50.28,65.43
4374,2021/2/12,Vietnam,76.54,86.02
4375,2021/2/13,Vietnam,107.88,120.34
4376,2021/2/14,Vietnam,125.57,141.51
4377,2021/2/15,Vietnam,124.82,138.2
4378,2021/2/16,Vietnam,112.74,130.89
4379,2021/2/17,Vietnam,100.12,122.76
4380,2021/2/18,Vietnam,96.24,121.98
4381,2021/2/19,Vietnam,100.88,126.2
4382,2021/2/20,Vietnam,104.61,133.06
4383,2021/2/21,Vietnam,94.75,123.13
4384,2021/2/22,Vietnam,89.87,122.41
4385,2021/2/23,Vietnam,89.46,120.54
4386,2021/2/24,Vietnam,88.95,118.99
4387,2021/2/25,Vietnam,91.74,121.59
4388,2021/2/26,Vietnam,106.75,137.36
4389,2021/2/27,Vietnam,117.03,152.63
4390,2021/2/28,Vietnam,103.08,135.17
4391,2021/3/1,Vietnam,95.59,131.37
4392,2021/3/2,Vietnam,96.34,131.43
4393,2021/3/3,Vietnam,95.73,129.92
4394,2021/3/4,Vietnam,99.05,134.81
4395,2021/3/5,Vietnam,114.1,152.62
4396,2021/3/6,Vietnam,133.84,180.88
4397,2021/3/7,Vietnam,115.74,157.7
4398,2021/3/8,Vietnam,105.6,148.93
4399,2021/3/9,Vietnam,100.66,138.26
4400,2021/3/10,Vietnam,102.17,140.63
4401,2021/3/11,Vietnam,104.12,143.16
4403,2021/3/13,Vietnam,142.88,190.46
4404,2021/3/14,Vietnam,120.08,159.11
4405,2021/3/15,Vietnam,103.26,143.14
4406,2021/3/16,Vietnam,102.79,142.49
4407,2021/3/17,Vietnam,104.87,143.59
4408,2021/3/18,Vietnam,105.48,144.72
4409,2021/3/19,Vietnam,125.43,164.34
4410,2021/3/20,Vietnam,136.06,181.97
4411,2021/3/21,Vietnam,111.74,150.37
4412,2021/3/22,Vietnam,101.7,140.15
4413,2021/3/23,Vietnam,104.08,141.56
4414,2021/3/24,Vietnam,100.55,138.11
4415,2021/3/25,Vietnam,103.02,140.32
4416,2021/3/26,Vietnam,121.12,163.96
4417,2021/3/27,Vietnam,143.6,196.2
4418,2021/3/28,Vietnam,114.31,155.95
4419,2021/3/29,Vietnam,103.05,142.58
4420,2021/3/30,Vietnam,103.81,145.79
4421,2021/3/31,Vietnam,105.19,145.47
4422,2021/4/1,Vietnam,104.81,146.26
4423,2021/4/2,Vietnam,121.63,166.31
4424,2021/4/3,Vietnam,137.29,187.19
4425,2021/4/4,Vietnam,119.72,160.54
4426,2021/4/5,Vietnam,103.8,146.72
4427,2021/4/6,Vietnam,105.33,145.43
4428,2021/4/7,Vietnam,103.71,145.73
4429,2021/4/8,Vietnam,106.27,148.33
4430,2021/4/9,Vietnam,123.09,170.7
4431,2021/4/10,Vietnam,145.36,206.02
4432,2021/4/11,Vietnam,118.15,162.05
4433,2021/4/12,Vietnam,104.63,145.42
4434,2021/4/13,Vietnam,102.83,146.09
4435,2021/4/14,Vietnam,105.1,151.59
4436,2021/4/15,Vietnam,107.37,152.81
4437,2021/4/16,Vietnam,119.5,167.79
4438,2021/4/17,Vietnam,135.28,193.05
4439,2021/4/18,Vietnam,118.23,163.92
4440,2021/4/19,Vietnam,107.78,151.69
4441,2021/4/20,Vietnam,142.33,198.2
4442,2021/4/21,Vietnam,119.3,166.17
4443,2021/4/22,Vietnam,107.46,151.23
4444,2021/4/23,Vietnam,119.97,170.03
4445,2021/4/24,Vietnam,133.23,193.32
4446,2021/4/25,Vietnam,107.28,152.02
4447,2021/4/26,Vietnam,101.16,142.65
4448,2021/4/27,Vietnam,105.75,149.12
4449,2021/4/28,Vietnam,118.48,159.11
4450,2021/4/29,Vietnam,211.09,227.32
4451,2021/4/30,Vietnam,177.53,216.19
4452,2021/5/1,Vietnam,144.37,180.64
4453,2021/5/2,Vietnam,127.52,157.13
4454,2021/5/3,Vietnam,99.94,136.99
4455,2021/5/4,Vietnam,89.56,132.51
4456,2021/5/5,Vietnam,86.42,127.88
4457,2021/5/6,Vietnam,85.22,126.23
4458,2021/5/7,Vietnam,85.04,126.94
4459,2021/5/8,Vietnam,84.19,129.27
4460,2021/5/9,Vietnam,80.34,122.43
4461,2021/5/10,Vietnam,77.47,119.09
4462,2021/5/11,Vietnam,75.0,115.14
4463,2021/5/12,Vietnam,76.04,115.43
4464,2021/5/13,Vietnam,74.65,114.16
4465,2021/5/14,Vietnam,79.59,121.44
4466,2021/5/15,Vietnam,82.75,128.41
4467,2021/5/16,Vietnam,81.19,124.87
4468,2021/5/17,Vietnam,77.6,118.21
4469,2021/5/18,Vietnam,76.81,117.95
4470,2021/5/19,Vietnam,76.19,114.99
4471,2021/5/20,Vietnam,76.42,116.3
4472,2021/5/21,Vietnam,76.16,116.98
4473,2021/5/22,Vietnam,76.46,124.69
4474,2021/5/23,Vietnam,74.0,116.95
4475,2021/5/24,Vietnam,68.5,107.06
4476,2021/5/25,Vietnam,69.94,108.97
4477,2021/5/26,Vietnam,71.42,109.56
4478,2021/5/27,Vietnam,69.55,107.22
4479,2021/5/28,Vietnam,71.37,109.25
4480,2021/5/29,Vietnam,70.36,111.33
4481,2021/5/30,Vietnam,67.66,105.44
4482,2021/5/31,Vietnam,64.37,104.33
4483,2021/6/1,Vietnam,61.5,97.42
4484,2021/6/2,Vietnam,59.87,96.59
4485,2021/6/3,Vietnam,61.74,100.23
4486,2021/6/4,Vietnam,62.76,100.69
4487,2021/6/5,Vietnam,62.09,102.02
4488,2021/6/6,Vietnam,61.24,97.77
4489,2021/6/7,Vietnam,57.22,91.67
4490,2021/6/8,Vietnam,59.46,94.83
4491,2021/6/9,Vietnam,61.03,97.27
4492,2021/6/10,Vietnam,62.79,99.29
4493,2021/6/11,Vietnam,61.58,97.78
4494,2021/6/12,Vietnam,63.82,106.16
4495,2021/6/13,Vietnam,64.06,102.96
4496,2021/6/14,Vietnam,66.13,105.12
4497,2021/6/15,Vietnam,63.62,101.71
4498,2021/6/16,Vietnam,64.92,103.25
4499,2021/6/17,Vietnam,65.52,102.01
4500,2021/6/18,Vietnam,67.52,106.18
4501,2021/6/19,Vietnam,66.75,104.95
4502,2021/6/20,Vietnam,66.86,105.59
4503,2021/6/21,Vietnam,66.73,104.43
4504,2021/6/22,Vietnam,66.01,101.89
4505,2021/6/23,Vietnam,66.74,102.86
4506,2021/6/24,Vietnam,67.98,104.65
4507,2021/6/25,Vietnam,69.26,107.65
4508,2021/6/26,Vietnam,69.47,109.57
4509,2021/6/27,Vietnam,69.54,107.53
4510,2021/6/28,Vietnam,67.68,106.19
4511,2021/6/29,Vietnam,66.31,104.07
4512,2021/6/30,Vietnam,67.62,107.19
4513,2021/7/1,Vietnam,68.84,109.43
4514,2021/7/2,Vietnam,72.31,113.84
