,date,country,driving,walking
4515,2021/7/3,Vietnam,73.07,117.51
4516,2021/7/4,Vietnam,71.32,113.93
4517,2021/7/5,Vietnam,71.77,112.35
4518,2021/7/6,Vietnam,66.82,107.18
4519,2021/7/7,Vietnam,62.62,101.65
4520,2021/7/8,Vietnam,66.13,105.76
4521,2021/7/9,Vietnam,65.59,106.78
4522,2021/7/10,Vietnam,66.44,107.19
4523,2021/7/11,Vietnam,63.32,103.31
4524,2021/7/12,Vietnam,62.3,100.57
4525,2021/7/13,Vietnam,61.27,98.97
4526,2021/7/14,Vietnam,60.38,98.5
4527,2021/7/15,Vietnam,59.54,96.85
4528,2021/7/16,Vietnam,62.27,100.5
4529,2021/7/17,Vietnam,62.18,104.13
4530,2021/7/18,Vietnam,55.52,92.81
4531,2021/7/19,Vietnam,54.43,89.42
4532,2021/7/20,Vietnam,52.46,85.44
4533,2021/7/21,Vietnam,51.86,84.63
4534,2021/7/22,Vietnam,48.03,79.32
4535,2021/7/23,Vietnam,49.2,82.5
4536,2021/7/24,Vietnam,47.35,78.48
4537,2021/7/25,Vietnam,46.05,74.51
4538,2021/7/26,Vietnam,44.89,72.12
4539,2021/7/27,Vietnam,44.57,71.96
4540,2021/7/28,Vietnam,43.28,70.52
4541,2021/7/29,Vietnam,43.21,70.38
4542,2021/7/30,Vietnam,44.4,73.24
4543,2021/7/31,Vietnam,41.96,72.93
4544,2021/8/1,Vietnam,41.77,73.42
4545,2021/8/2,Vietnam,41.19,70.9
4546,2021/8/3,Vietnam,41.09,71.03
4547,2021/8/4,Vietnam,40.43,68.82
4548,2021/8/5,Vietnam,41.03,70.86
4549,2021/8/6,Vietnam,41.17,71.28
4550,2021/8/7,Vietnam,39.46,70.71
4551,2021/8/8,Vietnam,39.42,68.61
4552,2021/8/9,Vietnam,39.86,69.23
4553,2021/8/10,Vietnam,39.52,68.03
4554,2021/8/11,Vietnam,39.77,67.41
4555,2021/8/12,Vietnam,40.26,69.64
4556,2021/8/13,Vietnam,41.3,70.46
4557,2021/8/14,Vietnam,40.98,73.32
4558,2021/8/15,Vietnam,40.4,71.51
4559,2021/8/16,Vietnam,40.06,69.56
4560,2021/8/17,Vietnam,38.63,68.33
4561,2021/8/18,Vietnam,38.08,66.86
4562,2021/8/19,Vietnam,38.71,68.2
4563,2021/8/20,Vietnam,40.42,71.35
4564,2021/8/21,Vietnam,39.88,72.86
4565,2021/8/22,Vietnam,34.73,63.36
4566,2021/8/23,Vietnam,33.64,59.61
4567,2021/8/24,Vietnam,33.73,60.44
4568,2021/8/25,Vietnam,33.38,59.18
4569,2021/8/26,Vietnam,33.33,59.77
4570,2021/8/27,Vietnam,32.87,61.61
4571,2021/8/28,Vietnam,32.66,62.56
4572,2021/8/29,Vietnam,34.15,63.86
4573,2021/8/30,Vietnam,34.79,64.51
4574,2021/8/31,Vietnam,36.11,64.81
4575,2021/9/1,Vietnam,37.14,69.92
4576,2021/9/2,Vietnam,35.62,67.85
4577,2021/9/3,Vietnam,35.75,66.99
4578,2021/9/4,Vietnam,35.88,68.4
4579,2021/9/5,Vietnam,37.14,69.29
4580,2021/9/6,Vietnam,38.12,68.27
4581,2021/9/7,Vietnam,36.57,66.53
4582,2021/9/8,Vietnam,37.64,67.75
4583,2021/9/9,Vietnam,39.36,72.96
4584,2021/9/10,Vietnam,40.48,74.15
4585,2021/9/11,Vietnam,40.93,76.48
4586,2021/9/12,Vietnam,41.89,77.66
4587,2021/9/13,Vietnam,41.46,73.18
4588,2021/9/14,Vietnam,42.24,74.87
4589,2021/9/15,Vietnam,51.44,84.21
4590,2021/9/16,Vietnam,51.97,85.82
4591,2021/9/17,Vietnam,53.0,89.86
4592,2021/9/18,Vietnam,53.5,94.76
4593,2021/9/19,Vietnam,53.25,92.66
4594,2021/9/20,Vietnam,55.39,93.89
4595,2021/9/21,Vietnam,62.45,106.05
4596,2021/9/22,Vietnam,56.5,94.74
4597,2021/9/23,Vietnam,55.29,93.14
4598,2021/9/24,Vietnam,57.14,95.14
4599,2021/9/25,Vietnam,59.79,105.07
4600,2021/9/26,Vietnam,58.29,101.25
4601,2021/9/27,Vietnam,60.46,101.44
4602,2021/9/28,Vietnam,59.16,97.97
4603,2021/9/29,Vietnam,60.35,100.64
4604,2021/9/30,Vietnam,67.02,108.04
4605,2021/10/1,Vietnam,72.79,119.45
4606,2021/10/2,Vietnam,76.34,126.98
4607,2021/10/3,Vietnam,76.86,125.82
4608,2021/10/4,Vietnam,71.78,117.04
4609,2021/10/5,Vietnam,70.73,113.61
4610,2021/10/6,Vietnam,70.94,114.91
4611,2021/10/7,Vietnam,71.84,115.11
4612,2021/10/8,Vietnam,76.98,122.38
4613,2021/10/9,Vietnam,70.18,117.73
4614,2021/10/10,Vietnam,68.07,112.76
4615,2021/10/11,Vietnam,72.78,120.19
4616,2021/10/12,Vietnam,75.92,123.21
4617,2021/10/13,Vietnam,71.45,116.58
4618,2021/10/14,Vietnam,74.64,119.46
4619,2021/10/15,Vietnam,81.31,132.33
4620,2021/10/16,Vietnam,88.59,150.39
4621,2021/10/17,Vietnam,85.75,140.51
4622,2021/10/18,Vietnam,84.12,134.09
4623,2021/10/19,Vietnam,90.49,148.33
4624,2021/10/20,Vietnam,90.86,150.28
4625,2021/10/21,Vietnam,85.64,136.72
4626,2021/10/22,Vietnam,92.79,146.34
4627,2021/10/23,Vietnam,102.57,164.8
4628,2021/10/24,Vietnam,93.38,149.51
4629,2021/10/25,Vietnam,90.52,143.53
4630,2021/10/26,Vietnam,89.69,143.09
4631,2021/10/27,Vietnam,86.58,138.93
4632,2021/10/28,Vietnam,84.42,132.79
4633,2021/10/29,Vietnam,94.13,146.47
4634,2021/10/30,Vietnam,102.7,165.44
4635,2021/10/31,Vietnam,95.01,153.66
4636,2021/11/1,Vietnam,89.94,143.01
4637,2021/11/2,Vietnam,89.93,141.5
4638,2021/11/3,Vietnam,91.48,147.57
4639,2021/11/4,Vietnam,91.23,143.72
4640,2021/11/5,Vietnam,99.97,155.44
4641,2021/11/6,Vietnam,102.94,166.37
4642,2021/11/7,Vietnam,93.56,151.88
4643,2021/11/8,Vietnam,87.29,141.02
4644,2021/11/9,Vietnam,86.59,139.56
4645,2021/11/10,Vietnam,87.5,142.57
4646,2021/11/11,Vietnam,87.67,140.08
4647,2021/11/12,Vietnam,97.67,153.56
4648,2021/11/13,Vietnam,104.89,167.52
4649,2021/11/14,Vietnam,95.76,153.14
4650,2021/11/15,Vietnam,91.02,144.01
4651,2021/11/16,Vietnam,89.52,142.67
4652,2021/11/17,Vietnam,88.64,142.16
4653,2021/11/18,Vietnam,92.22,147.42
4654,2021/11/19,Vietnam,103.51,161.75
4655,2021/11/20,Vietnam,105.69,169.2
4656,2021/11/21,Vietnam,97.04,155.24
4657,2021/11/22,Vietnam,91.53,144.9
4658,2021/11/23,Vietnam,90.66,142.91
4659,2021/11/24,Vietnam,90.71,142.78
4660,2021/11/25,Vietnam,92.43,146.31
4661,2021/11/26,Vietnam,99.82,154.77
4662,2021/11/27,Vietnam,106.73,168.58
4663,2021/11/28,Vietnam,97.04,153.33
4664,2021/11/29,Vietnam,92.53,144.38
4665,2021/11/30,Vietnam,92.2,148.54
4666,2021/12/1,Vietnam,92.38,145.15
4667,2021/12/2,Vietnam,92.24,147.24
4668,2021/12/3,Vietnam,99.93,155.39
4669,2021/12/4,Vietnam,109.52,172.09
4670,2021/12/5,Vietnam,100.29,157.87
4671,2021/12/6,Vietnam,93.76,148.3
4672,2021/12/7,Vietnam,95.12,149.08
4673,2021/12/8,Vietnam,97.06,150.0
4674,2021/12/9,Vietnam,97.75,149.15
4675,2021/12/10,Vietnam,110.9,168.78
4676,2021/12/11,Vietnam,121.99,189.74
4677,2021/12/12,Vietnam,105.87,162.6
4678,2021/12/13,Vietnam,100.04,150.97
4679,2021/12/14,Vietnam,99.67,151.12
4680,2021/12/15,Vietnam,98.89,151.29
4681,2021/12/16,Vietnam,102.66,156.87
4682,2021/12/17,Vietnam,111.54,165.37
4683,2021/12/18,Vietnam,123.3,187.15
4684,2021/12/19,Vietnam,106.86,162.44
4685,2021/12/20,Vietnam,101.14,155.14
4686,2021/12/21,Vietnam,104.54,158.63
4687,2021/12/22,Vietnam,104.56,157.07
4688,2021/12/23,Vietnam,107.04,161.96
4689,2021/12/24,Vietnam,130.36,198.39
4690,2021/12/25,Vietnam,122.26,187.51
4691,2021/12/26,Vietnam,100.51,152.51
4692,2021/12/27,Vietnam,95.66,143.5
4693,2021/12/28,Vietnam,98.78,148.18
4694,2021/12/29,Vietnam,99.33,150.4
4695,2021/12/30,Vietnam,107.92,161.33
4696,2021/12/31,Vietnam,139.97,199.23
