system:index,lat,lon
923,21.125,121.125
924,20.875,121.125
925,20.625,121.125
926,20.375,121.125
927,20.125,121.125
928,19.875,121.125
929,19.625,121.125
930,19.375,121.125
931,19.125,121.125
932,18.875,121.125
933,18.625,121.125
934,18.375,121.125
935,18.125,121.125
936,17.875,121.125
937,17.625,121.125
938,17.375,121.125
939,17.125,121.125
940,16.875,121.125
941,16.625,121.125
942,16.375,121.125
943,16.125,121.125
944,15.875,121.125
945,15.625,121.125
946,15.375,121.125
947,15.125,121.125
948,14.875,121.125
949,14.625,121.125
950,14.375,121.125
951,14.125,121.125
952,13.875,121.125
953,13.625,121.125
954,13.375,121.125
955,13.125,121.125
956,12.875,121.125
957,12.625,121.125
958,12.375,121.125
959,12.125,121.125
960,11.875,121.125
961,11.625,121.125
962,11.375,121.125
963,11.125,121.125
964,10.875,121.125
965,10.625,121.125
966,10.375,121.125
967,10.125,121.125
968,9.875,121.125
969,9.625,121.125
970,9.375,121.125
971,9.125,121.125
972,8.875,121.125
973,8.625,121.125
974,8.375,121.125
975,8.125,121.125
976,7.875,121.125
977,7.625,121.125
978,7.375,121.125
979,7.125,121.125
980,6.875,121.125
981,6.625,121.125
982,6.375,121.125
983,6.125,121.125
984,5.875,121.125
985,5.625,121.125
986,5.375,121.125
987,5.125,121.125
988,4.875,121.125
989,4.625,121.125
990,4.375,121.125
991,4.125,121.125
992,3.875,121.125
993,3.625,121.125
994,3.375,121.125
995,3.125,121.125
996,2.875,121.125
997,2.625,121.125
998,2.375,121.125
999,2.125,121.125
1000,1.875,121.125
1001,1.625,121.125
1002,1.375,121.125
1003,1.125,121.125
1004,0.875,121.125
1005,0.625,121.125
1006,0.375,121.125
1007,0.125,121.125
1008,-0.125,121.125
1009,-0.375,121.125
1010,-0.625,121.125
1011,-0.875,121.125
1012,-1.125,121.125
1013,-1.375,121.125
1014,-1.625,121.125
1015,-1.875,121.125
1016,-2.125,121.125
1017,-2.375,121.125
1018,-2.625,121.125
1019,-2.875,121.125
1020,-3.125,121.125
1021,-3.375,121.125
1022,-3.625,121.125
1023,-3.875,121.125
1024,-4.125,121.125
1025,-4.375,121.125
1026,-4.625,121.125
1027,-4.875,121.125
1028,-5.125,121.125
1029,-5.375,121.125
1030,-5.625,121.125
1031,-5.875,121.125
1032,-6.125,121.125
1033,-6.375,121.125
1034,-6.625,121.125
1035,-6.875,121.125
1036,-7.125,121.125
1037,-7.375,121.125
1038,-7.625,121.125
1039,-7.875,121.125
1040,-8.125,121.125
1041,-8.375,121.125
1042,-8.625,121.125
1043,-8.875,121.125
1044,-9.125,121.125
1045,-9.375,121.125
1046,-9.625,121.125
1047,-9.875,121.125
1048,-10.125,121.125
1049,-10.375,121.125
1050,-10.625,121.125
1051,-10.875,121.125
1052,-11.125,121.125
1053,-11.375,121.125
1054,-11.625,121.125
1055,-11.875,121.125
1056,31.875,121.375
1057,31.625,121.375
1058,31.375,121.375
1059,31.125,121.375
1060,30.875,121.375
1061,30.625,121.375
1062,30.375,121.375
1063,30.125,121.375
1064,29.875,121.375
1065,29.625,121.375
1066,29.375,121.375
1067,29.125,121.375
1068,28.875,121.375
1069,28.625,121.375
1070,28.375,121.375
1071,28.125,121.375
1072,27.875,121.375
1073,27.625,121.375
1074,27.375,121.375
1075,27.125,121.375
1076,26.875,121.375
1077,26.625,121.375
1078,26.375,121.375
1079,26.125,121.375
1080,25.875,121.375
1081,25.625,121.375
1082,25.375,121.375
1083,25.125,121.375
1084,24.875,121.375
1085,24.625,121.375
1086,24.375,121.375
1087,24.125,121.375
1088,23.875,121.375
1089,23.625,121.375
1090,23.375,121.375
1091,23.125,121.375
1092,22.875,121.375
1093,22.625,121.375
1094,22.375,121.375
1095,22.125,121.375
1096,21.875,121.375
1097,21.625,121.375
1098,21.375,121.375
1099,21.125,121.375
1100,20.875,121.375
1101,20.625,121.375
1102,20.375,121.375
1103,20.125,121.375
1104,19.875,121.375
1105,19.625,121.375
1106,19.375,121.375
1107,19.125,121.375
1108,18.875,121.375
1109,18.625,121.375
1110,18.375,121.375
1111,18.125,121.375
1112,17.875,121.375
1113,17.625,121.375
1114,17.375,121.375
1115,17.125,121.375
1116,16.875,121.375
1117,16.625,121.375
1118,16.375,121.375
1119,16.125,121.375
1120,15.875,121.375
1121,15.625,121.375
1122,15.375,121.375
1123,15.125,121.375
1124,14.875,121.375
1125,14.625,121.375
1126,14.375,121.375
1127,14.125,121.375
1128,13.875,121.375
1129,13.625,121.375
1130,13.375,121.375
1131,13.125,121.375
1132,12.875,121.375
1133,12.625,121.375
1134,12.375,121.375
1135,12.125,121.375
1136,11.875,121.375
1137,11.625,121.375
1138,11.375,121.375
1139,11.125,121.375
1140,10.875,121.375
1141,10.625,121.375
1142,10.375,121.375
1143,10.125,121.375
1144,9.875,121.375
1145,9.625,121.375
1146,9.375,121.375
1147,9.125,121.375
1148,8.875,121.375
1149,8.625,121.375
1150,8.375,121.375
1151,8.125,121.375
1152,7.875,121.375
1153,7.625,121.375
1154,7.375,121.375
1155,7.125,121.375
1156,6.875,121.375
1157,6.625,121.375
1158,6.375,121.375
1159,6.125,121.375
1160,5.875,121.375
1161,5.625,121.375
1162,5.375,121.375
1163,5.125,121.375
1164,4.875,121.375
1165,4.625,121.375
1166,4.375,121.375
1167,4.125,121.375
1168,3.875,121.375
1169,3.625,121.375
1170,3.375,121.375
1171,3.125,121.375
1172,2.875,121.375
1173,2.625,121.375
1174,2.375,121.375
1175,2.125,121.375
1176,1.875,121.375
1177,1.625,121.375
1178,1.375,121.375
1179,1.125,121.375
1180,0.875,121.375
1181,0.625,121.375
1182,0.375,121.375
1183,0.125,121.375
1184,-0.125,121.375
1185,-0.375,121.375
1186,-0.625,121.375
1187,-0.875,121.375
1188,-1.125,121.375
1189,-1.375,121.375
1190,-1.625,121.375
1191,-1.875,121.375
1192,-2.125,121.375
1193,-2.375,121.375
1194,-2.625,121.375
1195,-2.875,121.375
1196,-3.125,121.375
1197,-3.375,121.375
1198,-3.625,121.375
1199,-3.875,121.375
1200,-4.125,121.375
1201,-4.375,121.375
1202,-4.625,121.375
1203,-4.875,121.375
1204,-5.125,121.375
1205,-5.375,121.375
1206,-5.625,121.375
1207,-5.875,121.375
1208,-6.125,121.375
1209,-6.375,121.375
1210,-6.625,121.375
1211,-6.875,121.375
1212,-7.125,121.375
1213,-7.375,121.375
1214,-7.625,121.375
1215,-7.875,121.375
1216,-8.125,121.375
1217,-8.375,121.375
1218,-8.625,121.375
1219,-8.875,121.375
1220,-9.125,121.375
1221,-9.375,121.375
1222,-9.625,121.375
1223,-9.875,121.375
1224,-10.125,121.375
1225,-10.375,121.375
1226,-10.625,121.375
1227,-10.875,121.375
1228,-11.125,121.375
1229,-11.375,121.375
1230,-11.625,121.375
1231,-11.875,121.375
1232,31.875,121.625
1233,31.625,121.625
1234,31.375,121.625
1235,31.125,121.625
1236,30.875,121.625
1237,30.625,121.625
1238,30.375,121.625
1239,30.125,121.625
1240,29.875,121.625
1241,29.625,121.625
1242,29.375,121.625
1243,29.125,121.625
1244,28.875,121.625
1245,28.625,121.625
1246,28.375,121.625
1247,28.125,121.625
1248,27.875,121.625
1249,27.625,121.625
1250,27.375,121.625
1251,27.125,121.625
1252,26.875,121.625
1253,26.625,121.625
1254,26.375,121.625
1255,26.125,121.625
1256,25.875,121.625
1257,25.625,121.625
1258,25.375,121.625
1259,25.125,121.625
1260,24.875,121.625
1261,24.625,121.625
1262,24.375,121.625
1263,24.125,121.625
1264,23.875,121.625
1265,23.625,121.625
1266,23.375,121.625
1267,23.125,121.625
1268,22.875,121.625
1269,22.625,121.625
1270,22.375,121.625
1271,22.125,121.625
1272,21.875,121.625
1273,21.625,121.625
1274,21.375,121.625
1275,21.125,121.625
1276,20.875,121.625
1277,20.625,121.625
1278,20.375,121.625
1279,20.125,121.625
1280,19.875,121.625
1281,19.625,121.625
1282,19.375,121.625
1283,19.125,121.625
1284,18.875,121.625
1285,18.625,121.625
1286,18.375,121.625
1287,18.125,121.625
1288,17.875,121.625
1289,17.625,121.625
1290,17.375,121.625
1291,17.125,121.625
1292,16.875,121.625
1293,16.625,121.625
1294,16.375,121.625
1295,16.125,121.625
1296,15.875,121.625
1297,15.625,121.625
1298,15.375,121.625
1299,15.125,121.625
1300,14.875,121.625
1301,14.625,121.625
1302,14.375,121.625
1303,14.125,121.625
1304,13.875,121.625
1305,13.625,121.625
1306,13.375,121.625
1307,13.125,121.625
1308,12.875,121.625
1309,12.625,121.625
1310,12.375,121.625
1311,12.125,121.625
1312,11.875,121.625
1313,11.625,121.625
1314,11.375,121.625
1315,11.125,121.625
1316,10.875,121.625
1317,10.625,121.625
1318,10.375,121.625
1319,10.125,121.625
1320,9.875,121.625
1321,9.625,121.625
1322,9.375,121.625
1323,9.125,121.625
1324,8.875,121.625
1325,8.625,121.625
1326,8.375,121.625
1327,8.125,121.625
1328,7.875,121.625
